"index"	"sample"	"cluster"	"step"	"(annotation) subject"	"(annotation) pident"	"(annotation) qlen"	"(annotation) slen"	"(annotation) length"	"(annotation) mismatch"	"(annotation) gapopen"	"(annotation) qstart"	"(annotation) qend"	"(annotation) sstart"	"(annotation) send"	"(annotation) evalue"	"(annotation) bitscore"	"(annotation) name"	"(annotation) level"	"(annotation) typing"	"(annotation) species"	"(annotation) taxid"	"(annotation) acronym"	"(annotation) acid"	"(annotation) circular"	"(annotation) segment"	"(annotation) host"	"(annotation) % contig aligned"	"(blast) subject"	"(blast) subject title"	"(blast) pident"	"(blast) qlen"	"(blast) slen"	"(blast) length"	"(blast) mismatch"	"(blast) gapopen"	"(blast) qstart"	"(blast) qend"	"(blast) sstart"	"(blast) send"	"(blast) evalue"	"(blast) bitscore"	"(cluster) taxon-id"	"(cluster) centroid"	"(cluster) number of members"	"(cluster) cumulative read depth - spades [%]"	"(cluster) cumulative read depth - megahit [%]"	"(cluster) cumulative read depth - trinity [%]"	"(cluster) members"	"(quast) # N's"	"(quast) % N's"	"(quast) # N's per 100 kbp"	"(failed_mapped) mapped reads"	"(samtools Raw) total length"	"(samtools Raw) average length"	"(samtools Raw) average quality"	"(samtools Raw) error rate"	"(samtools Raw) mismatches"	"(samtools Raw) reads MQ0"	"(samtools Raw) reads mapped (R1+R2)"	"(samtools Raw) reads mapped %"	"(samtools Raw) reads unmapped (R1+R2)"	"(samtools Raw) reads unmapped %"	"(samtools Raw) reads QC failed"	"(samtools Raw) reads QC failed %"	"(samtools Raw) reads paired"	"(samtools Raw) reads paired %"	"(samtools Raw) reads properly paired"	"(samtools Raw) reads properly paired %"	"(samtools Raw) reads duplicated"	"(samtools Raw) reads duplicated %"	"(samtools Raw) non primary alignments"	"(samtools Raw) supplementary alignments"	"(samtools Raw) outward oriented pairs"	"(samtools Raw) inward oriented pairs"	"(samtools Raw) insert size average"	"(samtools Raw) insert size standard deviation"	"(samtools Raw) bases mapped"	"(samtools Raw) bases mapped cigar"	"(samtools Raw) bases trimmed"	"(samtools Raw) bases duplicated"	"(picard) unpaired reads examined"	"(picard) read pair optical duplicates"	"(picard) unmapped reads (R1+R2)"	"(picard) estimated library size"	"(picard) unpaired read duplicates"	"(picard) secondary or supplementary rds"	"(picard) read pairs examined"	"(picard) read pair duplicates"	"(picard) % duplication"	"(picard) library"	"(samtools Post-dedup) total length"	"(samtools Post-dedup) average length"	"(samtools Post-dedup) average quality"	"(samtools Post-dedup) error rate"	"(samtools Post-dedup) mismatches"	"(samtools Post-dedup) reads MQ0"	"(samtools Post-dedup) reads mapped (R1+R2)"	"(samtools Post-dedup) reads mapped %"	"(samtools Post-dedup) reads unmapped (R1+R2)"	"(samtools Post-dedup) reads unmapped %"	"(samtools Post-dedup) reads QC failed"	"(samtools Post-dedup) reads QC failed %"	"(samtools Post-dedup) reads paired"	"(samtools Post-dedup) reads paired %"	"(samtools Post-dedup) reads properly paired"	"(samtools Post-dedup) reads properly paired %"	"(samtools Post-dedup) reads duplicated"	"(samtools Post-dedup) reads duplicated %"	"(samtools Post-dedup) non primary alignments"	"(samtools Post-dedup) supplementary alignments"	"(samtools Post-dedup) outward oriented pairs"	"(samtools Post-dedup) inward oriented pairs"	"(samtools Post-dedup) insert size average"	"(samtools Post-dedup) insert size standard deviation"	"(samtools Post-dedup) bases mapped"	"(samtools Post-dedup) bases mapped cigar"	"(samtools Post-dedup) bases trimmed"	"(samtools Post-dedup) bases duplicated"	"(ivar_variants) raw inserts"	"(ivar_variants) raw SNPs"	"(ivar_variants) raw deletions"	"(bcftools) number of indels"	"(bcftools) number of samples"	"(bcftools) number of SNPs"	"(bcftools) number of MNPs"	"(bcftools) number of no-ALTs"	"(bcftools) number of records"	"(bcftools) number of others"	"(bcftools) number of multiallelic sites"	"(bcftools) number of multiallelic SNP sites"	"(bcftools) number of transversions"	"(bcftools) transversion in 1st alternative"	"(bcftools) number of transitions"	"(bcftools) transistion in 1st alternative"	"(bcftools) transistions/transversions ratio"	"(bcftools) transition/transversion in 1st alternative"	"(bcftools) substitution T->C"	"(bcftools) substitution A->C"	"(bcftools) substitution C->A"	"(bcftools) substitution G->T"	"(bcftools) substitution A->T"	"(bcftools) substitution C->T"	"(bcftools) substitution T->G"	"(bcftools) substitution T->A"	"(bcftools) substitution G->C"	"(bcftools) substitution C->G"	"(bcftools) substitution G->A"	"(bcftools) substitution A->G"	"(general_stats) mosdepth Mean read depth"	"(general_stats) mosdepth Min read depth"	"(general_stats) mosdepth Max read depth"	"(general_stats) mosdepth Median read depth"	"(general_stats) mosdepth 1X coverage"	"(general_stats) mosdepth 5X coverage"	"(general_stats) mosdepth 10X coverage"	"(general_stats) mosdepth 50X coverage"	"(general_stats) mosdepth 100X coverage"	"(general_stats) mosdepth 200X coverage"	"(general_stats) mosdepth 500X coverage"	"(general_stats) mosdepth 750X coverage"	"(general_stats) mosdepth 1000X coverage"
"SRX12412076_cl3_it2"	"SRX12412076"	"cl3"	"it2"	"NC_045512:NC_045512;"	"0.976"	"7920"	"29903"	"3300"	"79"	"0"	"7778"	"4479"	"22082"	"25381"	"0.0"	"2190"	"Severe acute respiratory syndrome coronavirus 2"	"SPECIES"	"Severe acute respiratory syndrome coronavirus 2"	"Severe acute respiratory syndrome-related coronavirus"	"694009"	"SARS-CoV-2"	"RNA"	"N"	"N/A"	"Human,Vertebrate"	"41.67"	"acc|GENBANK|OX635015.1|Severe"	"acc|GENBANK|OX635015.1|Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite|Severe acute respiratory syndrome coronavirus 2|VRL|25-MAY-2023 "	"99.896"	"7920"	"29210"	"7684"	"7"	"1"	"1"	"7683"	"29201"	"21518"	"0.0"	"14144.0"	2697049.0	"spades_scaffold2|size7920"	1.0	23.62	23.61	0.0	"megahit_scaffold3|size7920"	199.0	2.51	"2512.63"	""	8189078.0	117.0	38.4	0.001466238	2811.0	1.0	16834.0	23.95548724954463	53438.0	76.04451275045537	0.0	0.0	70272.0	100.0	16618.0	23.648110200364297	0.0	0.0	0.0	127.0	2714.0	5613.0	151.6	95.7	1959331.0	1917151.0	0.0	0.0	148.0	0.0	53438.0	29957.0	125.0	127.0	8343.0	1061.0	0.13348	"Unknown Library"	7897036.0	116.0	38.4	0.001358667	2217.0	0.0	14587.0	21.443586916574787	53438.0	78.55641308342521	0.0	0.0	68025.0	100.0	14496.0	21.30981256890849	0.0	0.0	0.0	127.0	2476.0	4790.0	139.4	81.6	1667289.0	1631746.0	0.0	0.0	0.0	58.0	0.0	0.0	1.0	58.0	0.0	0.0	58.0	0.0	0.0	0.0	33.0	33.0	25.0	25.0	0.76	0.76	8.0	3.0	4.0	3.0	10.0	7.0	3.0	9.0	1.0	0.0	4.0	6.0	127.8	0.0	312.0	119.0	97.0	97.0	97.0	91.0	66.0	11.0	0.0	0.0	0.0
"SRX13440143_cl2_it2"	"SRX13440143"	"cl2"	"it2"	"JF488088:JF488088;"	"0.998"	"10302"	"11355"	"10197"	"20"	"0"	"1"	"10197"	"97"	"10293"	"0.0"	"6963"	"West Nile virus"	"SPECIES"	"unknown"	"West Nile virus"	"11082"	"WNV"	"RNA"	"N"	"N/A"	"Human,Vertebrate"	"98.98"	"acc|GENBANK|OQ721160.1|West"	"acc|GENBANK|OQ721160.1|West Nile virus strain WNV/bird/Summit-OH-USA/2018-07-17/W0861, partial genome|West Nile virus|VRL|02-AUG-2023 "	"99.345"	"10302"	"10302"	"10081"	"66"	"0"	"1"	"10081"	"1"	"10081"	"0.0"	"18251.0"	11082.0	"acc-GENBANK-OQ721160.1-West"	3.0	96.24	83.83	0.0	"megahit_scaffold15|size719,megahit_scaffold1|size10949,spades_scaffold1|size10914"	100.0	0.98	"980.39"	""	129528204.0	258.0	37.1	0.001548775	169254.0	8.0	430829.0	85.89334630551889	70757.0	14.106653694481105	0.0	0.0	501586.0	100.0	425398.0	84.81058083758319	0.0	0.0	0.0	40589.0	57777.0	155383.0	281.0	89.7	111442361.0	109282522.0	0.0	0.0	159.0	0.0	70757.0	1546092.0	158.0	40589.0	215335.0	14323.0	0.066857	"Unknown Library"	122008436.0	258.0	37.1	0.001509273	154206.0	8.0	402025.0	85.03390569014894	70757.0	14.966094309851051	0.0	0.0	472782.0	100.0	396774.0	83.9232458088506	0.0	0.0	0.0	40589.0	53637.0	145210.0	281.7	90.8	103922593.0	102172379.0	0.0	0.0	1.0	12.0	0.0	1.0	1.0	12.0	0.0	0.0	13.0	0.0	0.0	0.0	4.0	4.0	8.0	8.0	2.0	2.0	3.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	2.0	5845.79	0.0	12792.0	5295.0	99.0	99.0	99.0	99.0	99.0	99.0	0.0	0.0	0.0
"SRX13440217_cl4_it2"	"SRX13440217"	"cl4"	"it2"	"JF488088:JF488088;"	"0.997"	"10302"	"11355"	"10083"	"30"	"0"	"1"	"10083"	"97"	"10179"	"0.0"	"6878"	"West Nile virus"	"SPECIES"	"unknown"	"West Nile virus"	"11082"	"WNV"	"RNA"	"N"	"N/A"	"Human,Vertebrate"	"97.87"	"acc|GENBANK|OQ721160.1|West"	"acc|GENBANK|OQ721160.1|West Nile virus strain WNV/bird/Summit-OH-USA/2018-07-17/W0861, partial genome|West Nile virus|VRL|02-AUG-2023 "	"99.395"	"10302"	"10302"	"10081"	"61"	"0"	"1"	"10081"	"1"	"10081"	"0.0"	"18279.0"	11082.0	"acc-GENBANK-OQ721133.1-West"	3.0	97.28	81.55	0.0	"megahit_scaffold1|size11008,spades_scaffold1|size11265,spades_scaffold4|size1185"	217.0	2.12	"2116.09"	""	140212149.0	253.0	37.1	0.001374778	177976.0	1.0	527474.0	95.33753863394003	25796.0	4.662461366059971	0.0	0.0	553270.0	100.0	520960.0	94.16017495978454	0.0	0.0	0.0	53545.0	75540.0	185553.0	268.3	92.3	134065025.0	129458019.0	0.0	0.0	1418.0	0.0	25796.0	1374344.0	1418.0	53545.0	263028.0	23638.0	0.092315	"Unknown Library"	127753629.0	253.0	37.1	0.001340802	158472.0	1.0	478780.0	94.88758878741756	25796.0	5.112411212582446	0.0	0.0	504576.0	100.0	473690.0	93.87882102993404	0.0	0.0	0.0	53545.0	68013.0	169445.0	269.7	93.5	121606505.0	118191950.0	0.0	0.0	1.0	13.0	0.0	1.0	1.0	13.0	0.0	0.0	14.0	0.0	0.0	0.0	4.0	4.0	6.0	6.0	1.5	1.5	3.0	0.0	0.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	6695.25	0.0	18679.0	5371.0	98.0	98.0	98.0	98.0	98.0	98.0	0.0	0.0	0.0
"SRX13440223_cl32_consensus"	"SRX13440223"	"cl32"	"consensus"	"JF488088:JF488088;"	"0.976"	"128"	"11355"	"126"	"3"	"0"	"1"	"126"	"8459"	"8334"	"1.7389999999999998e-22"	"91"	"West Nile virus"	"SPECIES"	"unknown"	"West Nile virus"	"11082"	"WNV"	"RNA"	"N"	"N/A"	"Human,Vertebrate"	"98.44"	"acc|GENBANK|OQ721737.1|West"	"acc|GENBANK|OQ721737.1|West Nile virus strain WNV/mosquito/Ouachita-LA-USA/2018-08-15/W1322, partial genome|West Nile virus|VRL|02-AUG-2023 "	"100.0"	"128"	"10302"	"126"	"0"	"0"	"1"	"126"	"8363"	"8238"	"1.25e-59"	"233.0"	11082.0	"spades_scaffold33|size128"	16.0	93.06	79.78	0.0	"spades_scaffold32|size128,megahit_scaffold11|size824,megahit_scaffold47|size525,spades_scaffold1|size10995,megahit_scaffold19|size694,megahit_scaffold52|size473,megahit_scaffold1|size11418,megahit_scaffold5|size1531,spades_scaffold4|size813,megahit_scaffold63|size363,spades_scaffold6|size778,megahit_scaffold27|size650,megahit_scaffold6|size909,spades_scaffold8|size755,spades_scaffold7|size756,spades_scaffold9|size742"	""	""	""	""	181794412.0	262.0	37.1	0.004269354	15037.0	5.0	37932.0	5.458517169030988	656982.0	94.54148283096902	0.0	0.0	694914.0	100.0	35388.0	5.092428703407903	0.0	0.0	0.0	361.0	8128.0	9566.0	99.6	32.4	9895649.0	3522079.0	0.0	0.0	2492.0	0.0	656982.0	55507.0	2492.0	361.0	17720.0	2550.0	0.200148	"Unknown Library"	179731366.0	261.0	37.1	0.003697353	10516.0	5.0	30340.0	4.414233794349665	656982.0	95.58576620565033	0.0	0.0	687322.0	100.0	30288.0	4.4066681991846615	0.0	0.0	0.0	361.0	6961.0	8183.0	99.4	32.5	7832603.0	2844197.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11948.68	30.0	12725.0	12335.0	100.0	100.0	100.0	99.0	98.0	98.0	0.0	0.0	0.0
"SRX13821392_cl0_it2"	"SRX13821392"	"cl0"	"it2"	"NC_045512:NC_045512;"	"0.976"	"4039"	"29903"	"2427"	"58"	"0"	"4020"	"1594"	"22955"	"25381"	"0.0"	"1603"	"Severe acute respiratory syndrome coronavirus 2"	"SPECIES"	"Severe acute respiratory syndrome coronavirus 2"	"Severe acute respiratory syndrome-related coronavirus"	"694009"	"SARS-CoV-2"	"RNA"	"N"	"N/A"	"Human,Vertebrate"	"60.09"	"acc|GENBANK|OY649949.1|Severe"	"acc|GENBANK|OY649949.1|Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite|Severe acute respiratory syndrome coronavirus 2|VRL|03-AUG-2023 "	"99.975"	"4039"	"29812"	"4014"	"1"	"0"	"11"	"4024"	"26921"	"22908"	"0.0"	"7409.0"	2697049.0	"megahit_scaffold2|size4039"	3.0	91.99	92.0	0.0	"spades_scaffold2|size4111,megahit_scaffold1|size22867,spades_scaffold1|size22853"	25.0	0.64	"643.72"	""	41662894.0	93.0	38.1	0.0008311499	3726.0	5.0	47878.0	10.741865860170423	397836.0	89.25813413982958	0.0	0.0	445714.0	100.0	47752.0	10.713596611279879	0.0	0.0	0.0	39.0	3295.0	20616.0	157.9	78.0	4487079.0	4482946.0	0.0	0.0	32.0	0.0	397836.0	28983.0	29.0	39.0	23923.0	7636.0	0.319583	"Unknown Library"	40224997.0	93.0	38.1	0.0009347326	2847.0	4.0	32577.0	7.5687769653797625	397836.0	92.43122303462023	0.0	0.0	430413.0	100.0	32482.0	7.546705141340991	0.0	0.0	0.0	39.0	2278.0	13997.0	161.2	81.0	3049182.0	3045791.0	0.0	0.0	0.0	82.0	0.0	0.0	1.0	82.0	0.0	0.0	82.0	0.0	0.0	0.0	49.0	49.0	22.0	22.0	0.45	0.45	4.0	5.0	5.0	8.0	9.0	6.0	7.0	7.0	3.0	5.0	6.0	6.0	574.8	0.0	1105.0	630.0	100.0	100.0	100.0	98.0	88.0	80.0	73.0	31.0	3.0
"SRX13821392_cl1_it2"	"SRX13821392"	"cl1"	"it2"	"NC_045512:NC_045512;"	"0.985"	"2772"	"29903"	"1257"	"19"	"0"	"1170"	"2417"	"28274"	"29530"	"1.161e-265"	"813"	"Severe acute respiratory syndrome coronavirus 2"	"SPECIES"	"Severe acute respiratory syndrome coronavirus 2"	"Severe acute respiratory syndrome-related coronavirus"	"694009"	"SARS-CoV-2"	"RNA"	"N"	"N/A"	"Human,Vertebrate"	"45.35"	"acc|GENBANK|OX818373.1|Severe"	"acc|GENBANK|OX818373.1|Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite|Severe acute respiratory syndrome coronavirus 2|VRL|20-JUN-2023 "	"100.0"	"2772"	"29742"	"2679"	"0"	"0"	"56"	"2734"	"27053"	"29731"	"0.0"	"4948.0"	2697049.0	"spades_scaffold3|size2772"	1.0	8.01	8.0	0.0	"megahit_scaffold3|size2809"	43.0	1.59	"1587.30"	""	41662894.0	93.0	38.1	0.001446942	4883.0	0.0	37168.0	8.33897970447417	408546.0	91.66102029552583	0.0	0.0	445714.0	100.0	36380.0	8.16218471934918	0.0	0.0	0.0	25.0	3008.0	15233.0	149.4	76.6	3452199.0	3374703.0	0.0	0.0	674.0	0.0	408546.0	21415.0	658.0	25.0	18247.0	5966.0	0.338732	"Unknown Library"	40491875.0	93.0	38.1	0.000835789	1885.0	0.0	24578.0	5.674587416074842	408546.0	94.32541258392516	0.0	0.0	433124.0	100.0	24450.0	5.6450346782907435	0.0	0.0	0.0	25.0	2008.0	10267.0	153.9	80.0	2281180.0	2255354.0	0.0	0.0	0.0	25.0	0.0	0.0	1.0	25.0	0.0	0.0	25.0	0.0	0.0	0.0	15.0	15.0	10.0	10.0	0.67	0.67	2.0	3.0	3.0	2.0	3.0	0.0	2.0	1.0	0.0	1.0	6.0	2.0	609.27	0.0	1074.0	619.0	99.0	98.0	98.0	98.0	98.0	97.0	72.0	22.0	1.0
"SRX1617782_cl2_it2"	"SRX1617782"	"cl2"	"it2"	"KU978807:KU978807;"	"1.0"	"3388"	"3395"	"1788"	"0"	"0"	"3377"	"1590"	"18"	"1805"	"0.0"	"1193"	"Lassa mammarenavirus"	"SPECIES"	"unknown"	"Lassa mammarenavirus"	"11620"	"LASV"	"RNA"	"N"	"S"	"Human,Vertebrate"	"52.77"	"acc|NEIGHBOR|KU978807.1|Mammarenavirus"	"acc|NEIGHBOR|KU978807.1|Mammarenavirus lassaense isolate Guinea Faranah segment S hypothetical protein (AVI28_00001) and pre-glycoprotein polyprotein GP complex (GPC) genes, complete cds|Mammarenavirus lassaense|VRL|25-MAR-2017 "	"99.587"	"3388"	"3395"	"3388"	"14"	"0"	"1"	"3388"	"3394"	"7"	"0.0"	"6205.0"	1653394.0	"acc-NEIGHBOR-MG812685.1-Mammarenavirus"	2.0	1.16	6.0	0.0	"spades_scaffold7|size3395,megahit_scaffold7|size3456"	13.0	0.41	"413.22"	""	1837983600.0	50.0	38.7	0.0008779765	3466.0	0.0	79069.0	0.21509713144339265	36680603.0	99.7849028685566	0.0	0.0	36759672.0	100.0	77648.0	0.21123148215250667	0.0	0.0	0.0	0.0	23.0	39032.0	173.7	45.1	3953450.0	3947714.0	0.0	0.0	885.0	0.0	36680603.0	47062.0	872.0	0.0	39092.0	12538.0	0.328169	"Unknown Library"	1836686200.0	50.0	38.7	0.000871333	2311.0	0.0	53121.0	0.14461098471802095	36680603.0	99.85538901528199	0.0	0.0	36733724.0	100.0	52578.0	0.14313277902343904	0.0	0.0	0.0	0.0	23.0	26495.0	177.7	50.6	2656050.0	2652258.0	0.0	0.0	1.0	10.0	0.0	1.0	1.0	10.0	0.0	0.0	11.0	0.0	0.0	0.0	6.0	6.0	4.0	4.0	0.67	0.67	1.0	0.0	1.0	0.0	2.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	781.48	0.0	1372.0	793.0	100.0	100.0	100.0	99.0	98.0	97.0	90.0	56.99999999999999	18.0
"SRX1617782_cl85_it2"	"SRX1617782"	"cl85"	"it2"	"KU978808:KU978808;"	"0.978"	"7455"	"7252"	"6825"	"147"	"0"	"105"	"6929"	"7148"	"471"	"0.0"	"4478"	"Lassa mammarenavirus"	"SPECIES"	"unknown"	"Lassa mammarenavirus"	"11620"	"LASV"	"RNA"	"N"	"L"	"Human,Vertebrate"	"91.55"	"acc|NEIGHBOR|KU978808.1|Mammarenavirus"	"acc|NEIGHBOR|KU978808.1|Mammarenavirus lassaense isolate Guinea Faranah segment L hypothetical protein (AVI28_00003) and RNA-directed RNA polymerase L (L) genes, complete cds|Mammarenavirus lassaense|VRL|25-MAR-2017 "	"99.973"	"7455"	"7252"	"3764"	"1"	"0"	"3627"	"7390"	"3773"	"10"	"0.0"	"6946.0"	11620.0	"megahit_scaffold6|size7455"	0.0	0.0	8.42	0.0	""	149.0	2.01	"2012.07"	""	1837983600.0	50.0	38.7	0.001254813	6948.0	13.0	110952.0	0.3018307671515676	36648720.0	99.69816923284843	0.0	0.0	36759672.0	100.0	108370.0	0.2948067654140113	0.0	0.0	0.0	0.0	33.0	54711.0	175.1	47.5	5547600.0	5537081.0	0.0	0.0	1278.0	0.0	36648720.0	83887.0	1246.0	0.0	54837.0	14581.0	0.274064	"Unknown Library"	1836463200.0	50.0	38.7	0.001089759	4381.0	10.0	80544.0	0.21929108081229182	36648720.0	99.78070891918772	0.0	0.0	36729264.0	100.0	79246.0	0.21575711400043301	0.0	0.0	0.0	0.0	33.0	40131.0	178.9	52.3	4027200.0	4020154.0	0.0	0.0	0.0	49.0	0.0	0.0	1.0	49.0	0.0	0.0	49.0	0.0	0.0	0.0	36.0	36.0	13.0	13.0	0.36	0.36	3.0	1.0	0.0	8.0	11.0	8.0	9.0	4.0	2.0	1.0	1.0	1.0	538.48	0.0	999.0	548.0	98.0	98.0	98.0	98.0	97.0	96.0	61.0	9.0	0.0
"SRX16990730_cl10_it2"	"SRX16990730"	"cl10"	"it2"	"AY603973:GENE_183318-188960;"	"0.995"	"191278"	"5643"	"5640"	"28"	"0"	"9620"	"3981"	"1"	"5640"	"0.0"	"3750"	"Monkeypox virus"	"SPECIES"	"unknown"	"Monkeypox virus"	"10244"	"MPXV"	"DNA"	"N"	"N/A"	"Human,Vertebrate"	"2.95"	"acc|GENBANK|ON983166.1|Monkeypox"	"acc|GENBANK|ON983166.1|Monkeypox virus isolate MpxV/human/CAN/UN-NML-3702/2022, complete genome|Monkeypox virus|VRL|04-AUG-2022 "	"99.999"	"191278"	"197192"	"126870"	"1"	"0"	"57917"	"184786"	"133112"	"6243"	"0.0"	"234300.0"	10244.0	"spades_scaffold1|size191225"	2.0	99.97	46.74	0.0	"megahit_scaffold1|size173131,megahit_scaffold2|size11954"	213.0	0.11	"111.36"	""	2487129417.0	146.0	36.4	0.0006242384	1540437.0	114081.0	16952547.0	99.328074755675	114679.0	0.6719252443250004	0.0	0.0	17067226.0	100.0	16926120.0	99.17323412720967	0.0	0.0	0.0	135658.0	580896.0	7882848.0	231.1	69.7	2472407061.0	2467706455.0	0.0	0.0	7.0	0.0	114679.0	809803.0	6.0	135658.0	8476270.0	7666490.0	0.904465	"Unknown Library"	237484310.0	137.0	36.7	0.0004707201	108305.0	7544.0	1619561.0	93.38736276409263	114679.0	6.612637235907372	0.0	0.0	1734240.0	100.0	1616112.0	93.18848602269581	0.0	0.0	0.0	135658.0	129264.0	679041.0	204.0	88.4	222761954.0	230083656.0	0.0	0.0	3.0	30.0	13.0	16.0	1.0	30.0	0.0	0.0	46.0	0.0	0.0	0.0	10.0	10.0	9.0	9.0	0.9	0.9	3.0	0.0	1.0	1.0	4.0	1.0	2.0	2.0	0.0	0.0	3.0	2.0	874.96	0.0	91915.0	417.0	100.0	100.0	100.0	100.0	100.0	100.0	27.0	22.0	17.0
"SRX16990730_cl9_it2"	"SRX16990730"	"cl9"	"it2"	"AY603973:GENE_183318-188960;"	"0.995"	"196578"	"5643"	"5640"	"28"	"0"	"180801"	"186440"	"1"	"5640"	"0.0"	"3750"	"Monkeypox virus"	"SPECIES"	"unknown"	"Monkeypox virus"	"10244"	"MPXV"	"DNA"	"N"	"N/A"	"Human,Vertebrate"	"2.87"	"acc|GENBANK|ON645312.1|Monkeypox"	"acc|GENBANK|ON645312.1|Monkeypox virus isolate MPXV_GSTT_Patient1, partial genome|Monkeypox virus|VRL|01-JUN-2022 "	"99.869"	"196578"	"184777"	"102230"	"2"	"52"	"50223"	"152434"	"47751"	"149866"	"0.0"	"187900.0"	10244.0	"acc-GENBANK-OP498046.1-Monkeypox"	1.0	0.0	53.25	0.0	"megahit_scaffold3|size6321"	2840.0	1.44	"1444.72"	""	2487129417.0	146.0	36.4	0.001152606	2848094.0	2104993.0	16892437.0	98.97587926708184	174789.0	1.0241207329181672	0.0	0.0	17067226.0	100.0	16842066.0	98.68074636147666	0.0	0.0	0.0	985474.0	586535.0	7837110.0	229.4	70.3	2463655229.0	2471003045.0	0.0	0.0	3495.0	0.0	174789.0	852535.0	3474.0	985474.0	8444471.0	7591978.0	0.899067	"Unknown Library"	257426625.0	137.0	36.6	0.001085108	285828.0	226858.0	1705007.0	90.70170380190191	174789.0	9.298296198098091	0.0	0.0	1879796.0	100.0	1698692.0	90.36576309344206	0.0	0.0	0.0	985474.0	142053.0	707777.0	201.5	88.5	233952437.0	263409606.0	0.0	0.0	9.0	47.0	12.0	21.0	1.0	47.0	0.0	0.0	68.0	0.0	0.0	0.0	26.0	26.0	19.0	19.0	0.73	0.73	4.0	3.0	2.0	3.0	7.0	8.0	2.0	7.0	1.0	1.0	2.0	5.0	1002.31	0.0	958309.0	417.0	99.0	98.0	98.0	98.0	98.0	98.0	28.000000000000004	23.0	18.0
"SRX17245625_cl10_it2"	"SRX17245625"	"cl10"	"it2"	"AY603973:GENE_183318-188960;"	"0.995"	"191263"	"5643"	"5640"	"28"	"0"	"175410"	"181049"	"1"	"5640"	"0.0"	"3750"	"Monkeypox virus"	"SPECIES"	"unknown"	"Monkeypox virus"	"10244"	"MPXV"	"DNA"	"N"	"N/A"	"Human,Vertebrate"	"2.95"	"acc|GENBANK|OR574863.1|Monkeypox"	"acc|GENBANK|OR574863.1|Monkeypox virus isolate hMpxV/USA/IL-RIPHL-050-0054/2023, partial genome|Monkeypox virus|VRL|26-SEP-2023 "	"99.996"	"191263"	"171453"	"52311"	"1"	"1"	"88351"	"140661"	"93998"	"146307"	"0.0"	"96590.0"	10244.0	"acc-GENBANK-ON950045.2-Monkeypox"	7.0	93.52	79.4	0.0	"spades_scaffold3|size17655,spades_scaffold4|size7608,spades_scaffold5|size6595,megahit_scaffold3|size6629,spades_scaffold1|size130389,megahit_scaffold1|size166959,spades_scaffold2|size29430"	778.0	0.41	"406.77"	""	67213001.0	116.0	33.5	0.0004835239	14730.0	1751.0	239472.0	41.338880353536226	339818.0	58.661119646463774	0.0	0.0	579290.0	100.0	238398.0	41.153480985344125	0.0	0.0	0.0	2047.0	31504.0	88037.0	164.9	77.5	30735006.0	30463850.0	0.0	0.0	20.0	0.0	339818.0	282618.0	18.0	2047.0	119726.0	22128.0	0.184882	"Unknown Library"	61729217.0	115.0	33.5	0.0004752775	11919.0	1493.0	195198.0	36.48451635091287	339818.0	63.51548364908714	0.0	0.0	535016.0	100.0	194228.0	36.30321336184338	0.0	0.0	0.0	2047.0	24707.0	72711.0	170.2	80.7	25251222.0	25077981.0	0.0	0.0	7.0	228.0	19.0	26.0	1.0	228.0	0.0	0.0	254.0	0.0	0.0	0.0	101.0	101.0	117.0	117.0	1.16	1.16	35.0	6.0	50.0	17.0	8.0	22.0	9.0	6.0	1.0	4.0	26.0	34.0	86.07	0.0	2757.0	38.0	100.0	100.0	99.0	28.999999999999996	15.0	8.0	3.0	2.0	2.0
