task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
26	48/d0b16f	64585242_7	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (SRX17527367)	CACHED	0	2025-06-04 21:13:48.494	29.8s	8s	175.5%	4.6 GB	63.8 GB	92.4 MB	3.3 MB
21	fd/283d61	64585242_10	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (SRX1617782)	CACHED	0	2025-06-04 21:13:48.494	1m 20s	1m 3s	201.5%	7.4 GB	63.8 GB	2.1 GB	3.5 MB
35	37/e20040	64585242_4	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (SRX20230124)	CACHED	0	2025-06-04 21:13:48.494	44.8s	9s	188.0%	2.5 GB	63.8 GB	87.2 MB	3.6 MB
2	f7/84d07d	64585242_6	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (ERX13777354)	CACHED	0	2025-06-04 21:13:48.494	24.8s	5s	160.2%	1.8 GB	63.7 GB	59.9 MB	4.2 MB
9	08/add186	64585242_14	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (SRX12412076)	CACHED	0	2025-06-04 21:13:48.494	34.8s	6s	134.8%	442.8 MB	63.7 GB	18.2 MB	3.4 MB
11	22/69ae9c	64585242_0	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (SRX13440217)	CACHED	0	2025-06-04 21:13:48.494	39.8s	20s	144.0%	3 GB	63.8 GB	140.5 MB	3.8 MB
12	a7/7e0a6d	64585241_6	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (SRX12412076)	CACHED	0	2025-06-04 21:13:47.334	21s	1s	151.3%	1.2 GB	1.7 GB	21.7 MB	5 MB
23	1a/0eb95d	64585241_8	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (SRX17245625)	CACHED	0	2025-06-04 21:13:47.334	31s	12s	188.9%	1.9 GB	2.5 GB	136.2 MB	32.5 MB
1	a0/8e57d6	64585241_15	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (ERX13777354)	CACHED	0	2025-06-04 21:13:47.334	21s	3s	275.4%	1.5 GB	2.1 GB	75.7 MB	26.5 MB
28	3c/adf4e2	64585241_0	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (SRX18766827)	CACHED	0	2025-06-04 21:13:47.334	26s	7s	146.5%	1.3 GB	1.8 GB	73.6 MB	25.4 MB
16	4f/8e2c79	64585241_16	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (SRX13821392)	CACHED	0	2025-06-04 21:13:47.334	31s	10s	116.5%	1.3 GB	1.9 GB	71.8 MB	26.8 MB
30	4a/424ea9	64585242_2	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (SRX18766849)	CACHED	0	2025-06-04 21:13:48.494	34.8s	11s	179.2%	2.1 GB	63.7 GB	102.6 MB	3.5 MB
25	32/ea5173	64585241_9	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (SRX17527367)	CACHED	0	2025-06-04 21:13:47.334	21s	4s	299.6%	1.6 GB	2.3 GB	116.6 MB	25.1 MB
33	2b/fa6ac8	64585241_10	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (SRX19260942)	CACHED	0	2025-06-04 21:13:47.334	46s	24s	104.1%	2.4 GB	2.4 GB	96 MB	1.3 MB
31	4b/d84a4a	64585241_2	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (SRX18766849)	CACHED	0	2025-06-04 21:13:47.334	31s	11s	162.0%	1.5 GB	2.1 GB	146.7 MB	52.9 MB
8	c1/7fe470	64585241_7	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (ERX9551285)	CACHED	0	2025-06-04 21:13:47.334	31s	3s	539.3%	1.7 GB	2.4 GB	85 MB	48.1 MB
13	3f/acc9c9	64585241_3	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (SRX13440143)	CACHED	0	2025-06-04 21:13:47.334	41s	20s	139.7%	766.5 MB	778.5 MB	176.5 MB	56.6 MB
22	be/6c8a8d	64585242_9	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (SRX16990730)	CACHED	0	2025-06-04 21:13:48.494	2m 15s	1m 51s	198.1%	6.1 GB	63.7 GB	2.6 GB	3.6 MB
14	69/a66efb	64585241_14	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (SRX13440217)	CACHED	0	2025-06-04 21:13:47.334	41s	21s	141.3%	796.3 MB	809.7 MB	184.5 MB	58.9 MB
29	3e/940a86	64585436	NFCORE_VIRALGENIE:VIRALGENIE:CONSENSUS_QC:CHECKV_DOWNLOADDATABASE	CACHED	0	2025-06-04 21:33:12.884	3m 41s	2m 59s	37.7%	1.3 GB	2.3 GB	4 GB	7.9 GB
20	ad/c0f4e7	64585241_17	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (SRX16990730)	CACHED	0	2025-06-04 21:13:47.334	1m 6s	46s	615.0%	2.1 GB	2.6 GB	2.6 GB	1.1 GB
38	11/25b728	64585241_12	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (SRX20230124)	CACHED	0	2025-06-04 21:13:47.334	36s	5s	324.2%	1.8 GB	2.4 GB	111.3 MB	67 MB
18	3f/69b3a3	64585241_5	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (SRX1617782)	CACHED	0	2025-06-04 21:13:47.334	46s	30s	659.0%	1.8 GB	2.2 GB	2.1 GB	1.5 GB
36	ca/8731a5	64585241_1	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (SRX19467387)	CACHED	0	2025-06-04 21:13:47.334	36s	18s	170.1%	1.3 GB	1.8 GB	124.6 MB	78.5 MB
15	25/4e7cdd	64585241_11	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (SRX13440223)	CACHED	0	2025-06-04 21:13:47.334	36s	20s	157.1%	722.6 MB	736 MB	224.5 MB	78.2 MB
41	12/25dfed	64585242_27	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (SRX24583791)	CACHED	0	2025-06-04 21:13:48.494	29.9s	7s	116.6%	509.6 MB	63.8 GB	20.5 MB	4 MB
46	28/ae25db	64585242_22	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (SRX27315411)	CACHED	0	2025-06-04 21:13:48.494	34.9s	10s	159.7%	2 GB	63.7 GB	64.7 MB	3.8 MB
37	8f/a8eb2b	64585242_29	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (SRX21588694)	CACHED	0	2025-06-04 21:13:48.494	29.9s	10s	142.6%	1.4 GB	63.8 GB	69.2 MB	3.9 MB
42	92/2e038d	64585242_19	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (SRX24653055)	CACHED	0	2025-06-04 21:13:48.494	49.8s	13s	175.4%	3.6 GB	63.7 GB	179.7 MB	4.1 MB
7	c7/d8c32e	64585242_11	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (ERX9551285)	CACHED	0	2025-06-04 21:13:48.494	29.8s	12s	142.8%	3.5 GB	63.8 GB	73.1 MB	3.7 MB
47	41/19acf5	64585242_23	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (SRX27887901)	CACHED	0	2025-06-04 21:13:48.494	1m 45s	1m 29s	198.7%	5.8 GB	63.7 GB	1.9 GB	3.5 MB
43	74/d61c48	64585242_26	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (SRX26211983)	CACHED	0	2025-06-04 21:13:48.494	54.8s	14s	166.1%	2.4 GB	63.7 GB	98.5 MB	3.6 MB
49	00/bb2e3c	64585242_21	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (SRX6755149)	CACHED	0	2025-06-04 21:13:48.494	39.8s	17s	170.0%	7.1 GB	63.8 GB	319.7 MB	4 MB
45	08/0d54b9	64585242_24	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (SRX27284000)	CACHED	0	2025-06-04 21:13:48.494	1m 10s	52s	195.1%	7.5 GB	63.8 GB	1 GB	3.4 MB
48	79/32f306	64585242_20	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (SRX28439211)	CACHED	0	2025-06-04 21:13:48.494	1m 25s	1m 8s	200.2%	5.2 GB	63.8 GB	1.4 GB	3.5 MB
50	91/cd67bc	64585437	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (SRX6755613)	CACHED	0	2025-06-04 21:33:13.112	55.8s	13s	118.5%	3.5 GB	63.7 GB	171.3 MB	3.7 MB
40	34/421308	64585242_28	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (SRX23148725)	CACHED	0	2025-06-04 21:13:48.494	2m 10s	1m 52s	205.9%	7.4 GB	63.7 GB	2.2 GB	4.4 MB
44	ac/0cfe6d	64585242_25	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (SRX27181532)	CACHED	0	2025-06-04 21:13:48.494	34.9s	10s	159.8%	2.1 GB	63.7 GB	63.2 MB	3.7 MB
55	b1/6650e0	64585241_24	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (SRX26211983)	CACHED	0	2025-06-04 21:13:47.334	36s	11s	250.3%	2 GB	2.7 GB	130.2 MB	79.6 MB
53	ae/60ed9a	64585241_28	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (SRX24583791)	CACHED	0	2025-06-04 21:13:47.334	21s	4s	115.2%	1.2 GB	1.6 GB	28.3 MB	9.3 MB
61	a9/2603c6	64585241_20	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (SRX6755149)	CACHED	0	2025-06-04 21:13:47.334	26s	8s	386.2%	2.9 GB	3.5 GB	363.3 MB	118.9 MB
58	05/658ed8	64585241_26	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (SRX27315411)	CACHED	0	2025-06-04 21:13:47.334	36s	16s	144.3%	211 MB	224.6 MB	100.6 MB	36.5 MB
60	54/562598	64585241_25	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (SRX28439211)	CACHED	0	2025-06-04 21:13:47.334	51s	30s	768.8%	2.2 GB	2.7 GB	1.5 GB	1 GB
39	de/f646f3	64585241_22	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (SRX21588694)	CACHED	0	2025-06-04 21:13:47.334	41s	15s	119.2%	211.9 MB	225.3 MB	125.7 MB	34.9 MB
56	30/3f39e8	64585241_27	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (SRX27181532)	CACHED	0	2025-06-04 21:13:47.334	31s	13s	174.3%	210.4 MB	224.2 MB	95 MB	40.7 MB
65	44/4adedc	64585442_7	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_TRIM (SRX17527367)	CACHED	0	2025-06-04 21:33:59.362	1m 5s	7s	112.9%	903.1 MB	63.7 GB	36.8 MB	3.5 MB
62	2a/44126a	64585438	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (SRX6755613)	CACHED	0	2025-06-04 21:33:14.059	44.8s	8s	258.8%	2.3 GB	2.8 GB	223.1 MB	76.6 MB
57	5b/64d8b4	64585241_21	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (SRX27284000)	CACHED	0	2025-06-04 21:13:47.334	56s	33s	565.8%	2.1 GB	2.6 GB	1.1 GB	432.9 MB
59	ff/a413e3	64585241_19	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (SRX27887901)	CACHED	0	2025-06-04 21:13:47.334	1m 1s	40s	630.3%	2.3 GB	2.7 GB	2 GB	582.4 MB
54	5e/8aecf8	64585241_23	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (SRX24653055)	CACHED	0	2025-06-04 21:13:47.334	31s	10s	251.3%	2.2 GB	2.5 GB	203.5 MB	146.7 MB
67	c2/d16cf3	64585442_11	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_TRIM (SRX13440223)	CACHED	0	2025-06-04 21:33:59.362	1m 10s	10s	180.6%	2.6 GB	63.7 GB	89.7 MB	3.8 MB
66	4c/24e85c	64585442_13	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_TRIM (ERX5184869)	CACHED	0	2025-06-04 21:33:59.362	1m 5s	3s	155.5%	976.9 MB	63.7 GB	25.6 MB	3.3 MB
52	b4/10205d	64585241_29	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (SRX23148725)	CACHED	0	2025-06-04 21:13:47.334	1m 1s	41s	754.5%	2.5 GB	3.2 GB	2.3 GB	1.8 GB
69	2a/7d3b1d	64585442_1	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_TRIM (SRX1617782)	CACHED	0	2025-06-04 21:33:59.362	1m 55s	1m 1s	188.8%	4.9 GB	63.7 GB	1.5 GB	3.4 MB
70	dc/9e0a35	64585442_14	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_TRIM (SRX20230124)	CACHED	0	2025-06-04 21:33:59.362	1m 10s	11s	185.3%	2 GB	63.7 GB	78.5 MB	3.6 MB
72	ce/fe86f4	64585442_10	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_TRIM (SRX13821392)	CACHED	0	2025-06-04 21:33:59.362	59.5s	5s	142.4%	671.2 MB	63.7 GB	38.3 MB	3.6 MB
73	43/689bf4	64585442_9	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_TRIM (SRX18766827)	CACHED	0	2025-06-04 21:33:59.362	1m 5s	4s	163.0%	990.4 MB	63.7 GB	36.8 MB	3.5 MB
76	a4/53c643	64585442_5	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_TRIM (SRX13440143)	CACHED	0	2025-06-04 21:33:59.362	1m 5s	9s	187.9%	2 GB	63.7 GB	68.1 MB	3.8 MB
68	a3/8cbb85	64585442_0	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_TRIM (SRX19467387)	CACHED	0	2025-06-04 21:33:59.362	1m 5s	11s	192.7%	1.8 GB	63.7 GB	89.8 MB	3.4 MB
75	c1/22bf36	64585442_8	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_TRIM (SRX12412076)	CACHED	0	2025-06-04 21:33:59.362	59.5s	6s	74.2%	259.7 MB	63.7 GB	16.4 MB	3.2 MB
74	88/782ad0	64585442_4	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_TRIM (SRX17245625)	CACHED	0	2025-06-04 21:33:59.362	1m 5s	6s	179.1%	981.2 MB	63.7 GB	43.7 MB	3.3 MB
77	a5/b1877e	64585442_6	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_TRIM (ERX9551285)	CACHED	0	2025-06-04 21:33:59.362	1m 5s	8s	159.3%	1.5 GB	63.7 GB	59.6 MB	3.6 MB
78	de/006445	64585442_12	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_TRIM (SRX18766849)	CACHED	0	2025-06-04 21:33:59.362	1m 5s	9s	133.8%	1.1 GB	63.7 GB	64.3 MB	3.5 MB
79	31/666292	64585442_15	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_TRIM (ERX13777354)	CACHED	0	2025-06-04 21:33:59.362	59.5s	5s	192.9%	1.5 GB	63.7 GB	38.3 MB	4.2 MB
71	39/837af0	64585442_2	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_TRIM (SRX16990730)	CACHED	0	2025-06-04 21:33:59.362	1m 50s	56s	190.3%	4 GB	63.6 GB	1.1 GB	3.3 MB
80	aa/4922ba	64585442_3	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_TRIM (SRX13440217)	CACHED	0	2025-06-04 21:33:59.362	1m 5s	10s	152.2%	1.7 GB	63.7 GB	70.5 MB	3.8 MB
81	4e/71edf8	64585442_24	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_TRIM (SRX26211983)	CACHED	0	2025-06-04 21:33:59.362	1m 20s	15s	157.3%	1.7 GB	63.7 GB	91.3 MB	3.5 MB
82	00/56c8e0	64585442_18	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_TRIM (SRX24583791)	CACHED	0	2025-06-04 21:33:59.362	59.5s	6s	92.5%	560.6 MB	63.7 GB	21.2 MB	4 MB
84	2a/2327cb	64585442_17	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_TRIM (SRX27315411)	CACHED	0	2025-06-04 21:33:59.362	1m 5s	8s	138.0%	1.4 GB	63.7 GB	47.9 MB	3.6 MB
83	50/db6d85	64585442_21	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_TRIM (SRX6755149)	CACHED	0	2025-06-04 21:33:59.362	1m 25s	18s	168.9%	2.3 GB	63.7 GB	130.9 MB	4 MB
85	7b/471bfc	64585442_25	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_TRIM (SRX28439211)	CACHED	0	2025-06-04 21:33:59.362	2m	52s	197.9%	6.5 GB	63.8 GB	1 GB	3.4 MB
86	c5/464ca4	64585442_19	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_TRIM (SRX21588694)	CACHED	0	2025-06-04 21:33:59.362	1m 15s	10s	125.4%	1002.4 MB	63.8 GB	46.4 MB	3.7 MB
89	98/9e8ce5	64585442_22	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_TRIM (SRX27887901)	CACHED	0	2025-06-04 21:33:59.362	1m 45s	37s	187.2%	5 GB	63.7 GB	594 MB	3.5 MB
88	cd/29b89b	64585442_27	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_TRIM (SRX6755613)	CACHED	0	2025-06-04 21:33:59.362	1m 20s	12s	158.2%	2.1 GB	63.7 GB	88.1 MB	3.8 MB
87	98/3e8837	64585442_16	NFCORE_VIRALGENIE:VIRALGENIE:PREPROCESSING_ILLUMINA:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_TRIM (SRX27181532)	CACHED	0	2025-06-04 21:33:59.362	1m 5s	8s	146.5%	1.8 GB	63.7 GB	52 MB	3.5 MB
