seq1_id	seq2_id	alignment_length	comparable_sites	matches	mismatches	mismatch_rate	seq1_length	seq2_length	seq1_gaps	seq2_gaps	seq1_Ns	seq2_Ns
LVE00045-9698_LVE00045_cl0_it2.consensus_bcftools	LVE00045-RVDB_LVE00045_cl1_it2.consensus_bcftools	3407	3361	3343	0	0.000000	3361	3407	45	0	17	56
LVE00045-7274_LVE00045_cl0_it2.consensus_bcftools	_R_LVE00045-RVDB_LVE00045_cl1_it2.consensus_bcftools	3443	1822	1798	33	0.018112	1891	3407	1552	36	0	56
LVE00223-6870_LVE00223_cl0_it2.consensus_bcftools	_R_LVE00223-RVDB_LVE00223_cl0_it2.consensus_bcftools	7351	4873	4789	0	0.000000	4962	7262	2388	89	173	775
LVE00140-7274_LVE00140_cl0_it2.consensus_bcftools	LVE00140-RVDB_LVE00140_cl0_it2.consensus_bcftools	7382	7382	7382	0	0.000000	7382	7382	0	0	0	0
LVE00140-9496_LVE00140_cl1_it2.consensus_bcftools	LVE00140-RVDB_LVE00140_cl1_it2.consensus_bcftools	3413	3413	3397	0	0.000000	3413	3413	0	0	16	16
LVE00223-6668_LVE00223_cl2_it2.consensus_bcftools	_R_LVE00223-RVDB_LVE00223_cl1_it2.consensus_bcftools	3413	1574	1572	0	0.000000	1574	3413	1839	0	2	22
LVE00223-RVDB_LVE00223_cl0_it2.consensus_bcftools	LVE00223-RVDB_LVE00223_cl0_it2.consensus_bcftools	7262	7262	6487	0	0.000000	7262	7262	0	0	775	775
LVE00167-6870_LVE00167_cl0_it2.consensus_bcftools	LVE00167-RVDB_LVE00167_cl1_it2.consensus_bcftools	3408	3399	3378	0	0.000000	3399	3408	9	0	6	30
LVE00063-9294_LVE00063_cl1_it2.consensus_bcftools	_R_LVE00063-RVDB_LVE00063_cl0_it2.consensus_bcftools	7258	1363	1299	0	0.000000	1363	7258	5895	0	64	1761
LVE00050-7880_LVE00050_cl0_it2.consensus_bcftools	LVE00050-RVDB_LVE00050_cl1_it2.consensus_bcftools	3433	3373	3207	0	0.000000	3394	3412	38	21	187	166
LVE00279-6870_LVE00279_cl1_it2.consensus_bcftools	_R_LVE00279-RVDB_LVE00279_cl0_it2.consensus_bcftools	7260	3393	3392	0	0.000000	3394	7259	3866	1	2	499
LVE00279-8486_LVE00279_cl1_it2.consensus_bcftools	LVE00279-RVDB_LVE00279_cl1_it2.consensus_bcftools	3569	3569	3529	0	0.000000	3569	3569	0	0	40	40
LVE00127-7678_LVE00127_cl1_it2.consensus_bcftools	LVE00127-RVDB_LVE00127_cl1_it2.consensus_bcftools	3497	3242	3242	17	0.005244	3347	3409	150	88	0	6
LVE00167-6668_LVE00167_cl1_it2.consensus_bcftools	_R_LVE00167-RVDB_LVE00167_cl0_it2.consensus_bcftools	7282	1724	1724	0	0.000000	1725	7280	5557	0	0	350
LVE00063-RVDB_LVE00063_cl0_it2.consensus_bcftools	LVE00063-RVDB_LVE00063_cl0_it2.consensus_bcftools	7258	7258	5497	0	0.000000	7258	7258	0	0	1761	1761
LVE00045-7880_LVE00045_cl1_it2.consensus_bcftools	_R_LVE00045-RVDB_LVE00045_cl1_it2.consensus_bcftools	3443	1822	1798	33	0.018112	1891	3407	1552	36	0	56
LVE00063-7678_LVE00063_cl2_it2.consensus_bcftools	_R_LVE00063-RVDB_LVE00063_cl0_it2.consensus_bcftools	7258	1363	1299	0	0.000000	1363	7258	5895	0	64	1761
LVE00127-9092_LVE00127_cl0_it2.consensus_bcftools	LVE00127-RVDB_LVE00127_cl0_it2.consensus_bcftools	7258	7132	6992	0	0.000000	7132	7258	126	0	140	10
LVE00167-7072_LVE00167_cl1_it2.consensus_bcftools	_R_LVE00167-RVDB_LVE00167_cl0_it2.consensus_bcftools	7282	1724	1724	0	0.000000	1725	7280	5557	0	0	350
LVE00127-8284_LVE00127_cl2_it2.consensus_bcftools	LVE00127-RVDB_LVE00127_cl1_it2.consensus_bcftools	3497	3242	3242	17	0.005244	3347	3409	150	88	0	6
LVE00223-9092_LVE00223_cl1_it2.consensus_bcftools	LVE00223-RVDB_LVE00223_cl1_it2.consensus_bcftools	3413	3401	3391	0	0.000000	3401	3413	12	0	10	22
LVE00127-7072_LVE00127_cl1_it2.consensus_bcftools	LVE00127-RVDB_LVE00127_cl1_it2.consensus_bcftools	3497	3242	3242	17	0.005244	3347	3409	150	88	0	6
LVE00127-7678_LVE00127_cl0_it2.consensus_bcftools	_R_LVE00127-RVDB_LVE00127_cl0_it2.consensus_bcftools	7263	4117	4117	45	0.010930	4167	7258	3096	5	0	10
LVE00223-8486_LVE00223_cl0_it2.consensus_bcftools	LVE00223-RVDB_LVE00223_cl0_it2.consensus_bcftools	7268	7239	6486	0	0.000000	7245	7262	23	6	749	775
LVE00167-RVDB_LVE00167_cl0_it2.consensus_bcftools	LVE00167-RVDB_LVE00167_cl0_it2.consensus_bcftools	7282	7280	6930	0	0.000000	7280	7280	0	0	350	350
LVE00045-6668_LVE00045_cl0_it2.consensus_bcftools	_R_LVE00045-RVDB_LVE00045_cl1_it2.consensus_bcftools	3443	1822	1798	33	0.018112	1891	3407	1552	36	0	56
LVE00127-9496_LVE00127_cl1_it2.consensus_bcftools	LVE00127-RVDB_LVE00127_cl1_it2.consensus_bcftools	3497	3242	3242	17	0.005244	3347	3409	150	88	0	6
LVE00127-7072_LVE00127_cl0_it2.consensus_bcftools	_R_LVE00127-RVDB_LVE00127_cl0_it2.consensus_bcftools	7263	4117	4117	45	0.010930	4167	7258	3096	5	0	10
LVE00127-6870_LVE00127_cl0_it2.consensus_bcftools	_R_LVE00127-RVDB_LVE00127_cl0_it2.consensus_bcftools	7263	4117	4117	45	0.010930	4167	7258	3096	5	0	10
LVE00140-7880_LVE00140_cl1_it2.consensus_bcftools	LVE00140-RVDB_LVE00140_cl1_it2.consensus_bcftools	3413	3413	3397	0	0.000000	3413	3413	0	0	16	16
LVE00140-7678_LVE00140_cl1_it2.consensus_bcftools	LVE00140-RVDB_LVE00140_cl1_it2.consensus_bcftools	3413	3413	3397	0	0.000000	3413	3413	0	0	16	16
LVE00063-RVDB_LVE00063_cl1_it2.consensus_bcftools	LVE00063-RVDB_LVE00063_cl1_it2.consensus_bcftools	3409	3409	3401	0	0.000000	3409	3409	0	0	8	8
LVE00140-8890_LVE00140_cl0_it2.consensus_bcftools	_R_LVE00140-RVDB_LVE00140_cl0_it2.consensus_bcftools	7385	7142	7113	18	0.002520	7163	7382	222	3	29	0
LVE00127-9294_LVE00127_cl0_it2.consensus_bcftools	LVE00127-RVDB_LVE00127_cl0_it2.consensus_bcftools	7258	7136	7069	0	0.000000	7136	7258	122	0	67	10
LVE00223-7274_LVE00223_cl0_it2.consensus_bcftools	_R_LVE00223-RVDB_LVE00223_cl0_it2.consensus_bcftools	7351	4873	4789	0	0.000000	4962	7262	2388	89	173	775
LVE00140-9092_LVE00140_cl0_it2.consensus_bcftools	_R_LVE00140-RVDB_LVE00140_cl0_it2.consensus_bcftools	7385	7123	7123	17	0.002387	7143	7382	242	3	0	0
LVE00127-8890_LVE00127_cl0_it2.consensus_bcftools	LVE00127-RVDB_LVE00127_cl0_it2.consensus_bcftools	7258	7252	7076	0	0.000000	7252	7258	6	0	176	10
LVE00167-7880_LVE00167_cl0_it2.consensus_bcftools	LVE00167-RVDB_LVE00167_cl0_it2.consensus_bcftools	7282	7151	6426	1	0.000140	7154	7280	128	0	721	350
LVE00050-7678_LVE00050_cl0_it2.consensus_bcftools	_R_LVE00050-RVDB_LVE00050_cl1_it2.consensus_bcftools	3417	1842	1814	71	0.038545	1918	3412	1499	5	1	166
LVE00279-8688_LVE00279_cl1_it2.consensus_bcftools	LVE00279-RVDB_LVE00279_cl1_it2.consensus_bcftools	3569	3569	3529	0	0.000000	3569	3569	0	0	40	40
LVE00140-9698_LVE00140_cl1_it2.consensus_bcftools	LVE00140-RVDB_LVE00140_cl1_it2.consensus_bcftools	3413	3413	3397	0	0.000000	3413	3413	0	0	16	16
LVE00050-RVDB_LVE00050_cl1_it2.consensus_bcftools	LVE00050-RVDB_LVE00050_cl1_it2.consensus_bcftools	3412	3412	3246	0	0.000000	3412	3412	0	0	166	166
LVE00127-6870_LVE00127_cl1_it2.consensus_bcftools	LVE00127-RVDB_LVE00127_cl1_it2.consensus_bcftools	3497	3242	3242	17	0.005244	3347	3409	150	88	0	6
LVE00045-9294_LVE00045_cl2_it2.consensus_bcftools	_R_LVE00045-RVDB_LVE00045_cl0_it2.consensus_bcftools	7242	1308	1308	5	0.003823	1313	7242	5929	0	0	844
LVE00279-8284_LVE00279_cl1_it2.consensus_bcftools	LVE00279-RVDB_LVE00279_cl1_it2.consensus_bcftools	3569	3569	3529	0	0.000000	3569	3569	0	0	40	40
LVE00063-8284_LVE00063_cl2_it2.consensus_bcftools	_R_LVE00063-RVDB_LVE00063_cl0_it2.consensus_bcftools	7258	1363	1299	0	0.000000	1363	7258	5895	0	64	1761
LVE00127-8890_LVE00127_cl1_it2.consensus_bcftools	LVE00127-RVDB_LVE00127_cl1_it2.consensus_bcftools	3497	3242	3242	17	0.005244	3347	3409	150	88	0	6
LVE00063-6466_LVE00063_cl1_it2.consensus_bcftools	_R_LVE00063-RVDB_LVE00063_cl1_it2.consensus_bcftools	3442	3235	3228	18	0.005564	3286	3409	156	33	0	8
LVE00223-7880_LVE00223_cl0_it2.consensus_bcftools	LVE00223-RVDB_LVE00223_cl0_it2.consensus_bcftools	7271	7259	6487	0	0.000000	7268	7262	3	9	768	775
LVE00223-9092_LVE00223_cl0_it2.consensus_bcftools	_R_LVE00223-RVDB_LVE00223_cl0_it2.consensus_bcftools	7351	4873	4789	0	0.000000	4962	7262	2388	89	173	775
LVE00140-7678_LVE00140_cl0_it2.consensus_bcftools	LVE00140-RVDB_LVE00140_cl0_it2.consensus_bcftools	7382	7382	7382	0	0.000000	7382	7382	0	0	0	0
LVE00050-9294_LVE00050_cl1_it2.consensus_bcftools	_R_LVE00050-RVDB_LVE00050_cl0_it2.consensus_bcftools	7271	1775	1766	0	0.000000	1775	7271	5496	0	9	1350
LVE00050-RVDB_LVE00050_cl0_it2.consensus_bcftools	LVE00050-RVDB_LVE00050_cl0_it2.consensus_bcftools	7271	7271	5921	0	0.000000	7271	7271	0	0	1350	1350
LVE00167-8082_LVE00167_cl1_it2.consensus_bcftools	LVE00167-RVDB_LVE00167_cl1_it2.consensus_bcftools	3408	3399	3378	0	0.000000	3399	3408	9	0	6	30
LVE00063-7274_LVE00063_cl1_it2.consensus_bcftools	_R_LVE00063-RVDB_LVE00063_cl0_it2.consensus_bcftools	7258	1363	1299	0	0.000000	1363	7258	5895	0	64	1761
LVE00127-8486_LVE00127_cl0_it2.consensus_bcftools	_R_LVE00127-RVDB_LVE00127_cl0_it2.consensus_bcftools	7263	4117	4117	45	0.010930	4167	7258	3096	5	0	10
LVE00063-9698_LVE00063_cl1_it2.consensus_bcftools	_R_LVE00063-RVDB_LVE00063_cl0_it2.consensus_bcftools	7258	1363	1299	0	0.000000	1363	7258	5895	0	64	1761
LVE00167-8082_LVE00167_cl0_it2.consensus_bcftools	LVE00167-RVDB_LVE00167_cl0_it2.consensus_bcftools	7284	7229	6575	2	0.000277	7234	7280	49	2	652	350
LVE00167-8486_LVE00167_cl0_it2.consensus_bcftools	LVE00167-RVDB_LVE00167_cl0_it2.consensus_bcftools	7282	7218	6766	2	0.000277	7222	7280	60	0	446	350
LVE00223-8284_LVE00223_cl2_it2.consensus_bcftools	_R_LVE00223-RVDB_LVE00223_cl1_it2.consensus_bcftools	3413	1574	1572	0	0.000000	1574	3413	1839	0	2	22
LVE00223-7274_LVE00223_cl2_it2.consensus_bcftools	_R_LVE00223-RVDB_LVE00223_cl1_it2.consensus_bcftools	3413	1574	1572	0	0.000000	1574	3413	1839	0	2	22
LVE00045-8486_LVE00045_cl0_it2.consensus_bcftools	LVE00045-RVDB_LVE00045_cl0_it2.consensus_bcftools	7242	7166	6358	0	0.000000	7166	7242	76	0	799	844
LVE00140-7072_LVE00140_cl1_it2.consensus_bcftools	LVE00140-RVDB_LVE00140_cl1_it2.consensus_bcftools	3413	3413	3397	0	0.000000	3413	3413	0	0	16	16
LVE00063-8688_LVE00063_cl2_it2.consensus_bcftools	_R_LVE00063-RVDB_LVE00063_cl0_it2.consensus_bcftools	7258	1363	1299	0	0.000000	1363	7258	5895	0	64	1761
LVE00140-6870_LVE00140_cl0_it2.consensus_bcftools	LVE00140-RVDB_LVE00140_cl0_it2.consensus_bcftools	7382	7382	7382	0	0.000000	7382	7382	0	0	0	0
LVE00050-6466_LVE00050_cl0_it2.consensus_bcftools	LVE00050-RVDB_LVE00050_cl0_it2.consensus_bcftools	7271	7227	5916	0	0.000000	7227	7271	44	0	1283	1350
LVE00127-6668_LVE00127_cl1_it2.consensus_bcftools	_R_LVE00127-RVDB_LVE00127_cl0_it2.consensus_bcftools	7263	4117	4117	45	0.010930	4167	7258	3096	5	0	10
LVE00063-8688_LVE00063_cl0_it2.consensus_bcftools	LVE00063-RVDB_LVE00063_cl1_it2.consensus_bcftools	3409	3398	3312	0	0.000000	3398	3409	11	0	86	8
LVE00223-9698_LVE00223_cl1_it2.consensus_bcftools	LVE00223-RVDB_LVE00223_cl1_it2.consensus_bcftools	3413	3396	3384	0	0.000000	3396	3413	17	0	12	22
LVE00127-7476_LVE00127_cl1_it2.consensus_bcftools	LVE00127-RVDB_LVE00127_cl1_it2.consensus_bcftools	3497	3242	3242	17	0.005244	3347	3409	150	88	0	6
LVE00045-RVDB_LVE00045_cl1_it2.consensus_bcftools	LVE00045-RVDB_LVE00045_cl1_it2.consensus_bcftools	3407	3407	3351	0	0.000000	3407	3407	0	0	56	56
LVE00050-6870_LVE00050_cl0_it2.consensus_bcftools	LVE00050-RVDB_LVE00050_cl0_it2.consensus_bcftools	7286	7244	5921	0	0.000000	7259	7271	27	15	1304	1350
LVE00063-7476_LVE00063_cl1_it2.consensus_bcftools	_R_LVE00063-RVDB_LVE00063_cl1_it2.consensus_bcftools	3442	3235	3228	18	0.005564	3286	3409	156	33	0	8
LVE00050-8082_LVE00050_cl0_it2.consensus_bcftools	LVE00050-RVDB_LVE00050_cl1_it2.consensus_bcftools	3412	3406	3245	0	0.000000	3406	3412	6	0	160	166
LVE00223-9698_LVE00223_cl0_it2.consensus_bcftools	_R_LVE00223-RVDB_LVE00223_cl0_it2.consensus_bcftools	7351	4873	4789	0	0.000000	4962	7262	2388	89	173	775
LVE00045-6466_LVE00045_cl0_it2.consensus_bcftools	_R_LVE00045-RVDB_LVE00045_cl1_it2.consensus_bcftools	3443	1822	1798	33	0.018112	1891	3407	1552	36	0	56
LVE00050-7072_LVE00050_cl1_it2.consensus_bcftools	_R_LVE00050-RVDB_LVE00050_cl1_it2.consensus_bcftools	3417	1842	1814	71	0.038545	1918	3412	1499	5	1	166
LVE00127-7476_LVE00127_cl0_it2.consensus_bcftools	_R_LVE00127-RVDB_LVE00127_cl0_it2.consensus_bcftools	7263	4117	4117	45	0.010930	4167	7258	3096	5	0	10
LVE00223-7476_LVE00223_cl3_it2.consensus_bcftools	_R_LVE00223-RVDB_LVE00223_cl1_it2.consensus_bcftools	3413	1574	1572	0	0.000000	1574	3413	1839	0	2	22
LVE00063-9092_LVE00063_cl1_it2.consensus_bcftools	_R_LVE00063-RVDB_LVE00063_cl0_it2.consensus_bcftools	7258	1363	1299	0	0.000000	1363	7258	5895	0	64	1761
LVE00063-8284_LVE00063_cl1_it2.consensus_bcftools	_R_LVE00063-RVDB_LVE00063_cl1_it2.consensus_bcftools	3442	3235	3228	18	0.005564	3286	3409	156	33	0	8
LVE00127-8688_LVE00127_cl2_it2.consensus_bcftools	LVE00127-RVDB_LVE00127_cl1_it2.consensus_bcftools	3497	3242	3242	17	0.005244	3347	3409	150	88	0	6
LVE00045-8688_LVE00045_cl1_it2.consensus_bcftools	_R_LVE00045-RVDB_LVE00045_cl1_it2.consensus_bcftools	3443	1822	1798	33	0.018112	1891	3407	1552	36	0	56
LVE00063-6668_LVE00063_cl0_it2.consensus_bcftools	_R_LVE00063-RVDB_LVE00063_cl1_it2.consensus_bcftools	3442	3235	3228	18	0.005564	3286	3409	156	33	0	8
LVE00167-9496_LVE00167_cl1_it2.consensus_bcftools	_R_LVE00167-RVDB_LVE00167_cl0_it2.consensus_bcftools	7282	1724	1724	0	0.000000	1725	7280	5557	0	0	350
LVE00223-7678_LVE00223_cl2_it2.consensus_bcftools	_R_LVE00223-RVDB_LVE00223_cl1_it2.consensus_bcftools	3413	1574	1572	0	0.000000	1574	3413	1839	0	2	22
LVE00127-9496_LVE00127_cl0_it2.consensus_bcftools	LVE00127-RVDB_LVE00127_cl0_it2.consensus_bcftools	7258	7242	7161	1	0.000138	7243	7258	15	0	81	10
LVE00063-7880_LVE00063_cl2_it2.consensus_bcftools	_R_LVE00063-RVDB_LVE00063_cl0_it2.consensus_bcftools	7258	1363	1299	0	0.000000	1363	7258	5895	0	64	1761
LVE00167-8284_LVE00167_cl1_it2.consensus_bcftools	LVE00167-RVDB_LVE00167_cl1_it2.consensus_bcftools	3408	3399	3378	0	0.000000	3399	3408	9	0	6	30
LVE00050-8486_LVE00050_cl1_it2.consensus_bcftools	_R_LVE00050-RVDB_LVE00050_cl1_it2.consensus_bcftools	3417	1842	1814	71	0.038545	1918	3412	1499	5	1	166
LVE00140-8284_LVE00140_cl0_it2.consensus_bcftools	LVE00140-RVDB_LVE00140_cl0_it2.consensus_bcftools	7382	7382	7382	0	0.000000	7382	7382	0	0	0	0
LVE00279-9496_LVE00279_cl0_it2.consensus_bcftools	_R_LVE00279-RVDB_LVE00279_cl1_it2.consensus_bcftools	3573	3399	3399	6	0.001765	3409	3569	164	4	0	40
LVE00063-7274_LVE00063_cl0_it2.consensus_bcftools	_R_LVE00063-RVDB_LVE00063_cl1_it2.consensus_bcftools	3442	3235	3228	18	0.005564	3286	3409	156	33	0	8
LVE00167-9698_LVE00167_cl0_it2.consensus_bcftools	LVE00167-RVDB_LVE00167_cl1_it2.consensus_bcftools	3408	3396	3378	0	0.000000	3396	3408	12	0	17	30
LVE00279-8082_LVE00279_cl0_it2.consensus_bcftools	LVE00279-RVDB_LVE00279_cl0_it2.consensus_bcftools	7263	7257	6760	0	0.000000	7261	7259	2	4	501	499
LVE00140-7476_LVE00140_cl1_it2.consensus_bcftools	LVE00140-RVDB_LVE00140_cl1_it2.consensus_bcftools	3413	3413	3397	0	0.000000	3413	3413	0	0	16	16
LVE00279-9092_LVE00279_cl1_it2.consensus_bcftools	_R_LVE00279-RVDB_LVE00279_cl0_it2.consensus_bcftools	7260	3393	3392	0	0.000000	3394	7259	3866	1	2	499
LVE00167-9092_LVE00167_cl0_it2.consensus_bcftools	LVE00167-RVDB_LVE00167_cl1_it2.consensus_bcftools	3408	3407	3378	0	0.000000	3407	3408	1	0	29	30
LVE00045-7274_LVE00045_cl2_it2.consensus_bcftools	_R_LVE00045-RVDB_LVE00045_cl0_it2.consensus_bcftools	7242	1308	1308	5	0.003823	1313	7242	5929	0	0	844
LVE00140-7274_LVE00140_cl1_it2.consensus_bcftools	LVE00140-RVDB_LVE00140_cl1_it2.consensus_bcftools	3413	3413	3397	0	0.000000	3413	3413	0	0	16	16
LVE00063-8890_LVE00063_cl0_it2.consensus_bcftools	LVE00063-RVDB_LVE00063_cl1_it2.consensus_bcftools	3409	3327	3326	0	0.000000	3327	3409	82	0	1	8
LVE00140-9294_LVE00140_cl0_it2.consensus_bcftools	_R_LVE00140-RVDB_LVE00140_cl0_it2.consensus_bcftools	7388	7173	7173	58	0.008086	7237	7382	150	6	0	0
LVE00063-9294_LVE00063_cl0_it2.consensus_bcftools	LVE00063-RVDB_LVE00063_cl1_it2.consensus_bcftools	3409	3341	3338	0	0.000000	3341	3409	68	0	3	8
LVE00279-7678_LVE00279_cl1_it2.consensus_bcftools	LVE00279-RVDB_LVE00279_cl1_it2.consensus_bcftools	3569	3569	3529	0	0.000000	3569	3569	0	0	40	40
LVE00140-6668_LVE00140_cl0_it2.consensus_bcftools	LVE00140-RVDB_LVE00140_cl0_it2.consensus_bcftools	7382	7382	7382	0	0.000000	7382	7382	0	0	0	0
LVE00063-7072_LVE00063_cl0_it2.consensus_bcftools	_R_LVE00063-RVDB_LVE00063_cl1_it2.consensus_bcftools	3442	3235	3228	18	0.005564	3286	3409	156	33	0	8
LVE00223-8284_LVE00223_cl0_it2.consensus_bcftools	LVE00223-RVDB_LVE00223_cl0_it2.consensus_bcftools	7272	7256	6487	0	0.000000	7266	7262	6	10	769	775
LVE00167-8284_LVE00167_cl0_it2.consensus_bcftools	LVE00167-RVDB_LVE00167_cl0_it2.consensus_bcftools	7282	7208	6799	0	0.000000	7209	7280	72	0	403	350
LVE00167-7678_LVE00167_cl2_it2.consensus_bcftools	_R_LVE00167-RVDB_LVE00167_cl0_it2.consensus_bcftools	7282	1724	1724	0	0.000000	1725	7280	5557	0	0	350
LVE00127-6668_LVE00127_cl2_it2.consensus_bcftools	LVE00127-RVDB_LVE00127_cl1_it2.consensus_bcftools	3497	3242	3242	17	0.005244	3347	3409	150	88	0	6
LVE00167-RVDB_LVE00167_cl1_it2.consensus_bcftools	LVE00167-RVDB_LVE00167_cl1_it2.consensus_bcftools	3408	3408	3378	0	0.000000	3408	3408	0	0	30	30
LVE00167-9294_LVE00167_cl0_it2.consensus_bcftools	LVE00167-RVDB_LVE00167_cl1_it2.consensus_bcftools	3408	3406	3378	0	0.000000	3406	3408	2	0	28	30
LVE00223-9496_LVE00223_cl0_it2.consensus_bcftools	_R_LVE00223-RVDB_LVE00223_cl0_it2.consensus_bcftools	7351	4873	4789	0	0.000000	4962	7262	2388	89	173	775
LVE00063-9092_LVE00063_cl0_it2.consensus_bcftools	LVE00063-RVDB_LVE00063_cl1_it2.consensus_bcftools	3409	3409	3401	0	0.000000	3409	3409	0	0	8	8
LVE00223-9496_LVE00223_cl1_it2.consensus_bcftools	LVE00223-RVDB_LVE00223_cl1_it2.consensus_bcftools	3413	3413	3391	0	0.000000	3413	3413	0	0	22	22
LVE00045-9698_LVE00045_cl2_it2.consensus_bcftools	_R_LVE00045-RVDB_LVE00045_cl0_it2.consensus_bcftools	7242	1308	1308	5	0.003823	1313	7242	5929	0	0	844
LVE00140-8082_LVE00140_cl0_it2.consensus_bcftools	LVE00140-RVDB_LVE00140_cl0_it2.consensus_bcftools	7382	7382	7382	0	0.000000	7382	7382	0	0	0	0
LVE00167-7476_LVE00167_cl0_it2.consensus_bcftools	LVE00167-RVDB_LVE00167_cl1_it2.consensus_bcftools	3408	3399	3378	0	0.000000	3399	3408	9	0	6	30
LVE00279-7476_LVE00279_cl0_it2.consensus_bcftools	LVE00279-RVDB_LVE00279_cl0_it2.consensus_bcftools	7260	7110	5735	0	0.000000	7111	7259	149	1	1376	499
LVE00050-7274_LVE00050_cl0_it2.consensus_bcftools	_R_LVE00050-RVDB_LVE00050_cl1_it2.consensus_bcftools	3417	1842	1814	71	0.038545	1918	3412	1499	5	1	166
LVE00140-RVDB_LVE00140_cl0_it2.consensus_bcftools	LVE00140-RVDB_LVE00140_cl0_it2.consensus_bcftools	7382	7382	7382	0	0.000000	7382	7382	0	0	0	0
LVE00050-6668_LVE00050_cl1_it2.consensus_bcftools	_R_LVE00050-RVDB_LVE00050_cl1_it2.consensus_bcftools	3417	1842	1814	71	0.038545	1918	3412	1499	5	1	166
LVE00063-9496_LVE00063_cl1_it2.consensus_bcftools	_R_LVE00063-RVDB_LVE00063_cl0_it2.consensus_bcftools	7258	1363	1299	0	0.000000	1363	7258	5895	0	64	1761
