task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
28	33/f20cab	545618	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTA_CONTIG_CLUST:EXTRACT_CLUSTER (Eddard)	CACHED	0	2025-11-18 15:52:10.596	7.2s	6s	154.6%	50.6 MB	9.1 GB	32.7 MB	1.6 MB
29	1b/81c54e	889397	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:ALIGN_COLLAPSE_CONTIGS:MINIMAP2_CONTIG_INDEX (1)	COMPLETED	0	2025-11-18 15:54:21.224	954ms	0ms	57.5%	3.1 MB	4.7 MB	106.7 KB	160.2 KB
30	cb/f26dac	889394	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:ALIGN_COLLAPSE_CONTIGS:CAT_CLUSTER (Eddard_cl20)	COMPLETED	0	2025-11-18 15:54:21.216	1.9s	0ms	63.1%	3.4 MB	15.6 MB	1.5 MB	1.4 MB
31	36/0dc781	889942	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:ALIGN_COLLAPSE_CONTIGS:MINIMAP2_CONTIG_ALIGN (Eddard_cl20)	COMPLETED	0	2025-11-18 15:54:23.108	1.8s	525ms	117.5%	23 MB	9.5 GB	3.5 MB	2.1 MB
32	e6/c6a65f	890355	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:ALIGN_COLLAPSE_CONTIGS:IVAR_CONTIG_CONSENSUS (Eddard_cl20)	COMPLETED	0	2025-11-18 15:54:25.013	888ms	0ms	117.6%	9.1 MB	19.4 MB	6.1 MB	8.5 MB
33	3e/8b14de	890680	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:ALIGN_COLLAPSE_CONTIGS:RENAME_FASTA_HEADER_CONTIG_CONSENSUS (Eddard_cl20)	COMPLETED	0	2025-11-18 15:54:25.951	686ms	31ms	69.6%	0	0	119.8 KB	10.7 KB
34	cc/ac5388	890866	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_FASTA_ITERATIVE_CONSENSUS:ITERATION_1:SAMTOOLS_FAIDX (Eddard_cl20_consensus.fasta)	COMPLETED	0	2025-11-18 15:54:26.680	936ms	0ms	20.6%	3.6 MB	7.8 MB	154.3 KB	5 KB
35	90/697fa5	890874	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_FASTA_ITERATIVE_CONSENSUS:ITERATION_1:MAP_READS:BWAMEM2_INDEX (Eddard_cl20_consensus.fasta)	COMPLETED	0	2025-11-18 15:54:26.701	3.5s	2.2s	3.5%	3.3 MB	4.6 MB	143.5 KB	51.5 KB
38	a9/666b8e	418298	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_ASSEMBLY:SPADES (Catelyn)	CACHED	0	2025-11-06 17:13:20.786	11m 45s	11m 44s	760.9%	7.6 GB	13.5 GB	6.6 GB	40.2 GB
39	23/0c3bff	433951	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_ASSEMBLY:MEGAHIT (Catelyn)	CACHED	0	2025-11-06 17:22:16.417	2m 46s	2m 45s	964.7%	957.6 MB	1.3 GB	8.1 GB	2.8 GB
41	eb/52d4fa	443859	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_ASSEMBLY:EXTEND_SPADES:MAP_READS_CONTIGS:BWAMEM2_INDEX (Catelyn_spades.scaffolds.fa.gz)	CACHED	0	2025-11-06 17:25:06.924	2.8s	2.1s	3.2%	5.8 MB	13.9 MB	140.9 KB	69.7 KB
40	ac/fbd9be	605286	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_ASSEMBLY:EXTEND_SPADES:QUAST (Catelyn)	CACHED	0	2025-11-06 18:30:46.492	5.3s	4.6s	240.0%	91 MB	9.4 GB	2.8 GB	4.1 MB
45	2f/c539e6	443866	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_ASSEMBLY:CAT_ASSEMBLERS (Catelyn)	CACHED	0	2025-11-06 17:25:06.934	1.6s	0ms	71.6%	2.7 MB	11 MB	225.1 KB	1 MB
44	b8/55b4a3	442994	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_ASSEMBLY:EXTEND_MEGAHIT:MAP_READS_CONTIGS:BWAMEM2_INDEX (Catelyn_megahit.contigs.fa.gz)	CACHED	0	2025-11-06 17:25:03.781	3.2s	2.3s	10.8%	8.4 MB	13.9 MB	529.1 KB	5 MB
43	06/7a207e	604922	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_ASSEMBLY:EXTEND_MEGAHIT:QUAST (Catelyn)	CACHED	0	2025-11-06 18:30:45.963	5.3s	4.6s	221.9%	83.9 MB	9.4 GB	2 GB	5.2 MB
42	72/1c9af5	643132	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_ASSEMBLY:EXTEND_SPADES:MAP_READS_CONTIGS:BWAMEM2_MEM (Catelyn)	CACHED	0	2025-11-06 18:46:01.924	1m 30s	1m 29s	1045.3%	3.5 GB	16.3 GB	3.5 GB	3.5 GB
46	dc/17e727	776719	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTA_CONTIG_CLUST:FASTA_BLAST_REFSEL:BLAST_BLASTN (Catelyn)	CACHED	0	2025-11-06 20:45:12.024	26m 2s	26m 1s	380.7%	42.7 GB	44.6 GB	1.3 MB	3 MB
48	82/334dbe	445002	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_ASSEMBLY:PRINSEQ_CONTIG (Catelyn)	CACHED	0	2025-11-06 17:25:09.560	827ms	0ms	116.0%	4.9 MB	16 MB	1.1 MB	1 MB
47	d9/dbfad9	634412	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_ASSEMBLY:EXTEND_MEGAHIT:MAP_READS_CONTIGS:BWAMEM2_MEM (Catelyn)	CACHED	0	2025-11-06 18:39:44.532	6m 17s	6m 16s	1157.5%	6.4 GB	18.4 GB	3.5 GB	3.5 GB
49	e9/5751f3	646474	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_ASSEMBLY:EXTEND_SPADES:CONTIG_INDEX (Catelyn)	CACHED	0	2025-11-06 18:47:32.291	2.9s	3s	201.7%	7.1 MB	212.1 MB	675.4 MB	5.6 KB
50	69/c50c2a	643200	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_ASSEMBLY:EXTEND_MEGAHIT:CONTIG_INDEX (Catelyn)	CACHED	0	2025-11-06 18:46:02.201	3.7s	3s	178.7%	7.5 MB	212.4 MB	695.8 MB	188.1 KB
51	b2/d64884	647137	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_ASSEMBLY:EXTEND_SPADES:CONTIG_IDXSTATS (Catelyn)	CACHED	0	2025-11-06 18:47:36.192	1.3s	1s	12.9%	3.3 MB	6.7 MB	210.9 KB	5.3 KB
52	d5/c442ae	643911	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_ASSEMBLY:EXTEND_MEGAHIT:CONTIG_IDXSTATS (Catelyn)	CACHED	0	2025-11-06 18:46:06.882	1.3s	0ms	17.1%	3.4 MB	6.7 MB	393.3 KB	54.5 KB
53	e8/375c3c	491444	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTA_CONTIG_CLUST:FASTA_BLAST_REFSEL:BLAST_FILTER (Catelyn)	CACHED	0	2025-11-18 15:36:57.483	27.6s	26.9s	123.9%	108.4 MB	9.3 GB	7.9 GB	4.6 MB
55	82/be9ecd	508652	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTA_CONTIG_CLUST:FASTA_CONTIG_PRECLUST:KAIJU_CONTIG (Catelyn)	CACHED	0	2025-11-18 15:39:48.558	1m 11s	1m 10s	86.7%	67.7 GB	68.9 GB	66.5 GB	839.7 KB
54	d0/a7701b	496390	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTA_CONTIG_CLUST:FASTA_CONTIG_PRECLUST:KRAKEN2_CONTIG (Catelyn)	CACHED	0	2025-11-18 15:37:26.058	1.3s	632ms	102.1%	5.2 MB	12 MB	551.7 MB	687.7 KB
56	94/83f79f	511947	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTA_CONTIG_CLUST:FASTA_CONTIG_PRECLUST:EXTRACT_PRECLUSTER (Catelyn)	CACHED	0	2025-11-18 15:40:59.992	17.9s	16s	134.0%	1.1 GB	10.2 GB	203.7 MB	4.2 MB
59	d7/3a2ca6	545179	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTA_CONTIG_CLUST:FASTA_FASTQ_CLUST:CDHIT_CDHITEST (Catelyn_taxid11676)	CACHED	0	2025-11-18 15:52:09.692	1.9s	1s	233.9%	157.8 MB	492.4 MB	3 MB	179.1 KB
58	b8/38aff2	545380	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTA_CONTIG_CLUST:FASTA_FASTQ_CLUST:CDHIT_CDHITEST (Catelyn_taxid11646)	CACHED	0	2025-11-18 15:52:10.144	796ms	0ms	113.4%	3.8 MB	11.5 MB	176.2 KB	18.6 KB
57	28/599212	545596	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTA_CONTIG_CLUST:FASTA_FASTQ_CLUST:CDHIT_CDHITEST (Catelyn_taxid11632)	CACHED	0	2025-11-18 15:52:10.567	812ms	0ms	102.7%	3.8 MB	11.5 MB	103.8 KB	8.7 KB
60	51/591f1f	546968	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTA_CONTIG_CLUST:EXTRACT_CLUSTER (Catelyn)	CACHED	0	2025-11-18 15:52:11.784	6.1s	5s	211.0%	50.2 MB	9.1 GB	31.7 MB	1.1 MB
61	24/142d8f	892095	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:ALIGN_COLLAPSE_CONTIGS:MINIMAP2_CONTIG_INDEX (2)	COMPLETED	0	2025-11-18 15:54:30.848	681ms	0ms	69.7%	3.1 MB	4.3 MB	106.7 KB	160.2 KB
62	72/4ea347	892097	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:ALIGN_COLLAPSE_CONTIGS:CAT_CLUSTER (Catelyn_cl24)	COMPLETED	0	2025-11-18 15:54:30.861	1.6s	0ms	74.3%	2.7 MB	11 MB	1 MB	987.4 KB
64	6f/18cfa6	442657	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_ASSEMBLY:SPADES (Robb)	CACHED	0	2025-11-06 17:25:02.768	12m 2s	12m 1s	753.8%	7.4 GB	13.5 GB	6.6 GB	40 GB
67	15/4a7b30	485625	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_ASSEMBLY:EXTEND_SPADES:MAP_READS_CONTIGS:BWAMEM2_INDEX (Robb_spades.scaffolds.fa.gz)	CACHED	0	2025-11-06 17:37:05.450	3.7s	2.2s	4.1%	5.3 MB	10.1 MB	140.6 KB	70 KB
66	70/7c9eb2	607310	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_ASSEMBLY:EXTEND_SPADES:QUAST (Robb)	CACHED	0	2025-11-06 18:30:57.286	5.8s	5.2s	197.7%	108.6 MB	9.5 GB	2.7 GB	4.1 MB
65	83/ec398c	443425	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_ASSEMBLY:MEGAHIT (Robb)	CACHED	0	2025-11-06 17:25:05.911	2m 40s	2m 39s	991.1%	957.7 MB	1.3 GB	8.1 GB	2.8 GB
68	e7/0c1eaf	660587	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_ASSEMBLY:EXTEND_SPADES:MAP_READS_CONTIGS:BWAMEM2_MEM (Robb)	CACHED	0	2025-11-06 18:58:13.940	1m 22s	1m 21s	1052.8%	3.6 GB	16.6 GB	3.5 GB	3.5 GB
69	2d/7496d7	606052	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_ASSEMBLY:EXTEND_MEGAHIT:QUAST (Robb)	CACHED	0	2025-11-06 18:30:51.270	5.5s	4.8s	222.6%	105.7 MB	9.5 GB	2 GB	5.2 MB
71	37/24c5dd	485619	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_ASSEMBLY:CAT_ASSEMBLERS (Robb)	CACHED	0	2025-11-06 17:37:05.439	1.7s	1s	62.1%	2.7 MB	11 MB	215.4 KB	1.1 MB
70	f6/5d68d5	457492	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_ASSEMBLY:EXTEND_MEGAHIT:MAP_READS_CONTIGS:BWAMEM2_INDEX (Robb_megahit.contigs.fa.gz)	CACHED	0	2025-11-06 17:27:46.564	3s	2.3s	10.3%	8.8 MB	13.9 MB	531 KB	5.4 MB
72	48/1ba7e7	664334	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_ASSEMBLY:EXTEND_SPADES:CONTIG_INDEX (Robb)	CACHED	0	2025-11-06 18:59:37.360	2.6s	2s	213.8%	6.9 MB	212.1 MB	673 MB	5.6 KB
75	5b/4bb87e	486367	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_ASSEMBLY:PRINSEQ_CONTIG (Robb)	CACHED	0	2025-11-06 17:37:08.144	1.2s	1s	86.5%	4.6 MB	13.8 MB	1.2 MB	1.1 MB
73	22/d60196	777480	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTA_CONTIG_CLUST:FASTA_BLAST_REFSEL:BLAST_BLASTN (Robb)	CACHED	0	2025-11-06 20:45:18.314	22m 1s	22m	278.4%	42.7 GB	44.6 GB	1.3 MB	3.4 MB
76	45/c51216	664997	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_ASSEMBLY:EXTEND_SPADES:CONTIG_IDXSTATS (Robb)	CACHED	0	2025-11-06 18:59:40.977	953ms	0ms	23.2%	3.6 MB	7.9 MB	210.9 KB	5.3 KB
74	6e/ee2ae9	646467	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_ASSEMBLY:EXTEND_MEGAHIT:MAP_READS_CONTIGS:BWAMEM2_MEM (Robb)	CACHED	0	2025-11-06 18:47:32.271	5m 39s	5m 37s	1144.4%	5.9 GB	18.2 GB	3.5 GB	3.5 GB
77	5d/d57806	654040	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_ASSEMBLY:EXTEND_MEGAHIT:CONTIG_INDEX (Robb)	CACHED	0	2025-11-06 18:53:12.066	3.6s	3s	168.1%	7.8 MB	212.6 MB	693.5 MB	165.1 KB
78	5a/e12745	654739	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_ASSEMBLY:EXTEND_MEGAHIT:CONTIG_IDXSTATS (Robb)	CACHED	0	2025-11-06 18:53:16.693	1.2s	0ms	17.9%	3.5 MB	6.7 MB	370.3 KB	59.2 KB
79	56/b07f89	492379	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTA_CONTIG_CLUST:FASTA_BLAST_REFSEL:BLAST_FILTER (Robb)	CACHED	0	2025-11-18 15:37:04.080	26.1s	25.4s	124.7%	110.6 MB	9.3 GB	7.5 GB	5 MB
80	58/bdca6a	511937	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTA_CONTIG_CLUST:FASTA_CONTIG_PRECLUST:KAIJU_CONTIG (Robb)	CACHED	0	2025-11-18 15:40:59.956	1m 22s	1m 22s	81.9%	67.7 GB	68.8 GB	66.5 GB	946.3 KB
81	4b/80c90a	497404	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTA_CONTIG_CLUST:FASTA_CONTIG_PRECLUST:KRAKEN2_CONTIG (Robb)	CACHED	0	2025-11-18 15:37:31.177	1.2s	591ms	102.5%	5.2 MB	12 MB	551.5 MB	606.2 KB
82	7e/154d95	515494	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTA_CONTIG_CLUST:FASTA_CONTIG_PRECLUST:EXTRACT_PRECLUSTER (Robb)	CACHED	0	2025-11-18 15:42:23.370	19.2s	18s	114.5%	993.3 MB	10.1 GB	203.6 MB	4.1 MB
84	93/caf6b8	545608	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTA_CONTIG_CLUST:FASTA_FASTQ_CLUST:CDHIT_CDHITEST (Robb_taxid11646)	CACHED	0	2025-11-18 15:52:10.582	806ms	0ms	101.8%	3.7 MB	11.5 MB	111.1 KB	11.1 KB
85	99/af1ab3	546502	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTA_CONTIG_CLUST:FASTA_FASTQ_CLUST:CDHIT_CDHITEST (Robb_taxid11676)	CACHED	0	2025-11-18 15:52:11.396	1.8s	2s	228.2%	157.5 MB	492.3 MB	3 MB	190.4 KB
83	4d/e18036	545950	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTA_CONTIG_CLUST:FASTA_FASTQ_CLUST:CDHIT_CDHITEST (Robb_taxid0)	CACHED	0	2025-11-18 15:52:10.956	805ms	0ms	103.4%	3.7 MB	11.5 MB	102.1 KB	8 KB
36	05/52f945	890880	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:CONSENSUS_QC:QUAST_QC (Eddard_cl20)	COMPLETED	0	2025-11-18 15:54:26.708	10.6s	9.1s	125.0%	106.7 MB	9.5 GB	2 GB	4.1 MB
63	26/e34675	893525	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:ALIGN_COLLAPSE_CONTIGS:MINIMAP2_CONTIG_ALIGN (Catelyn_cl24)	COMPLETED	0	2025-11-18 15:54:37.351	1.1s	414ms	123.4%	22.5 MB	9.5 GB	2.5 MB	1.4 MB
87	2e/136a3f	894057	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:ALIGN_COLLAPSE_CONTIGS:IVAR_CONTIG_CONSENSUS (Catelyn_cl24)	COMPLETED	0	2025-11-18 15:54:38.449	818ms	1s	112.8%	9.1 MB	19.4 MB	4.5 MB	6.2 MB
88	3d/c451ff	894611	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:ALIGN_COLLAPSE_CONTIGS:RENAME_FASTA_HEADER_CONTIG_CONSENSUS (Catelyn_cl24)	COMPLETED	0	2025-11-18 15:54:39.292	616ms	32ms	69.2%	0	0	119.8 KB	10.7 KB
89	1a/1aa5ab	894878	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_FASTA_ITERATIVE_CONSENSUS:ITERATION_1:SAMTOOLS_FAIDX (Catelyn_cl24_consensus.fasta)	COMPLETED	0	2025-11-18 15:54:39.956	925ms	0ms	17.7%	3.5 MB	7.8 MB	154.3 KB	5 KB
90	1b/305c1a	894885	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_FASTA_ITERATIVE_CONSENSUS:ITERATION_1:MAP_READS:BWAMEM2_INDEX (Catelyn_cl24_consensus.fasta)	COMPLETED	0	2025-11-18 15:54:39.963	2.8s	2.1s	4.2%	10.7 MB	33.2 MB	143.5 KB	51.5 KB
93	5b/e740de	479527	NFCORE_VIRALMETAGENOME:VIRALMETAGENOME:FASTQ_ASSEMBLY:SPADES (Jon)	CACHED	0	2025-11-06 17:33:58.662	14m 13s	14m 11s	707.4%	7.7 GB	13.6 GB	6.6 GB	41.5 GB
