Accession,Organism_Name,GenBank_RefSeq,Assembly,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
KX547473,West Nile virus,GenBank,set:KX547473,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),10787,complete,,,,"USA: Erie Co., NY",USA,NY,Culex,,2013-07-17,,PRJNA262930,"West Nile virus strain WNV-1/Culex/USA/13141233/2013, complete genome"
EF631077,West Nile virus,GenBank,set:EF631077,,"Bertolotti,L., Walker,E.D., Brawn,J., Ruiz,M.O., Hamer,G.L., Loss,S., Kitron,U., Goldberg,T.L.","University of Illinois at Urbana Champaign, Department of Pathobiology",USA,2008-05-31,CpHs14,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),1575,partial,,,,"USA: Illinois, Cook County",USA,IL,Culex pipiens,,2005-07-28,,,"West Nile virus isolate CpHs14 polyprotein gene, partial cds"
KJ501126,West Nile virus,GenBank,set:KJ501126,,"Newman,R.M., Zody,M.C., Reisen,W., Ebel,G., Brault,A., Duggal,N., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., Fitzgerald,M., McCowan,C., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Ireland,A., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,2014-06-30,WNV-1/US/BID-V7415/2007,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),10989,complete,,,,USA,USA,,Culicidae,pooled insects,2007,,PRJNA31237,"West Nile virus isolate WNV-1/US/BID-V7415/2007, complete genome"
HA075012,West Nile virus,GenBank,set:HA075012,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 13723 from Patent WO2002068637
HA074140,West Nile virus,GenBank,set:HA074140,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 12851 from Patent WO2002068637
HA066303,West Nile virus,GenBank,set:HA066303,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 5014 from Patent WO2002068637
HA063063,West Nile virus,GenBank,set:HA063063,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 1774 from Patent WO2002068637
HA066068,West Nile virus,GenBank,set:HA066068,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 4779 from Patent WO2002068637
HA065382,West Nile virus,GenBank,set:HA065382,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 4093 from Patent WO2002068637
OQ721722,West Nile virus,GenBank,,,"Grubaugh,N., Matteson,N., Gangavarupa,K., Balasuriya,U., Christofferson,R., Harden,T., Mekuria,Z., Peak,L., Roy,A., Strother,K., Andersen,K.","The Scripps Research Institute, Department of Immunology and Microbiology",USA,2023-08-02,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),10302,partial,,,,"USA: WBR, Louisiana",USA,LA,Culex quinquefasciatus,pooled insects,2018-08-02,,PRJNA472981,"West Nile virus strain WNV/mosquito/WBR-LA-USA/2018-08-02/W1337, partial genome"
HA073238,West Nile virus,GenBank,set:HA073238,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 11949 from Patent WO2002068637
FZ413115,West Nile virus,GenBank,set:FZ413115,,"Linnen,J.M., Pollner,R.B., Wu,W., Darby,P.M., Dennis,G.G.",,,2011-04-27,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),21,partial,,,,,,,,,,,,JP 2011015687-A/9: Compositions and Methods for Detecting West Nile Virus
HA062071,West Nile virus,GenBank,set:HA062071,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 782 from Patent WO2002068637
HA070426,West Nile virus,GenBank,set:HA070426,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 9137 from Patent WO2002068637
HA065416,West Nile virus,GenBank,set:HA065416,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 4127 from Patent WO2002068637
HA071104,West Nile virus,GenBank,set:HA071104,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 9815 from Patent WO2002068637
OQ721828,West Nile virus,GenBank,,,"Grubaugh,N., Matteson,N., Gangavarupa,K., Barker,C., Wheeler,S., Fang,Y., Coffey,L., Reisen,W., Andersen,K.","The Scripps Research Institute, Department of Immunology and Microbiology",USA,2023-08-02,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),10302,partial,,,,"USA: Yolo, California",USA,CA,Culex tarsalis,pooled insects,2016-08-05,,PRJNA472981,"West Nile virus strain WNV/mosquito/Yolo-CA-USA/2016-08-05/W0717, partial genome"
HA075592,West Nile virus,GenBank,set:HA075592,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 14303 from Patent WO2002068637
HA067960,West Nile virus,GenBank,set:HA067960,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 6671 from Patent WO2002068637
HA062382,West Nile virus,GenBank,set:HA062382,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 1093 from Patent WO2002068637
HA073990,West Nile virus,GenBank,set:HA073990,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 12701 from Patent WO2002068637
HA068613,West Nile virus,GenBank,set:HA068613,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 7324 from Patent WO2002068637
JC601637,West Nile virus,GenBank,set:JC601637,,"AZZAZY,H.M.E., SAMIR,T.M., SHAWKY,S.M.",,,2014-09-11,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),20,partial,,,,,,,,,,,,Sequence 542 from Patent EP2694685
HA075256,West Nile virus,GenBank,set:HA075256,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 13967 from Patent WO2002068637
OZ201839,West Nile virus,GenBank,,,"Feriancek,N.M., Breban,M.I., Bourgikos,E., Bransfield,A., Armstrong,P.M., Vogels,C.B., Grubaugh,N.D.","Yale School of Public Health, New Haven, CT",USA,2024-11-07,MF51G-8-20-Cxp,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),11029,partial,,main,,USA:Connecticut,USA,CT,Culex pipiens,,2018-08-20,SAMEA116354619,PRJEB80643,"West Nile virus isolate MF51G-8-20-Cxp genome assembly, segment: main"
HA066821,West Nile virus,GenBank,set:HA066821,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 5532 from Patent WO2002068637
HA062355,West Nile virus,GenBank,set:HA062355,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 1066 from Patent WO2002068637
HA070132,West Nile virus,GenBank,set:HA070132,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 8843 from Patent WO2002068637
KM212941,West Nile virus,GenBank,set:KM212941,,"Lopez,R.H., Soto,S.U., Gallego-Gomez,J.C., Hoyos-Lopez,R., Uribe,S., Gallego-Gomez,J.","Universidad de Antioquia, Facultad de Medicina",Colombia,2015-06-02,CDCCA4-12,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),1186,partial,,,1,"Colombia: San Bernardo del Viento, Cordoba",Colombia,,Culex erraticus,,2012-09-25,,,"West Nile virus isolate CDCCA4-12 non-structural protein 5 gene, partial cds"
HA063149,West Nile virus,GenBank,set:HA063149,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 1860 from Patent WO2002068637
HA071187,West Nile virus,GenBank,set:HA071187,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 9898 from Patent WO2002068637
DJ016243,West Nile virus,GenBank,set:DJ016243,,"Derby,P.M., Dennis,G.G., Wu,W., Pohlner,R.B., Linne,J.M.",,,2007-12-06,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),23,partial,,,,,,,,,,,,Compositions and Methods for Detecting West Nile Virus
KX547261,West Nile virus,GenBank,set:KX547261,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),10787,complete,,,,"USA: Queens Co., NY",USA,NY,Passer domesticus,,2002-09-04,,PRJNA262930,"West Nile virus strain WNV-1/Passer domesticus/USA/02003630/2002, complete genome"
HA064081,West Nile virus,GenBank,set:HA064081,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 2792 from Patent WO2002068637
DQ010354,West Nile virus,GenBank,set:DQ010354,,"Jerzak,G., Bernard,K.A., Kramer,L.D., Ebel,G.D., Jerzak,G.A.","The Arbovirus Laboratories, NYS Dept. of Health Wadsworth Center",USA,2005-07-26,36030191,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),1931,partial,,,1,"USA: Suffolk Couunty, NY",USA,NY,Culex,,,,,"West Nile virus isolate 36030191 polyprotein gene, partial cds"
KJ725259,West Nile virus,GenBank,set:KJ725259,,"Bhide,K., Dolinska,S., Csank,T., Pistl,J., Bhide,M.","University of Veterinary Medicine and Pharmacy, Department of Microbiology and Immunology",Slovakia,2014-07-15,WNV SK 14,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),353,partial,,,,Slovakia,Slovakia,,Aves,,2013,,,"West Nile virus isolate WNV SK 14 NS5 gene, partial cds"
KC883770,West Nile virus,GenBank,set:KC883770,,"Phillips,J.E., Stallknecht,D.E., Perkins,T.A., McClure,N.S., Mead,D.G., Perkins,A.T., Mead,D.","University of Georgia, Southeastern Cooperative Wildlife Disease Study",USA,2014-05-01,LWN-09-824,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),2004,partial,,,1,USA,USA,,Culex quinquefasciatus,,2009-08-18,,,"West Nile virus isolate LWN-09-824 polyprotein gene, partial cds"
HA069332,West Nile virus,GenBank,set:HA069332,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 8043 from Patent WO2002068637
PP533500,West Nile virus,GenBank,,,"Dinu,S., Stancu,I.G., Cotar,A.I., Ceianu,C.S., Pintilie,G.V., Karpathakis,I., Falcuta,E., Csutak,O., Prioteasa,F.L., Tiron,G.V.","National Military Medical Institute for Research and Development, Molecular Epidemiology for Communicable Diseases Laboratory",Romania,2024-11-05,RO_moTV200/2019,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),657,partial,,,1,Romania,Romania,,Culex pipiens,pooled insects,2019,,,"West Nile virus isolate RO_moTV200/2019 polyprotein gene, partial cds"
HA068140,West Nile virus,GenBank,set:HA068140,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 6851 from Patent WO2002068637
HA075238,West Nile virus,GenBank,set:HA075238,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 13949 from Patent WO2002068637
HA072047,West Nile virus,GenBank,set:HA072047,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 10758 from Patent WO2002068637
HA072833,West Nile virus,GenBank,set:HA072833,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 11544 from Patent WO2002068637
HQ671683,West Nile virus,GenBank,set:HQ671683,,"Henn,M.R., Newman,R.M., Brien,J., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Brien,J.D., Diamond,M.S., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,2011-03-12,WNV-1/Mus/BID-V5006/brain,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),10785,complete,,,,,,,Mus musculus,brain,,,PRJNA31237,"West Nile virus isolate WNV-1/Mus/BID-V5006/brain, complete genome"
HA061509,West Nile virus,GenBank,set:HA061509,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 220 from Patent WO2002068637
KF704147,West Nile virus,GenBank,set:KF704147,,"Plante,J.A., Burkhalter,K.L., Mann,B.R., Godsey,M.S. Jr., Mutebi,J.P., Beasley,D.W., Mutebi,J.-P.",Centers for Disease Control and Prevention,USA,2014-02-11,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),11008,complete,,,1,"USA: Glendale, Maricopa Co., AZ",USA,AZ,Culex quinquefasciatus,,2010-08-01,,,"West Nile virus strain AZ10-91, complete genome"
DJ331409,West Nile virus,GenBank,set:DJ331409,,"Bird,S.H.M., Giaman,T.M., Glenn,C.C.",,,2008-03-25,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),20,partial,,,,,,,,,,,,Oligonucleotides and Methods for Detection of West Nile Virus
HA063550,West Nile virus,GenBank,set:HA063550,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 2261 from Patent WO2002068637
DJ016268,West Nile virus,GenBank,set:DJ016268,,"Derby,P.M., Dennis,G.G., Wu,W., Pohlner,R.B., Linne,J.M.",,,2007-12-06,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),15,partial,,,,,,,,,,,,Compositions and Methods for Detecting West Nile Virus
JF719069,West Nile virus,GenBank,set:JF719069,,"Sotelo,E., Fernandez-Pinero,J., Llorente,F., Vazquez,A., Moreno,A., Aguero,M., Cordioli,P., Tenorio,A., Jimenez-Clavero,M.A.",Centro de Investigacion en Sanidad Animal (CISA-INIA),Spain,2011-08-02,Spain/2010/H-1b,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),10990,complete,,,1,Spain,Spain,,Equus caballus,brain,2010-08,,,"West Nile virus isolate Spain/2010/H-1b, complete genome"
HA061597,West Nile virus,GenBank,set:HA061597,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 308 from Patent WO2002068637
HV569098,West Nile virus,GenBank,set:HV569098,,"Gierman,T.M., Burde,S.H.M., Glenn,C.C.",,,2012-05-31,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),20,partial,,,,,,,,,,,,JP 2012024101-A/6: Oligonucleotides and Methods for Detection of West Nile Virus
MH507637,West Nile virus,GenBank,set:MH507637,,"Grubaugh,N., Grewal,S., Matteson,N.L., Gangavarapu,K., Gurfield,N., Andersen,K.","The Scripps Research Institute, Department of Immunology and Microbiology",USA,2019-01-20,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),10302,partial,,,,"USA: Valley_Center,California",USA,CA,Corvus brachyrhynchos,tissue,2008-09-18,,PRJNA472981,"West Nile virus strain WNV/bird/Valley_Center_CA_USA/2008-09-18/W037, partial genome"
OX442285,West Nile virus,GenBank,,,,"Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493",Germany,2023-03-02,ED-I-238-20,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),10978,complete,,,,Germany,Germany,,Accipiter gentilis,,2020-08-31,SAMEA14501125,PRJEB47687,"West Nile virus isolate ED-I-238-20 genome assembly, complete genome: monopartite"
HA067029,West Nile virus,GenBank,set:HA067029,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 5740 from Patent WO2002068637
OK573271,West Nile virus,GenBank,,SRR10017190,"Rios,M., Fares-Gusmao,R., Volkova,E., Grinev,A., Assis,F., Chancey,C., Ok,S., Rocha,B., Sippert,E., Tallon,L., Sadzewicz,L., Vavikolanu,K., Mehta,A., Aluvathingal,J., Nadendla,S., Yan,Y., Sichtig,H.","US Food and Drug Administration, Center for Devices and Radiological Health",USA,2022-07-30,BSL107-12,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),11038,partial,,,,USA: MD,USA,MD,Homo sapiens,,,SAMN11077966,PRJNA231221,UNVERIFIED: West Nile virus FDA:FDAARGOS_821 genomic sequence
HA066237,West Nile virus,GenBank,set:HA066237,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 4948 from Patent WO2002068637
HA071634,West Nile virus,GenBank,set:HA071634,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 10345 from Patent WO2002068637
HA069683,West Nile virus,GenBank,set:HA069683,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 8394 from Patent WO2002068637
KX547359,West Nile virus,GenBank,set:KX547359,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),10787,complete,,,,"USA: Nassau Co., NY",USA,NY,Corvus brachyrhynchos,,2006-08-14,,PRJNA262930,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/06VER01340/2006, complete genome"
HA068914,West Nile virus,GenBank,set:HA068914,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 7625 from Patent WO2002068637
HA074512,West Nile virus,GenBank,set:HA074512,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 13223 from Patent WO2002068637
OQ721509,West Nile virus,GenBank,,,"Grubaugh,N., Matteson,N., Gangavarupa,K., Balasuriya,U., Christofferson,R., Harden,T., Mekuria,Z., Peak,L., Roy,A., Strother,K., Andersen,K.","The Scripps Research Institute, Department of Immunology and Microbiology",USA,2023-08-02,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),10302,partial,,,,"USA: Caddo, Louisiana",USA,LA,Culex quinquefasciatus,pooled insects,2017-08-04,,PRJNA472981,"West Nile virus strain WNV/mosquito/Caddo-LA-USA/2017-08-04/W1375, partial genome"
HA074555,West Nile virus,GenBank,set:HA074555,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 13266 from Patent WO2002068637
HA061554,West Nile virus,GenBank,set:HA061554,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 265 from Patent WO2002068637
HA066844,West Nile virus,GenBank,set:HA066844,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 5555 from Patent WO2002068637
HA069550,West Nile virus,GenBank,set:HA069550,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 8261 from Patent WO2002068637
