index	sample	cluster	step	(annotation) subject	(annotation) pident	(annotation) qlen	(annotation) slen	(annotation) length	(annotation) mismatch	(annotation) gapopen	(annotation) qstart	(annotation) qend	(annotation) sstart	(annotation) send	(annotation) evalue	(annotation) bitscore	(annotation) name	(annotation) level	(annotation) typing	(annotation) species	(annotation) taxid	(annotation) acronym	(annotation) acid	(annotation) circular	(annotation) segment	(annotation) host	(annotation) % contig aligned	(blast) subject	(blast) subject title	(blast) pident	(blast) qlen	(blast) slen	(blast) length	(blast) mismatch	(blast) gapopen	(blast) qstart	(blast) qend	(blast) sstart	(blast) send	(blast) evalue	(blast) bitscore	(checkv) contig_length	(checkv) provirus	(checkv) gene_count	(checkv) viral_genes	(checkv) host_genes	(checkv) checkv_quality	(checkv) miuvig_quality	(checkv) completeness	(checkv) completeness_method	(checkv) contamination	(checkv) kmer_freq	(cluster) centroid	(cluster) number of members	(cluster) cumulative read depth - spades [%]	(cluster) cumulative read depth - megahit [%]	(cluster) cumulative read depth - trinity [%]	(cluster) members	(quast) # N's	(quast) % N's	(quast) # N's per 100 kbp	(samtools Raw) total length	(samtools Raw) average length	(samtools Raw) average quality	(samtools Raw) error rate	(samtools Raw) mismatches	(samtools Raw) reads MQ0	(samtools Raw) reads mapped (R1+R2)	(samtools Raw) reads mapped %	(samtools Raw) reads unmapped (R1+R2)	(samtools Raw) reads unmapped %	(samtools Raw) reads QC failed	(samtools Raw) reads QC failed %	(samtools Raw) reads paired	(samtools Raw) reads paired %	(samtools Raw) reads properly paired	(samtools Raw) reads properly paired %	(samtools Raw) reads duplicated	(samtools Raw) reads duplicated %	(samtools Raw) non primary alignments	(samtools Raw) supplementary alignments	(samtools Raw) outward oriented pairs	(samtools Raw) inward oriented pairs	(samtools Raw) insert size average	(samtools Raw) insert size standard deviation	(samtools Raw) bases mapped	(samtools Raw) bases mapped cigar	(samtools Raw) bases trimmed	(samtools Raw) bases duplicated	(umitools) mapped reads (R1,R2)	(umitools) removed reads (R1,R2)	(umitools) deduplicated reads (R1,R2)	(umitools) positions deduplicated	(umitools) max UMI per position	(umitools) mean UMI per position	(umitools) total UMIs	(umitools) % passing	(umitools) unique UMIs	(samtools Post-dedup) total length	(samtools Post-dedup) average length	(samtools Post-dedup) average quality	(samtools Post-dedup) error rate	(samtools Post-dedup) mismatches	(samtools Post-dedup) reads MQ0	(samtools Post-dedup) reads mapped (R1+R2)	(samtools Post-dedup) reads mapped %	(samtools Post-dedup) reads unmapped (R1+R2)	(samtools Post-dedup) reads unmapped %	(samtools Post-dedup) reads QC failed	(samtools Post-dedup) reads QC failed %	(samtools Post-dedup) reads paired	(samtools Post-dedup) reads paired %	(samtools Post-dedup) reads properly paired	(samtools Post-dedup) reads properly paired %	(samtools Post-dedup) reads duplicated	(samtools Post-dedup) reads duplicated %	(samtools Post-dedup) non primary alignments	(samtools Post-dedup) supplementary alignments	(samtools Post-dedup) outward oriented pairs	(samtools Post-dedup) inward oriented pairs	(samtools Post-dedup) insert size average	(samtools Post-dedup) insert size standard deviation	(samtools Post-dedup) bases mapped	(samtools Post-dedup) bases mapped cigar	(samtools Post-dedup) bases trimmed	(samtools Post-dedup) bases duplicated	(ivar_variants) raw inserts	(ivar_variants) raw SNPs	(ivar_variants) raw deletions	(bcftools) number of indels	(bcftools) number of samples	(bcftools) number of SNPs	(bcftools) number of MNPs	(bcftools) number of no-ALTs	(bcftools) number of records	(bcftools) number of others	(bcftools) number of multiallelic sites	(bcftools) number of multiallelic SNP sites	(bcftools) number of transversions	(bcftools) transversion in 1st alternative	(bcftools) number of transitions	(bcftools) transistion in 1st alternative	(bcftools) transistions/transversions ratio	(bcftools) transition/transversion in 1st alternative	(bcftools) substitution T->C	(bcftools) substitution A->C	(bcftools) substitution C->A	(bcftools) substitution G->T	(bcftools) substitution A->T	(bcftools) substitution C->T	(bcftools) substitution T->G	(bcftools) substitution T->A	(bcftools) substitution G->C	(bcftools) substitution C->G	(bcftools) substitution G->A	(bcftools) substitution A->G	(general_stats) mosdepth Mean read depth	(general_stats) mosdepth Min read depth	(general_stats) mosdepth Max read depth	(general_stats) mosdepth Median read depth	(general_stats) mosdepth 1X coverage	(general_stats) mosdepth 5X coverage	(general_stats) mosdepth 10X coverage	(general_stats) mosdepth 50X coverage	(general_stats) mosdepth 100X coverage	(general_stats) mosdepth 200X coverage	(general_stats) mosdepth 500X coverage	(general_stats) mosdepth 750X coverage	(general_stats) mosdepth 1000X coverage	reference_distance	(checkv) warnings	(failed_mapped) mapped reads
LVE00167_cl0_it2	LVE00167	cl0	it2	KM822024:KM822024;	0.921	7235	7261	6636	524	0	7122	487	7141	506	0.0	4067	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	91.72	MH053570.1	MH053570.1 |Mammarenavirus lassaense isolate Lassa virus/H.sapiens-wt/NGA/2015/ISTH_0543 segment L Z protein (Z) and polymerase (L) genes, partial cds|L	93.281	7235.0	7235.0	1414.0	95.0	0.0	3858.0	5271.0	3858.0	5271.0	0.0	2095.0	7235.0	No	2.0	0.0	0.0	Not-determined	Genome-fragment			0.0	1.0	MH053570.1	14	36.39	26.83	0.0	k141_0,k141_1,k141_3,k141_6,NODE_2_length_1464_cov_20.941660,NODE_4_length_826_cov_32.753934,NODE_5_length_818_cov_17.299566,NODE_6_length_754_cov_45.440191,NODE_7_length_557_cov_18.286047,NODE_8_length_427_cov_7.116667,NODE_9_length_395_cov_35.391791,NODE_10_length_240_cov_14.539823,NODE_11_length_234_cov_44.252336,NODE_12_length_143_cov_44.062963	728.0	10.06	10062.2	1241997.0	158.0	33.4	0.002765205	1528.0	0.0	3318.0	42.13868427736856	4556.0	57.861315722631446	0.0	0.0	7874.0	100.0	3252.0	41.3004826009652	0.0	0.0	0.0	439.0	1202.0	425.0	160.1	97.9	564347.0	552581.0	0.0	0.0	1896.0	241.0	1655.0	1041.0	25.0	1.68	1895.0	87.29	800.0	499163.0	166.0	33.4	0.002545473	1221.0	0.0	3013.0	100.0	0.0	0.0	0.0	0.0	3013.0	100.0	2957.0	98.14138732160636	0.0	0.0	0.0	149.0	1108.0	367.0	155.5	96.5	499163.0	479675.0	0.0	0.0	1.0	55.0	2.0	3.0	1.0	55.0	0.0	0.0	58.0	0.0	0.0	0.0	27.0	27.0	20.0	20.0	0.74	0.74	8.0	1.0	6.0	6.0	1.0	3.0	2.0	3.0	5.0	3.0	4.0	5.0	40.17	0.0	173.0	34.0	90.0	90.0	86.0	33.0	5.0	0.0	0.0	0.0	0.0	LVE00167-8082	no viral genes detected	
LVE00167_cl1_it2	LVE00167	cl1	it2	KM821931:KM821931;	0.994	3399	3409	1713	10	0	3319	1607	3323	1611	0.0	1140	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	S	Human,Vertebrate	50.4	KU978811.1	KU978811.1 |Mammarenavirus lassaense isolate NIGERIA IKEJI segment S hypothetical protein (AVI30_00001) and pre-glycoprotein polyprotein GP complex (GPC) genes, complete cds|S	82.488	3399.0	3424.0	1736.0	300.0	4.0	1585.0	3318.0	1868.0	135.0	0.0	1520.0	3399.0	No	2.0	2.0	0.0	Low-quality	Genome-fragment	32.09	AAI-based (high-confidence)	0.0	1.0	k141_5	1	56.16	56.36	0.0	NODE_1_length_3399_cov_41.840159	7.0	0.24	235.36	1241997.0	158.0	33.4	0.001656123	1066.0	0.0	4305.0	54.6736093472187	3569.0	45.326390652781306	0.0	0.0	7874.0	100.0	4168.0	52.93370586741174	0.0	0.0	0.0	199.0	1841.0	287.0	141.8	86.3	646207.0	643672.0	0.0	0.0	2251.0	129.0	2122.0	1392.0	37.0	1.56	2251.0	94.27	1003.0	611815.0	148.0	33.4	0.00166579	1007.0	0.0	4137.0	100.0	0.0	0.0	0.0	0.0	4137.0	100.0	4014.0	97.02683103698332	0.0	0.0	0.0	55.0	1786.0	259.0	138.8	84.2	611815.0	604518.0	0.0	0.0	2.0	22.0	4.0	6.0	1.0	22.0	0.0	0.0	28.0	0.0	0.0	0.0	6.0	6.0	13.0	13.0	2.17	2.17	3.0	1.0	0.0	0.0	4.0	3.0	0.0	1.0	0.0	0.0	3.0	4.0	105.16	0.0	248.0	99.0	100.0	100.0	100.0	93.0	49.0	4.0	0.0	0.0	0.0	LVE00167-8082		
LVE00167_cl2_it2	LVE00167	cl2	it2	KM822075:KM822075;	0.984	1725	7184	1326	21	0	3	1328	1758	433	2.566e-294	899	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	76.87	MH053570.1	MH053570.1 |Mammarenavirus lassaense isolate Lassa virus/H.sapiens-wt/NGA/2015/ISTH_0543 segment L Z protein (Z) and polymerase (L) genes, partial cds|L	93.784	1725.0	7235.0	1303.0	81.0	0.0	1.0	1303.0	1790.0	488.0	0.0	1958.0	1725.0	No	1.0	1.0	0.0	Not-determined	Genome-fragment			0.0	1.0	k141_4	1	7.45	14.6	0.0	NODE_3_length_956_cov_18.899879	0.0	0.0	0.0	1241997.0	158.0	33.4	0.002413385	371.0	0.0	1128.0	14.325628651257302	6746.0	85.6743713487427	0.0	0.0	7874.0	100.0	1100.0	13.970027940055878	0.0	0.0	0.0	83.0	425.0	125.0	141.8	112.6	163862.0	153726.0	0.0	0.0	611.0	96.0	515.0	317.0	25.0	1.7	602.0	84.29	258.0	137861.0	138.0	33.4	0.00242483	315.0	0.0	1002.0	100.0	0.0	0.0	0.0	0.0	1002.0	100.0	992.0	99.00199600798403	0.0	0.0	0.0	12.0	395.0	100.0	134.3	109.2	137861.0	129906.0	0.0	0.0	2.0	13.0	1.0	3.0	1.0	13.0	0.0	0.0	16.0	0.0	0.0	0.0	11.0	11.0	2.0	2.0	0.18	0.18	0.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	2.0	4.0	1.0	1.0	47.31	5.0	105.0	48.0	100.0	100.0	95.0	46.0	2.0	0.0	0.0	0.0	0.0	LVE00167-8082		
LVE00167_cl0_it2	LVE00167	cl0	it2	KM821931:KM821931;	0.994	3388	3409	1713	10	0	3308	1596	3323	1611	0.0	1140	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	S	Human,Vertebrate	50.56	KM822099.1	KM822099.1 |Lassa virus strain LASV993-NIG-2009 segment S glycoprotein precursor (GPC) and nucleoprotein (NP) genes, complete cds|S	93.262	3388.0	3388.0	3384.0	228.0	0.0	5.0	3388.0	5.0	3388.0	0.0	5001.0	3388.0	No	2.0	2.0	0.0	Low-quality	Genome-fragment	31.99	AAI-based (high-confidence)	0.0	1.0	KM822099.1	2	56.16	56.36	0.0	NODE_1_length_3399_cov_41.840159,k141_5	11.0	0.35	354.19	1241997.0	158.0	33.4	0.001638626	1054.0	0.0	4305.0	54.6736093472187	3569.0	45.326390652781306	0.0	0.0	7874.0	100.0	4168.0	52.93370586741174	0.0	0.0	0.0	199.0	1841.0	287.0	141.8	86.3	646207.0	643222.0	0.0	0.0	2251.0	129.0	2122.0	1392.0	37.0	1.56	2251.0	94.27	1003.0	611815.0	148.0	33.4	0.001645428	994.0	0.0	4137.0	100.0	0.0	0.0	0.0	0.0	4137.0	100.0	4014.0	97.02683103698332	0.0	0.0	0.0	55.0	1786.0	259.0	138.8	84.2	611815.0	604098.0	0.0	0.0	1.0	21.0	3.0	4.0	1.0	21.0	0.0	0.0	25.0	0.0	0.0	0.0	6.0	6.0	13.0	13.0	2.17	2.17	3.0	1.0	0.0	0.0	4.0	3.0	0.0	1.0	0.0	0.0	3.0	4.0	105.38	0.0	248.0	99.0	100.0	100.0	100.0	93.0	49.0	4.0	0.0	0.0	0.0	LVE00167-9294		
LVE00167_cl1_it2	LVE00167	cl1	it2	KM821956:KM821956;	0.981	1725	7262	1326	25	0	3	1328	1805	480	2.566e-294	899	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	76.87															1725.0	No	1.0	1.0	0.0	Not-determined	Genome-fragment			0.0	1.0	k141_4	4	14.61	14.6	0.0	NODE_3_length_956_cov_18.899879,NODE_5_length_818_cov_17.299566,NODE_10_length_240_cov_14.539823,NODE_11_length_234_cov_44.252336	0.0	0.0	0.0	1241997.0	158.0	33.4	0.002413385	371.0	0.0	1128.0	14.325628651257302	6746.0	85.6743713487427	0.0	0.0	7874.0	100.0	1100.0	13.970027940055878	0.0	0.0	0.0	83.0	425.0	125.0	141.8	112.6	163862.0	153726.0	0.0	0.0	611.0	96.0	515.0	317.0	25.0	1.7	602.0	84.29	258.0	137861.0	138.0	33.4	0.00242483	315.0	0.0	1002.0	100.0	0.0	0.0	0.0	0.0	1002.0	100.0	992.0	99.00199600798403	0.0	0.0	0.0	12.0	395.0	100.0	134.3	109.2	137861.0	129906.0	0.0	0.0	2.0	13.0	1.0	3.0	1.0	13.0	0.0	0.0	16.0	0.0	0.0	0.0	11.0	11.0	2.0	2.0	0.18	0.18	0.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	2.0	4.0	1.0	1.0	47.31	5.0	105.0	48.0	100.0	100.0	95.0	46.0	2.0	0.0	0.0	0.0	0.0	LVE00167-9294		
LVE00167_cl2_it2	LVE00167	cl2	it2	KM821926:KM821926;	0.963	1571	7284	1398	52	0	1524	127	5289	3892	3.73e-289	886	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	88.99															1571.0	No	1.0	1.0	0.0	Not-determined	Genome-fragment			0.0	1.0	k141_6	1	6.44	6.24	0.0	NODE_2_length_1464_cov_20.941660	163.0	10.38	10375.56	1241997.0	158.0	33.4	0.002295849	211.0	0.0	479.0	6.083312166624333	7395.0	93.91668783337566	0.0	0.0	7874.0	100.0	472.0	5.994411988823978	0.0	0.0	0.0	58.0	148.0	88.0	188.5	85.9	92594.0	91905.0	0.0	0.0	263.0	27.0	236.0	145.0	12.0	1.74	262.0	89.73	125.0	86041.0	192.0	33.4	0.002238315	187.0	0.0	447.0	100.0	0.0	0.0	0.0	0.0	447.0	100.0	442.0	98.88143176733782	0.0	0.0	0.0	13.0	141.0	80.0	187.6	85.1	86041.0	83545.0	0.0	0.0	1.0	14.0	0.0	1.0	1.0	14.0	0.0	0.0	15.0	0.0	0.0	0.0	7.0	7.0	2.0	2.0	0.29	0.29	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	2.0	0.0	1.0	1.0	30.89	0.0	71.0	29.0	90.0	90.0	89.0	16.0	0.0	0.0	0.0	0.0	0.0	LVE00167-9294	low-confidence DTR	
LVE00167_cl3_it2	LVE00167	cl3	it2	KM822003:KM822003;	0.971	1334	7176	1251	36	0	84	1334	6664	5414	1.797e-263	808	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	93.78															1334.0	No	1.0	1.0	0.0	Not-determined	Genome-fragment			0.0	1.01	k141_3	2	8.45	8.5	0.0	NODE_4_length_826_cov_32.753934,NODE_7_length_557_cov_18.286047	0.0	0.0	0.0	1241997.0	158.0	33.4	0.001992515	230.0	0.0	655.0	8.318516637033275	7219.0	91.68148336296672	0.0	0.0	7874.0	100.0	654.0	8.305816611633224	0.0	0.0	0.0	69.0	267.0	60.0	161.1	76.6	118124.0	115432.0	0.0	0.0	367.0	39.0	328.0	198.0	19.0	1.77	367.0	89.37	170.0	106232.0	177.0	33.4	0.002125534	217.0	0.0	600.0	100.0	0.0	0.0	0.0	0.0	600.0	100.0	599.0	99.83333333333331	0.0	0.0	0.0	28.0	249.0	50.0	157.2	73.5	106232.0	102092.0	0.0	0.0	0.0	15.0	0.0	0.0	1.0	15.0	0.0	0.0	15.0	0.0	0.0	0.0	7.0	7.0	8.0	8.0	1.14	1.14	1.0	0.0	2.0	2.0	0.0	1.0	0.0	2.0	0.0	1.0	2.0	4.0	43.66	6.0	96.0	41.0	100.0	100.0	98.0	35.0	0.0	0.0	0.0	0.0	0.0	LVE00167-9294		
LVE00167_cl4_it2	LVE00167	cl4	it2	MK117898:MK117898;	0.991	1245	7255	1107	10	0	1202	96	3085	1979	4.312e-247	759	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	88.92															1245.0	No	2.0	2.0	0.0	Not-determined	Genome-fragment			0.0	1.0	k141_0	3	13.28	11.02	0.0	NODE_6_length_754_cov_45.440191,NODE_9_length_395_cov_35.391791,NODE_12_length_143_cov_44.062963	41.0	3.37	3373.49	1241997.0	158.0	33.4	0.004721817	760.0	0.0	906.0	11.506223012446023	6968.0	88.49377698755397	0.0	0.0	7874.0	100.0	862.0	10.947421894843789	0.0	0.0	0.0	130.0	276.0	155.0	189.4	131.9	166965.0	160955.0	0.0	0.0	524.0	81.0	443.0	280.0	9.0	1.68	524.0	84.54	211.0	145753.0	183.0	33.3	0.004773218	657.0	0.0	798.0	100.0	0.0	0.0	0.0	0.0	798.0	100.0	758.0	94.9874686716792	0.0	0.0	0.0	45.0	238.0	140.0	189.7	132.7	145753.0	137643.0	0.0	0.0	2.0	74.0	1.0	3.0	1.0	74.0	0.0	0.0	77.0	0.0	0.0	0.0	50.0	50.0	24.0	24.0	0.48	0.48	7.0	4.0	9.0	10.0	6.0	2.0	9.0	6.0	3.0	3.0	7.0	8.0	71.08	0.0	173.0	66.0	97.0	97.0	97.0	64.0	25.0	0.0	0.0	0.0	0.0	LVE00167-9294		
LVE00167_cl0_it2	LVE00167	cl0	it2	KM822024:KM822024;	0.925	7282	7261	6666	500	0	7140	475	7147	482	0.0	4108	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	91.54	acc|NEIGHBOR|KM821917.1|Lassa	acc|NEIGHBOR|KM821917.1|Lassa virus strain ISTH0073-NIG-2011 segment L Z protein (Z) and polymerase (L) genes, complete cds|Mammarenavirus lassaense|VRL|14-OCT-2014	96.371	7282.0	7255.0	1846.0	65.0	2.0	8.0	1851.0	8.0	1853.0	0.0	3037.0	7282.0	No	2.0	1.0	0.0	Not-determined	Genome-fragment			0.0	1.0	acc-NEIGHBOR-KM821926.1-Lassa	17	43.84	43.64	0.0	k141_0,k141_1,k141_2,k141_3,k141_6,k141_4,NODE_2_length_1464_cov_20.941660,NODE_3_length_956_cov_18.899879,NODE_4_length_826_cov_32.753934,NODE_5_length_818_cov_17.299566,NODE_6_length_754_cov_45.440191,NODE_7_length_557_cov_18.286047,NODE_8_length_427_cov_7.116667,NODE_9_length_395_cov_35.391791,NODE_10_length_240_cov_14.539823,NODE_11_length_234_cov_44.252336,NODE_12_length_143_cov_44.062963	424.0	5.82	5822.58	1241997.0	158.0	33.4	0.002550544	1446.0	0.0	3371.0	42.81178562357125	4503.0	57.188214376428746	0.0	0.0	7874.0	100.0	3316.0	42.11328422656845	0.0	0.0	0.0	440.0	1273.0	386.0	162.2	99.6	568352.0	566938.0	0.0	0.0	1918.0	221.0	1697.0	1080.0	25.0	1.66	1917.0	88.48	806.0	508188.0	165.0	33.4	0.002643742	1311.0	0.0	3089.0	100.0	0.0	0.0	0.0	0.0	3089.0	100.0	3040.0	98.41372612495954	0.0	0.0	0.0	154.0	1185.0	334.0	157.4	98.0	508188.0	495888.0	0.0	0.0	3.0	71.0	3.0	6.0	1.0	71.0	0.0	0.0	77.0	0.0	0.0	0.0	38.0	38.0	27.0	27.0	0.71	0.71	8.0	2.0	6.0	5.0	2.0	7.0	5.0	4.0	11.0	3.0	7.0	5.0	41.38	0.0	173.0	34.0	94.0	94.0	90.0	34.0	5.0	0.0	0.0	0.0	0.0	LVE00167-RVDB		
LVE00167_cl1_it2	LVE00167	cl1	it2	KM821931:KM821931;	0.994	3408	3409	1713	10	0	3322	1610	3323	1611	0.0	1140	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	S	Human,Vertebrate	50.26	acc|NEIGHBOR|KM822008.1|Lassa	acc|NEIGHBOR|KM822008.1|Lassa virus strain LASV045-NIG-2009 segment S glycoprotein precursor (GPC) and nucleoprotein (NP) genes, complete cds|Mammarenavirus lassaense|VRL|14-OCT-2014	97.013	3408.0	3387.0	3381.0	101.0	0.0	19.0	3399.0	7.0	3387.0	0.0	5699.0	3408.0	No	2.0	2.0	0.0	Low-quality	Genome-fragment	32.18	AAI-based (high-confidence)	0.0	1.0	acc-NEIGHBOR-KM822041.1-Lassa	2	56.16	56.36	0.0	k141_5,NODE_1_length_3399_cov_41.840159	32.0	0.94	938.97	1241997.0	158.0	33.4	0.001640183	1055.0	0.0	4305.0	54.6736093472187	3569.0	45.326390652781306	0.0	0.0	7874.0	100.0	4168.0	52.93370586741174	0.0	0.0	0.0	199.0	1841.0	287.0	141.8	86.3	646207.0	643221.0	0.0	0.0	2251.0	129.0	2122.0	1392.0	37.0	1.56	2251.0	94.27	1003.0	611815.0	148.0	33.4	0.001648742	996.0	0.0	4137.0	100.0	0.0	0.0	0.0	0.0	4137.0	100.0	4014.0	97.02683103698332	0.0	0.0	0.0	55.0	1786.0	259.0	138.8	84.2	611815.0	604097.0	0.0	0.0	1.0	21.0	3.0	4.0	1.0	21.0	0.0	0.0	25.0	0.0	0.0	0.0	6.0	6.0	13.0	13.0	2.17	2.17	3.0	1.0	0.0	0.0	4.0	3.0	0.0	1.0	0.0	0.0	3.0	4.0	104.76	0.0	248.0	99.0	99.0	99.0	99.0	93.0	49.0	4.0	0.0	0.0	0.0	LVE00167-RVDB		
LVE00167_cl0_it2	LVE00167	cl0	it2	KM821931:KM821931;	0.994	3396	3409	1713	10	0	3314	1602	3323	1611	0.0	1140	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	S	Human,Vertebrate	50.44	MH887842.1	MH887842.1 |Mammarenavirus lassaense isolate H.sapiens-wt/NGA/2018/LASV0097-EDO-2017 glycoprotein precursor (GPC) and nucleoprotein (NP) genes, complete cds|S	96.986	3396.0	3396.0	3384.0	102.0	0.0	11.0	3394.0	11.0	3394.0	0.0	5699.0	3396.0	No	2.0	2.0	0.0	Low-quality	Genome-fragment	32.07	AAI-based (high-confidence)	0.0	1.0	MH887842.1	2	56.16	56.36	0.0	NODE_1_length_3399_cov_41.840159,k141_5	18.0	0.56	559.48	1241997.0	158.0	33.4	0.001641663	1056.0	0.0	4305.0	54.6736093472187	3569.0	45.326390652781306	0.0	0.0	7874.0	100.0	4168.0	52.93370586741174	0.0	0.0	0.0	199.0	1841.0	287.0	141.8	86.3	646207.0	643250.0	0.0	0.0	2251.0	129.0	2122.0	1392.0	37.0	1.56	2251.0	94.27	1003.0	611815.0	148.0	33.4	0.001648668	996.0	0.0	4137.0	100.0	0.0	0.0	0.0	0.0	4137.0	100.0	4014.0	97.02683103698332	0.0	0.0	0.0	55.0	1786.0	259.0	138.8	84.2	611815.0	604124.0	0.0	0.0	1.0	21.0	3.0	4.0	1.0	21.0	0.0	0.0	25.0	0.0	0.0	0.0	6.0	6.0	13.0	13.0	2.17	2.17	3.0	1.0	0.0	0.0	4.0	3.0	0.0	1.0	0.0	0.0	3.0	4.0	105.14	0.0	248.0	99.0	100.0	99.0	99.0	93.0	49.0	4.0	0.0	0.0	0.0	LVE00167-9698		
LVE00167_cl1_it2	LVE00167	cl1	it2	KM822024:KM822024;	0.984	1725	7261	1326	21	0	3	1328	1807	482	1.872e-294	899	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	76.87															1725.0	No	1.0	1.0	0.0	Not-determined	Genome-fragment			0.0	1.0	k141_4	4	14.61	14.6	0.0	NODE_3_length_956_cov_18.899879,NODE_5_length_818_cov_17.299566,NODE_10_length_240_cov_14.539823,NODE_11_length_234_cov_44.252336	0.0	0.0	0.0	1241997.0	158.0	33.4	0.002413385	371.0	0.0	1128.0	14.325628651257302	6746.0	85.6743713487427	0.0	0.0	7874.0	100.0	1100.0	13.970027940055878	0.0	0.0	0.0	83.0	425.0	125.0	141.8	112.6	163862.0	153726.0	0.0	0.0	611.0	96.0	515.0	317.0	25.0	1.7	602.0	84.29	258.0	137861.0	138.0	33.4	0.00242483	315.0	0.0	1002.0	100.0	0.0	0.0	0.0	0.0	1002.0	100.0	992.0	99.00199600798403	0.0	0.0	0.0	12.0	395.0	100.0	134.3	109.2	137861.0	129906.0	0.0	0.0	2.0	13.0	1.0	3.0	1.0	13.0	0.0	0.0	16.0	0.0	0.0	0.0	11.0	11.0	2.0	2.0	0.18	0.18	0.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	2.0	4.0	1.0	1.0	47.31	5.0	105.0	48.0	100.0	100.0	95.0	46.0	2.0	0.0	0.0	0.0	0.0	LVE00167-9698		
LVE00167_cl2_it2	LVE00167	cl2	it2	KM821926:KM821926;	0.963	1571	7284	1398	52	0	1524	127	5289	3892	3.73e-289	886	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	88.99															1571.0	No	1.0	1.0	0.0	Not-determined	Genome-fragment			0.0	1.0	k141_6	1	6.44	6.24	0.0	NODE_2_length_1464_cov_20.941660	163.0	10.38	10375.56	1241997.0	158.0	33.4	0.002295849	211.0	0.0	479.0	6.083312166624333	7395.0	93.91668783337566	0.0	0.0	7874.0	100.0	472.0	5.994411988823978	0.0	0.0	0.0	58.0	148.0	88.0	188.5	85.9	92594.0	91905.0	0.0	0.0	263.0	27.0	236.0	145.0	12.0	1.74	262.0	89.73	125.0	86041.0	192.0	33.4	0.002238315	187.0	0.0	447.0	100.0	0.0	0.0	0.0	0.0	447.0	100.0	442.0	98.88143176733782	0.0	0.0	0.0	13.0	141.0	80.0	187.6	85.1	86041.0	83545.0	0.0	0.0	1.0	14.0	0.0	1.0	1.0	14.0	0.0	0.0	15.0	0.0	0.0	0.0	7.0	7.0	2.0	2.0	0.29	0.29	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	2.0	0.0	1.0	1.0	30.89	0.0	71.0	29.0	90.0	90.0	89.0	16.0	0.0	0.0	0.0	0.0	0.0	LVE00167-9698	low-confidence DTR	
LVE00167_cl3_it2	LVE00167	cl3	it2	KM822003:KM822003;	0.971	1334	7176	1251	36	0	84	1334	6664	5414	1.797e-263	808	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	93.78															1334.0	No	1.0	1.0	0.0	Not-determined	Genome-fragment			0.0	1.01	k141_3	2	8.45	8.5	0.0	NODE_4_length_826_cov_32.753934,NODE_7_length_557_cov_18.286047	0.0	0.0	0.0	1241997.0	158.0	33.4	0.001992515	230.0	0.0	655.0	8.318516637033275	7219.0	91.68148336296672	0.0	0.0	7874.0	100.0	654.0	8.305816611633224	0.0	0.0	0.0	69.0	267.0	60.0	161.1	76.6	118124.0	115432.0	0.0	0.0	367.0	39.0	328.0	198.0	19.0	1.77	367.0	89.37	170.0	106232.0	177.0	33.4	0.002125534	217.0	0.0	600.0	100.0	0.0	0.0	0.0	0.0	600.0	100.0	599.0	99.83333333333331	0.0	0.0	0.0	28.0	249.0	50.0	157.2	73.5	106232.0	102092.0	0.0	0.0	0.0	15.0	0.0	0.0	1.0	15.0	0.0	0.0	15.0	0.0	0.0	0.0	7.0	7.0	8.0	8.0	1.14	1.14	1.0	0.0	2.0	2.0	0.0	1.0	0.0	2.0	0.0	1.0	2.0	4.0	43.66	6.0	96.0	41.0	100.0	100.0	98.0	35.0	0.0	0.0	0.0	0.0	0.0	LVE00167-9698		
