"index"	"sample"	"cluster"	"step"	"(annotation) subject"	"(annotation) pident"	"(annotation) qlen"	"(annotation) slen"	"(annotation) length"	"(annotation) mismatch"	"(annotation) gapopen"	"(annotation) qstart"	"(annotation) qend"	"(annotation) sstart"	"(annotation) send"	"(annotation) evalue"	"(annotation) bitscore"	"(annotation) name"	"(annotation) level"	"(annotation) typing"	"(annotation) species"	"(annotation) taxid"	"(annotation) acronym"	"(annotation) acid"	"(annotation) circular"	"(annotation) segment"	"(annotation) host"	"(annotation) % contig aligned"	"(blast) subject"	"(blast) subject title"	"(blast) pident"	"(blast) qlen"	"(blast) slen"	"(blast) length"	"(blast) mismatch"	"(blast) gapopen"	"(blast) qstart"	"(blast) qend"	"(blast) sstart"	"(blast) send"	"(blast) evalue"	"(blast) bitscore"	"(cluster) taxon-id"	"(cluster) centroid"	"(cluster) number of members"	"(cluster) cumulative read depth - spades [%]"	"(cluster) cumulative read depth - megahit [%]"	"(cluster) cumulative read depth - trinity [%]"	"(cluster) members"	"(quast) # N's"	"(quast) % N's"	"(quast) # N's per 100 kbp"	"(samtools Raw) total length"	"(samtools Raw) average length"	"(samtools Raw) average quality"	"(samtools Raw) error rate"	"(samtools Raw) mismatches"	"(samtools Raw) reads MQ0"	"(samtools Raw) reads mapped (R1+R2)"	"(samtools Raw) reads mapped %"	"(samtools Raw) reads unmapped (R1+R2)"	"(samtools Raw) reads unmapped %"	"(samtools Raw) reads QC failed"	"(samtools Raw) reads QC failed %"	"(samtools Raw) reads paired"	"(samtools Raw) reads paired %"	"(samtools Raw) reads properly paired"	"(samtools Raw) reads properly paired %"	"(samtools Raw) reads duplicated"	"(samtools Raw) reads duplicated %"	"(samtools Raw) non primary alignments"	"(samtools Raw) supplementary alignments"	"(samtools Raw) outward oriented pairs"	"(samtools Raw) inward oriented pairs"	"(samtools Raw) insert size average"	"(samtools Raw) insert size standard deviation"	"(samtools Raw) bases mapped"	"(samtools Raw) bases mapped cigar"	"(samtools Raw) bases trimmed"	"(samtools Raw) bases duplicated"	"(picard) unpaired reads examined"	"(picard) read pair optical duplicates"	"(picard) unmapped reads (R1+R2)"	"(picard) estimated library size"	"(picard) unpaired read duplicates"	"(picard) secondary or supplementary rds"	"(picard) read pairs examined"	"(picard) read pair duplicates"	"(picard) % duplication"	"(picard) library"	"(samtools Post-dedup) total length"	"(samtools Post-dedup) average length"	"(samtools Post-dedup) average quality"	"(samtools Post-dedup) error rate"	"(samtools Post-dedup) mismatches"	"(samtools Post-dedup) reads MQ0"	"(samtools Post-dedup) reads mapped (R1+R2)"	"(samtools Post-dedup) reads mapped %"	"(samtools Post-dedup) reads unmapped (R1+R2)"	"(samtools Post-dedup) reads unmapped %"	"(samtools Post-dedup) reads QC failed"	"(samtools Post-dedup) reads QC failed %"	"(samtools Post-dedup) reads paired"	"(samtools Post-dedup) reads paired %"	"(samtools Post-dedup) reads properly paired"	"(samtools Post-dedup) reads properly paired %"	"(samtools Post-dedup) reads duplicated"	"(samtools Post-dedup) reads duplicated %"	"(samtools Post-dedup) non primary alignments"	"(samtools Post-dedup) supplementary alignments"	"(samtools Post-dedup) outward oriented pairs"	"(samtools Post-dedup) inward oriented pairs"	"(samtools Post-dedup) insert size average"	"(samtools Post-dedup) insert size standard deviation"	"(samtools Post-dedup) bases mapped"	"(samtools Post-dedup) bases mapped cigar"	"(samtools Post-dedup) bases trimmed"	"(samtools Post-dedup) bases duplicated"	"(ivar_variants) raw inserts"	"(ivar_variants) raw SNPs"	"(ivar_variants) raw deletions"	"(bcftools) number of indels"	"(bcftools) number of samples"	"(bcftools) number of SNPs"	"(bcftools) number of MNPs"	"(bcftools) number of no-ALTs"	"(bcftools) number of records"	"(bcftools) number of others"	"(bcftools) number of multiallelic sites"	"(bcftools) number of multiallelic SNP sites"	"(bcftools) number of transversions"	"(bcftools) transversion in 1st alternative"	"(bcftools) number of transitions"	"(bcftools) transistion in 1st alternative"	"(bcftools) transistions/transversions ratio"	"(bcftools) transition/transversion in 1st alternative"	"(bcftools) substitution T->C"	"(bcftools) substitution A->C"	"(bcftools) substitution C->A"	"(bcftools) substitution G->T"	"(bcftools) substitution A->T"	"(bcftools) substitution C->T"	"(bcftools) substitution T->G"	"(bcftools) substitution T->A"	"(bcftools) substitution G->C"	"(bcftools) substitution C->G"	"(bcftools) substitution G->A"	"(bcftools) substitution A->G"	"(general_stats) mosdepth Mean read depth"	"(general_stats) mosdepth Min read depth"	"(general_stats) mosdepth Max read depth"	"(general_stats) mosdepth Median read depth"	"(general_stats) mosdepth 1X coverage"	"(general_stats) mosdepth 5X coverage"	"(general_stats) mosdepth 10X coverage"	"(general_stats) mosdepth 50X coverage"	"(general_stats) mosdepth 100X coverage"	"(general_stats) mosdepth 200X coverage"	"(general_stats) mosdepth 500X coverage"	"(general_stats) mosdepth 750X coverage"	"(general_stats) mosdepth 1000X coverage"
"K02013.1.9293_cl1_itvariant-calling"	"K02013.1.9293"	"cl1"	"itvariant-calling"	"MN090192:MN090192;"	"1.0"	"18137"	"9089"	"3036"	"0"	"0"	"1419"	"4454"	"1418"	"4453"	"0.0"	"2091"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"16.74"	"acc|NEIGHBOR|K02013.1|Human"	"acc|NEIGHBOR|K02013.1|Human immunodeficiency virus type 1, isolate BRU, complete genome (LAV-1)|Human immunodeficiency virus 1|VRL|02-AUG-1993"	"99.945"	"18137"	"9229"	"9168"	"5"	"0"	"8924"	"18091"	"1"	"9168"	"0.0"	"16910.0"	11676	"k141_16"	18	100.0	100.0	0.0	"NODE_1_length_9205_cov_17.375854,NODE_2_length_9050_cov_17.470806,k141_0,k141_1,k141_10,k141_11,k141_12,k141_13,k141_14,k141_15,k141_2,k141_3,k141_4,k141_5,k141_6,k141_7,k141_8,k141_9"	49.0	0.27	"270.17"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"K02083.1.9292_cl2_consensus"	"K02083.1.9292"	"cl2"	"consensus"	"L31963:L31963;"	"0.954"	"9853"	"9795"	"2028"	"93"	"0"	"3119"	"5146"	"3104"	"5131"	"0.0"	"1345"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"20.58"	"acc|NEIGHBOR|K02083.1|Human"	"acc|NEIGHBOR|K02083.1|Human immunodeficiency virus type 1, isolate PV22, complete genome (H9/HTLV-III proviral DNA)|Human immunodeficiency virus 1|VRL|26-JUL-2016"	"92.931"	"9853"	"9770"	"8474"	"543"	"30"	"478"	"8948"	"478"	"8898"	"0.0"	"13164.0"	11676	"acc-NEIGHBOR-K02083.1-Human"	19	100.0	99.87	0.0	"NODE_1_length_9245_cov_18.389230,NODE_2_length_9050_cov_17.470806,k141_0,k141_10,k141_12,k141_13,k141_14,k141_15,k141_16,k141_17,k141_18,k141_19,k141_2,k141_20,k141_21,k141_3,k141_4,k141_6,k141_8"	1047.0	10.64	"10636.35"	949956.0	301.0	32.6	0.06492436	60076.0	0.0	3156.0	100.0	0.0	0.0	0.0	0.0	3156.0	100.0	3060.0	96.95817490494296	0.0	0.0	0.0	41.0	45.0	1532.0	972.9	1206.6	949956.0	925323.0	0.0	0.0	0.0	0.0	0.0	""	0.0	41.0	1578.0	0.0	0.0	"Unknown Library"	949956.0	301.0	32.6	0.06492436	60076.0	0.0	3156.0	100.0	0.0	0.0	0.0	0.0	3156.0	100.0	3060.0	96.95817490494296	0.0	0.0	0.0	41.0	45.0	1532.0	972.9	1206.6	949956.0	925323.0	0.0	0.0	3.0	1284.0	37.0	40.0	1.0	1284.0	0.0	0.0	1324.0	0.0	0.0	0.0	54.0	54.0	145.0	145.0	2.69	2.69	30.0	15.0	10.0	6.0	4.0	28.0	4.0	11.0	1.0	3.0	37.0	50.0	93.87	0.0	128.0	103.0	95.0	95.0	95.0	90.0	60.0	0.0	0.0	0.0	0.0
"K02083.1.9292_cl2_it1"	"K02083.1.9292"	"cl2"	"it1"	"L31963:L31963;"	"0.955"	"9848"	"9795"	"2028"	"91"	"0"	"3119"	"5146"	"3104"	"5131"	"0.0"	"1347"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"20.59"	"acc|NEIGHBOR|K02083.1|Human"	"acc|NEIGHBOR|K02083.1|Human immunodeficiency virus type 1, isolate PV22, complete genome (H9/HTLV-III proviral DNA)|Human immunodeficiency virus 1|VRL|26-JUL-2016"	"93.343"	"9848"	"9770"	"8472"	"507"	"34"	"478"	"8943"	"478"	"8898"	"0.0"	"13254.0"	11676	"acc-NEIGHBOR-K02083.1-Human"	19	100.0	99.87	0.0	"NODE_1_length_9245_cov_18.389230,NODE_2_length_9050_cov_17.470806,k141_0,k141_10,k141_12,k141_13,k141_14,k141_15,k141_16,k141_17,k141_18,k141_19,k141_2,k141_20,k141_21,k141_3,k141_4,k141_6,k141_8"	966.0	9.81	"9809.10"	949956.0	301.0	32.6	0.06297079	58477.0	0.0	3156.0	100.0	0.0	0.0	0.0	0.0	3156.0	100.0	3060.0	96.95817490494296	0.0	0.0	0.0	41.0	45.0	1532.0	973.6	1206.4	949956.0	928637.0	0.0	0.0	0.0	0.0	0.0	""	0.0	41.0	1578.0	0.0	0.0	"Unknown Library"	949956.0	301.0	32.6	0.06297079	58477.0	0.0	3156.0	100.0	0.0	0.0	0.0	0.0	3156.0	100.0	3060.0	96.95817490494296	0.0	0.0	0.0	41.0	45.0	1532.0	973.6	1206.4	949956.0	928637.0	0.0	0.0	4.0	1180.0	34.0	38.0	1.0	1180.0	0.0	0.0	1218.0	0.0	0.0	0.0	65.0	65.0	166.0	166.0	2.55	2.55	34.0	15.0	12.0	7.0	6.0	31.0	6.0	15.0	1.0	3.0	46.0	55.0	94.26	0.0	129.0	103.0	95.0	95.0	95.0	91.0	60.0	0.0	0.0	0.0	0.0
"K02083.1.9292_cl2_it2"	"K02083.1.9292"	"cl2"	"it2"	"L31963:L31963;"	"0.955"	"9848"	"9795"	"2028"	"91"	"0"	"3119"	"5146"	"3104"	"5131"	"0.0"	"1347"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"20.59"	"acc|NEIGHBOR|K02083.1|Human"	"acc|NEIGHBOR|K02083.1|Human immunodeficiency virus type 1, isolate PV22, complete genome (H9/HTLV-III proviral DNA)|Human immunodeficiency virus 1|VRL|26-JUL-2016"	"93.438"	"9848"	"9770"	"8473"	"497"	"36"	"478"	"8943"	"478"	"8898"	"0.0"	"13276.0"	11676	"acc-NEIGHBOR-K02083.1-Human"	19	100.0	99.87	0.0	"NODE_1_length_9245_cov_18.389230,NODE_2_length_9050_cov_17.470806,k141_0,k141_10,k141_12,k141_13,k141_14,k141_15,k141_16,k141_17,k141_18,k141_19,k141_2,k141_20,k141_21,k141_3,k141_4,k141_6,k141_8"	954.0	9.69	"9687.25"	949956.0	301.0	32.6	0.06247921	58039.0	0.0	3156.0	100.0	0.0	0.0	0.0	0.0	3156.0	100.0	3060.0	96.95817490494296	0.0	0.0	0.0	41.0	45.0	1532.0	973.7	1206.4	949956.0	928933.0	0.0	0.0	0.0	0.0	0.0	""	0.0	41.0	1578.0	0.0	0.0	"Unknown Library"	949956.0	301.0	32.6	0.06247921	58039.0	0.0	3156.0	100.0	0.0	0.0	0.0	0.0	3156.0	100.0	3060.0	96.95817490494296	0.0	0.0	0.0	41.0	45.0	1532.0	973.7	1206.4	949956.0	928933.0	0.0	0.0	4.0	1179.0	32.0	36.0	1.0	1179.0	0.0	0.0	1215.0	0.0	0.0	0.0	73.0	73.0	176.0	176.0	2.41	2.41	35.0	15.0	17.0	8.0	7.0	31.0	5.0	15.0	2.0	4.0	49.0	61.0	94.29	0.0	129.0	103.0	95.0	95.0	95.0	91.0	60.0	0.0	0.0	0.0	0.0
"K02083.1.9292_cl2_itvariant-calling"	"K02083.1.9292"	"cl2"	"itvariant-calling"	"K02083:K02083;"	"0.963"	"9822"	"9770"	"3054"	"113"	"0"	"2091"	"5144"	"2094"	"5138"	"0.0"	"2035"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"31.09"	"acc|NEIGHBOR|K02083.1|Human"	"acc|NEIGHBOR|K02083.1|Human immunodeficiency virus type 1, isolate PV22, complete genome (H9/HTLV-III proviral DNA)|Human immunodeficiency virus 1|VRL|26-JUL-2016"	"95.137"	"9822"	"9770"	"8451"	"370"	"25"	"478"	"8917"	"478"	"8898"	"0.0"	"13352.0"	11676	"acc-NEIGHBOR-K02083.1-Human"	19	100.0	99.87	0.0	"NODE_1_length_9245_cov_18.389230,NODE_2_length_9050_cov_17.470806,k141_0,k141_10,k141_12,k141_13,k141_14,k141_15,k141_16,k141_17,k141_18,k141_19,k141_2,k141_20,k141_21,k141_3,k141_4,k141_6,k141_8"	522.0	5.32	"5324.78"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"KC156117.1.8484_cl2_it1"	"KC156117.1.8484"	"cl2"	"it1"	"KC156119:KC156119;"	"0.996"	"9237"	"9738"	"2601"	"10"	"0"	"3"	"2603"	"2484"	"5084"	"0.0"	"1797"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"28.16"	"acc|NEIGHBOR|KC156117.1|HIV-1"	"acc|NEIGHBOR|KC156117.1|HIV-1 isolate CH200_TFa from Malawi, complete genome|Human immunodeficiency virus 1|VRL|18-FEB-2013"	"100.0"	"9237"	"9732"	"7251"	"0"	"0"	"1"	"7251"	"2482"	"9732"	"0.0"	"13391.0"	11676	"k141_1"	0	0.0	50.47	0.0	""	0.0	0.0	"0.00"	948150.0	301.0	32.6	0.05192198	42308.0	2.0	3132.0	99.42857142857143	18.0	0.5714285714285714	0.0	0.0	3150.0	100.0	3094.0	98.22222222222223	0.0	0.0	0.0	106.0	101.0	1459.0	1197.5	1792.2	942732.0	814838.0	0.0	0.0	10.0	0.0	18.0	""	3.0	106.0	1561.0	0.0	0.000958	"Unknown Library"	947247.0	301.0	32.6	0.05189948	42270.0	2.0	3129.0	99.4280266920877	18.0	0.5719733079122974	0.0	0.0	3147.0	100.0	3094.0	98.31585637114712	0.0	0.0	0.0	106.0	101.0	1459.0	1197.5	1792.2	941829.0	814459.0	0.0	0.0	10.0	847.0	8.0	18.0	1.0	847.0	0.0	0.0	865.0	0.0	0.0	0.0	265.0	265.0	582.0	582.0	2.2	2.2	121.0	46.0	49.0	20.0	45.0	114.0	25.0	43.0	22.0	15.0	183.0	164.0	88.05	9.0	128.0	95.0	100.0	100.0	100.0	93.0	41.0	0.0	0.0	0.0	0.0
"KC156117.1.8484_cl2_it2"	"KC156117.1.8484"	"cl2"	"it2"	"KC156119:KC156119;"	"0.996"	"9237"	"9738"	"2601"	"10"	"0"	"3"	"2603"	"2484"	"5084"	"0.0"	"1797"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"28.16"	"acc|NEIGHBOR|KC156117.1|HIV-1"	"acc|NEIGHBOR|KC156117.1|HIV-1 isolate CH200_TFa from Malawi, complete genome|Human immunodeficiency virus 1|VRL|18-FEB-2013"	"100.0"	"9237"	"9732"	"7251"	"0"	"0"	"1"	"7251"	"2482"	"9732"	"0.0"	"13391.0"	11676	"k141_1"	0	0.0	50.47	0.0	""	0.0	0.0	"0.00"	948150.0	301.0	32.6	0.05192198	42308.0	2.0	3132.0	99.42857142857143	18.0	0.5714285714285714	0.0	0.0	3150.0	100.0	3094.0	98.22222222222223	0.0	0.0	0.0	106.0	101.0	1459.0	1197.5	1792.2	942732.0	814838.0	0.0	0.0	10.0	0.0	18.0	""	3.0	106.0	1561.0	0.0	0.000958	"Unknown Library"	947247.0	301.0	32.6	0.05189948	42270.0	2.0	3129.0	99.4280266920877	18.0	0.5719733079122974	0.0	0.0	3147.0	100.0	3094.0	98.31585637114712	0.0	0.0	0.0	106.0	101.0	1459.0	1197.5	1792.2	941829.0	814459.0	0.0	0.0	10.0	847.0	8.0	18.0	1.0	847.0	0.0	0.0	865.0	0.0	0.0	0.0	265.0	265.0	582.0	582.0	2.2	2.2	121.0	46.0	49.0	20.0	45.0	114.0	25.0	43.0	22.0	15.0	183.0	164.0	88.05	9.0	128.0	95.0	100.0	100.0	100.0	93.0	41.0	0.0	0.0	0.0	0.0
"KC156117.1.8484_cl2_itvariant-calling"	"KC156117.1.8484"	"cl2"	"itvariant-calling"	"KC156119:KC156119;"	"0.978"	"9237"	"9738"	"2601"	"57"	"0"	"3"	"2603"	"2484"	"5084"	"0.0"	"1766"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"28.16"	"acc|NEIGHBOR|KC156117.1|HIV-1"	"acc|NEIGHBOR|KC156117.1|HIV-1 isolate CH200_TFa from Malawi, complete genome|Human immunodeficiency virus 1|VRL|18-FEB-2013"	"97.683"	"9237"	"9732"	"7251"	"168"	"0"	"1"	"7251"	"2482"	"9732"	"0.0"	"12495.0"	11676	"k141_1"	0	0.0	50.47	0.0	""	24.0	0.27	"270.65"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"KC156117.1.8484_cl2_singleton"	"KC156117.1.8484"	"cl2"	"singleton"	"KC156119:KC156119;"	"0.996"	"9237"	"9738"	"2601"	"10"	"0"	"3"	"2603"	"2484"	"5084"	"0.0"	"1797"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"28.16"	"acc|NEIGHBOR|KC156117.1|HIV-1"	"acc|NEIGHBOR|KC156117.1|HIV-1 isolate CH200_TFa from Malawi, complete genome|Human immunodeficiency virus 1|VRL|18-FEB-2013"	"100.0"	"9237"	"9732"	"7251"	"0"	"0"	"1"	"7251"	"2482"	"9732"	"0.0"	"13391.0"	11676	"k141_1"	0	0.0	50.47	0.0	""	0.0	0.0	"0.00"	948150.0	301.0	32.6	0.05192198	42308.0	2.0	3132.0	99.42857142857143	18.0	0.5714285714285714	0.0	0.0	3150.0	100.0	3094.0	98.22222222222223	0.0	0.0	0.0	106.0	101.0	1459.0	1197.5	1792.2	942732.0	814838.0	0.0	0.0	10.0	0.0	18.0	""	3.0	106.0	1561.0	0.0	0.000958	"Unknown Library"	947247.0	301.0	32.6	0.05189948	42270.0	2.0	3129.0	99.4280266920877	18.0	0.5719733079122974	0.0	0.0	3147.0	100.0	3094.0	98.31585637114712	0.0	0.0	0.0	106.0	101.0	1459.0	1197.5	1792.2	941829.0	814459.0	0.0	0.0	10.0	847.0	8.0	18.0	1.0	847.0	0.0	0.0	865.0	0.0	0.0	0.0	265.0	265.0	582.0	582.0	2.2	2.2	121.0	46.0	49.0	20.0	45.0	114.0	25.0	43.0	22.0	15.0	183.0	164.0	88.05	9.0	128.0	95.0	100.0	100.0	100.0	93.0	41.0	0.0	0.0	0.0	0.0
"KC156117.1.8484_cl3_consensus"	"KC156117.1.8484"	"cl3"	"consensus"	"MN090192:MN090192;"	"1.0"	"9232"	"9089"	"3036"	"0"	"0"	"1598"	"4633"	"1418"	"4453"	"0.0"	"2091"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"32.89"	"acc|NEIGHBOR|MN090277.1|HIV-1"	"acc|NEIGHBOR|MN090277.1|HIV-1 isolate 9242_wk-2_11_B24 from USA, complete genome|Human immunodeficiency virus 1|VRL|28-OCT-2022"	"100.0"	"9232"	"9232"	"9050"	"0"	"0"	"180"	"9229"	"180"	"9229"	"0.0"	"16713.0"	11676	"acc-NEIGHBOR-MN090277.1-HIV-1"	2	48.83	48.8	0.0	"NODE_2_length_9050_cov_17.470806,k141_7"	181.0	1.97	"1971.40"	948150.0	301.0	32.6	0.05557244	44806.0	0.0	3114.0	98.85714285714286	36.0	1.1428571428571428	0.0	0.0	3150.0	100.0	3002.0	95.3015873015873	0.0	0.0	0.0	93.0	34.0	1511.0	893.5	1070.8	937314.0	806263.0	0.0	0.0	22.0	0.0	36.0	""	1.0	93.0	1546.0	0.0	0.000321	"Unknown Library"	947849.0	301.0	32.6	0.05556334	44791.0	0.0	3113.0	98.85677993013655	36.0	1.1432200698634487	0.0	0.0	3149.0	100.0	3002.0	95.33185138139092	0.0	0.0	0.0	93.0	34.0	1511.0	893.5	1070.8	937013.0	806125.0	0.0	0.0	7.0	851.0	10.0	17.0	1.0	851.0	0.0	0.0	868.0	0.0	0.0	0.0	269.0	269.0	581.0	581.0	2.16	2.16	114.0	50.0	44.0	27.0	44.0	120.0	20.0	45.0	17.0	22.0	164.0	183.0	87.21	0.0	129.0	96.0	98.0	98.0	98.0	93.0	42.0	0.0	0.0	0.0	0.0
"KC156117.1.8484_cl3_it1"	"KC156117.1.8484"	"cl3"	"it1"	"MN090192:MN090192;"	"1.0"	"9232"	"9089"	"3036"	"0"	"0"	"1598"	"4633"	"1418"	"4453"	"0.0"	"2091"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"32.89"	"acc|NEIGHBOR|MN090277.1|HIV-1"	"acc|NEIGHBOR|MN090277.1|HIV-1 isolate 9242_wk-2_11_B24 from USA, complete genome|Human immunodeficiency virus 1|VRL|28-OCT-2022"	"99.867"	"9232"	"9232"	"9051"	"10"	"2"	"180"	"9229"	"180"	"9229"	"0.0"	"16646.0"	11676	"acc-NEIGHBOR-MN090277.1-HIV-1"	2	48.83	48.8	0.0	"NODE_2_length_9050_cov_17.470806,k141_7"	180.0	1.96	"1960.57"	948150.0	301.0	32.6	0.05474494	44153.0	0.0	3115.0	98.88888888888889	35.0	1.1111111111111112	0.0	0.0	3150.0	100.0	3004.0	95.36507936507937	0.0	0.0	0.0	95.0	34.0	1512.0	893.4	1070.4	937615.0	806522.0	0.0	0.0	21.0	0.0	35.0	""	1.0	95.0	1547.0	0.0	0.000321	"Unknown Library"	947849.0	301.0	32.6	0.05473571	44138.0	0.0	3114.0	98.88853604318831	35.0	1.1114639568116862	0.0	0.0	3149.0	100.0	3004.0	95.39536360749445	0.0	0.0	0.0	95.0	34.0	1512.0	893.4	1070.4	937314.0	806384.0	0.0	0.0	7.0	848.0	10.0	17.0	1.0	848.0	0.0	0.0	865.0	0.0	0.0	0.0	269.0	269.0	579.0	579.0	2.15	2.15	110.0	51.0	43.0	28.0	44.0	123.0	19.0	45.0	16.0	23.0	161.0	185.0	87.24	0.0	129.0	96.0	98.0	98.0	98.0	93.0	42.0	0.0	0.0	0.0	0.0
"KC156117.1.8484_cl3_it2"	"KC156117.1.8484"	"cl3"	"it2"	"MN090192:MN090192;"	"1.0"	"9232"	"9089"	"3036"	"0"	"0"	"1598"	"4633"	"1418"	"4453"	"0.0"	"2091"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"32.89"	"acc|NEIGHBOR|MN090277.1|HIV-1"	"acc|NEIGHBOR|MN090277.1|HIV-1 isolate 9242_wk-2_11_B24 from USA, complete genome|Human immunodeficiency virus 1|VRL|28-OCT-2022"	"99.867"	"9232"	"9232"	"9051"	"10"	"2"	"180"	"9229"	"180"	"9229"	"0.0"	"16646.0"	11676	"acc-NEIGHBOR-MN090277.1-HIV-1"	2	48.83	48.8	0.0	"NODE_2_length_9050_cov_17.470806,k141_7"	180.0	1.96	"1960.57"	948150.0	301.0	32.6	0.05474494	44153.0	0.0	3115.0	98.88888888888889	35.0	1.1111111111111112	0.0	0.0	3150.0	100.0	3004.0	95.36507936507937	0.0	0.0	0.0	95.0	34.0	1512.0	893.4	1070.4	937615.0	806522.0	0.0	0.0	21.0	0.0	35.0	""	1.0	95.0	1547.0	0.0	0.000321	"Unknown Library"	947849.0	301.0	32.6	0.05473571	44138.0	0.0	3114.0	98.88853604318831	35.0	1.1114639568116862	0.0	0.0	3149.0	100.0	3004.0	95.39536360749445	0.0	0.0	0.0	95.0	34.0	1512.0	893.4	1070.4	937314.0	806384.0	0.0	0.0	7.0	848.0	10.0	17.0	1.0	848.0	0.0	0.0	865.0	0.0	0.0	0.0	269.0	269.0	579.0	579.0	2.15	2.15	110.0	51.0	43.0	28.0	44.0	123.0	19.0	45.0	16.0	23.0	161.0	185.0	87.24	0.0	129.0	96.0	98.0	98.0	98.0	93.0	42.0	0.0	0.0	0.0	0.0
