"index"	"sample"	"cluster"	"step"	"(annotation) subject"	"(annotation) pident"	"(annotation) qlen"	"(annotation) slen"	"(annotation) length"	"(annotation) mismatch"	"(annotation) gapopen"	"(annotation) qstart"	"(annotation) qend"	"(annotation) sstart"	"(annotation) send"	"(annotation) evalue"	"(annotation) bitscore"	"(annotation) name"	"(annotation) level"	"(annotation) typing"	"(annotation) species"	"(annotation) taxid"	"(annotation) acronym"	"(annotation) acid"	"(annotation) circular"	"(annotation) segment"	"(annotation) host"	"(annotation) % contig aligned"	"(blast) subject"	"(blast) subject title"	"(blast) pident"	"(blast) qlen"	"(blast) slen"	"(blast) length"	"(blast) mismatch"	"(blast) gapopen"	"(blast) qstart"	"(blast) qend"	"(blast) sstart"	"(blast) send"	"(blast) evalue"	"(blast) bitscore"	"(cluster) taxon-id"	"(cluster) centroid"	"(cluster) number of members"	"(cluster) cumulative read depth - spades [%]"	"(cluster) cumulative read depth - megahit [%]"	"(cluster) cumulative read depth - trinity [%]"	"(cluster) members"	"(quast) # N's"	"(quast) % N's"	"(quast) # N's per 100 kbp"	"(samtools Raw) total length"	"(samtools Raw) average length"	"(samtools Raw) average quality"	"(samtools Raw) error rate"	"(samtools Raw) mismatches"	"(samtools Raw) reads MQ0"	"(samtools Raw) reads mapped (R1+R2)"	"(samtools Raw) reads mapped %"	"(samtools Raw) reads unmapped (R1+R2)"	"(samtools Raw) reads unmapped %"	"(samtools Raw) reads QC failed"	"(samtools Raw) reads QC failed %"	"(samtools Raw) reads paired"	"(samtools Raw) reads paired %"	"(samtools Raw) reads properly paired"	"(samtools Raw) reads properly paired %"	"(samtools Raw) reads duplicated"	"(samtools Raw) reads duplicated %"	"(samtools Raw) non primary alignments"	"(samtools Raw) supplementary alignments"	"(samtools Raw) outward oriented pairs"	"(samtools Raw) inward oriented pairs"	"(samtools Raw) insert size average"	"(samtools Raw) insert size standard deviation"	"(samtools Raw) bases mapped"	"(samtools Raw) bases mapped cigar"	"(samtools Raw) bases trimmed"	"(samtools Raw) bases duplicated"	"(picard) unpaired reads examined"	"(picard) read pair optical duplicates"	"(picard) unmapped reads (R1+R2)"	"(picard) estimated library size"	"(picard) unpaired read duplicates"	"(picard) secondary or supplementary rds"	"(picard) read pairs examined"	"(picard) read pair duplicates"	"(picard) % duplication"	"(picard) library"	"(samtools Post-dedup) total length"	"(samtools Post-dedup) average length"	"(samtools Post-dedup) average quality"	"(samtools Post-dedup) error rate"	"(samtools Post-dedup) mismatches"	"(samtools Post-dedup) reads MQ0"	"(samtools Post-dedup) reads mapped (R1+R2)"	"(samtools Post-dedup) reads mapped %"	"(samtools Post-dedup) reads unmapped (R1+R2)"	"(samtools Post-dedup) reads unmapped %"	"(samtools Post-dedup) reads QC failed"	"(samtools Post-dedup) reads QC failed %"	"(samtools Post-dedup) reads paired"	"(samtools Post-dedup) reads paired %"	"(samtools Post-dedup) reads properly paired"	"(samtools Post-dedup) reads properly paired %"	"(samtools Post-dedup) reads duplicated"	"(samtools Post-dedup) reads duplicated %"	"(samtools Post-dedup) non primary alignments"	"(samtools Post-dedup) supplementary alignments"	"(samtools Post-dedup) outward oriented pairs"	"(samtools Post-dedup) inward oriented pairs"	"(samtools Post-dedup) insert size average"	"(samtools Post-dedup) insert size standard deviation"	"(samtools Post-dedup) bases mapped"	"(samtools Post-dedup) bases mapped cigar"	"(samtools Post-dedup) bases trimmed"	"(samtools Post-dedup) bases duplicated"	"(ivar_variants) raw inserts"	"(ivar_variants) raw SNPs"	"(ivar_variants) raw deletions"	"(bcftools) number of indels"	"(bcftools) number of samples"	"(bcftools) number of SNPs"	"(bcftools) number of MNPs"	"(bcftools) number of no-ALTs"	"(bcftools) number of records"	"(bcftools) number of others"	"(bcftools) number of multiallelic sites"	"(bcftools) number of multiallelic SNP sites"	"(bcftools) number of transversions"	"(bcftools) transversion in 1st alternative"	"(bcftools) number of transitions"	"(bcftools) transistion in 1st alternative"	"(bcftools) transistions/transversions ratio"	"(bcftools) transition/transversion in 1st alternative"	"(bcftools) substitution T->C"	"(bcftools) substitution A->C"	"(bcftools) substitution C->A"	"(bcftools) substitution G->T"	"(bcftools) substitution A->T"	"(bcftools) substitution C->T"	"(bcftools) substitution T->G"	"(bcftools) substitution T->A"	"(bcftools) substitution G->C"	"(bcftools) substitution C->G"	"(bcftools) substitution G->A"	"(bcftools) substitution A->G"	"(general_stats) mosdepth Mean read depth"	"(general_stats) mosdepth Min read depth"	"(general_stats) mosdepth Max read depth"	"(general_stats) mosdepth Median read depth"	"(general_stats) mosdepth 1X coverage"	"(general_stats) mosdepth 5X coverage"	"(general_stats) mosdepth 10X coverage"	"(general_stats) mosdepth 50X coverage"	"(general_stats) mosdepth 100X coverage"	"(general_stats) mosdepth 200X coverage"	"(general_stats) mosdepth 500X coverage"	"(general_stats) mosdepth 750X coverage"	"(general_stats) mosdepth 1000X coverage"
"HM215250.1.7474_cl2_it2"	"HM215250.1.7474"	"cl2"	"it2"	"MN090192:MN090192;"	"1.0"	"9231"	"9089"	"3036"	"0"	"0"	"1598"	"4633"	"1418"	"4453"	"0.0"	"2091"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"32.89"	"acc|NEIGHBOR|MN090277.1|HIV-1"	"acc|NEIGHBOR|MN090277.1|HIV-1 isolate 9242_wk-2_11_B24 from USA, complete genome|Human immunodeficiency virus 1|VRL|28-OCT-2022"	"99.889"	"9231"	"9232"	"9014"	"7"	"3"	"180"	"9191"	"180"	"9192"	"0.0"	"16587.0"	11676	"acc-NEIGHBOR-MN090277.1-HIV-1"	4	55.87	53.07	0.0	"NODE_1_length_9050_cov_17.470806,k141_1,k141_3,k141_5"	218.0	2.36	"2361.61"	942732.0	301.0	32.6	0.05244414	39877.0	2.0	2888.0	92.20945083014048	244.0	7.790549169859514	0.0	0.0	3132.0	100.0	2740.0	87.48403575989782	0.0	0.0	0.0	50.0	0.0	1374.0	735.0	98.5	869288.0	760371.0	0.0	0.0	138.0	0.0	244.0	""	13.0	50.0	1375.0	0.0	0.004501	"Unknown Library"	938819.0	301.0	32.6	0.05226852	39629.0	2.0	2875.0	92.17697980121834	244.0	7.823020198781661	0.0	0.0	3119.0	100.0	2740.0	87.84866944533505	0.0	0.0	0.0	50.0	0.0	1374.0	735.0	98.5	865375.0	758181.0	0.0	0.0	9.0	782.0	8.0	17.0	1.0	782.0	0.0	0.0	799.0	0.0	0.0	0.0	256.0	256.0	519.0	519.0	2.03	2.03	108.0	44.0	45.0	24.0	48.0	99.0	32.0	28.0	15.0	20.0	163.0	149.0	82.07	0.0	128.0	94.0	98.0	98.0	98.0	83.0	40.0	0.0	0.0	0.0	0.0
"K02013.1.9293_cl1_it2"	"K02013.1.9293"	"cl1"	"it2"	"MN090192:MN090192;"	"1.0"	"18137"	"9089"	"3036"	"0"	"0"	"1419"	"4454"	"1418"	"4453"	"0.0"	"2091"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"16.74"	"acc|NEIGHBOR|K02013.1|Human"	"acc|NEIGHBOR|K02013.1|Human immunodeficiency virus type 1, isolate BRU, complete genome (LAV-1)|Human immunodeficiency virus 1|VRL|02-AUG-1993"	"99.945"	"18137"	"9229"	"9170"	"5"	"0"	"8924"	"18093"	"1"	"9170"	"0.0"	"16912.0"	11676	"k141_16"	18	100.0	100.0	0.0	"NODE_1_length_9205_cov_17.375854,NODE_2_length_9050_cov_17.470806,k141_0,k141_1,k141_10,k141_11,k141_12,k141_13,k141_14,k141_15,k141_2,k141_3,k141_4,k141_5,k141_6,k141_7,k141_8,k141_9"	47.0	0.26	"259.14"	923468.0	301.0	32.5	0.01050526	9688.0	0.0	3068.0	100.0	0.0	0.0	0.0	0.0	3068.0	100.0	3062.0	99.80443285528031	0.0	0.0	0.0	8.0	0.0	1533.0	765.7	70.6	923468.0	922205.0	0.0	0.0	0.0	0.0	0.0	""	0.0	8.0	1534.0	0.0	0.0	"Unknown Library"	923468.0	301.0	32.5	0.01050526	9688.0	0.0	3068.0	100.0	0.0	0.0	0.0	0.0	3068.0	100.0	3062.0	99.80443285528031	0.0	0.0	0.0	8.0	0.0	1533.0	765.7	70.6	923468.0	922205.0	0.0	0.0	0.0	54.0	0.0	0.0	1.0	54.0	0.0	0.0	54.0	0.0	0.0	0.0	37.0	37.0	17.0	17.0	0.46	0.46	5.0	5.0	7.0	9.0	7.0	4.0	3.0	3.0	3.0	0.0	5.0	3.0	50.85	0.0	77.0	54.0	100.0	100.0	99.0	68.0	0.0	0.0	0.0	0.0	0.0
"K02083.1.9292_cl2_it2"	"K02083.1.9292"	"cl2"	"it2"	"L31963:L31963;"	"0.955"	"9848"	"9795"	"2028"	"91"	"0"	"3119"	"5146"	"3104"	"5131"	"0.0"	"1347"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"20.59"	"acc|NEIGHBOR|K02083.1|Human"	"acc|NEIGHBOR|K02083.1|Human immunodeficiency virus type 1, isolate PV22, complete genome (H9/HTLV-III proviral DNA)|Human immunodeficiency virus 1|VRL|26-JUL-2016"	"93.438"	"9848"	"9770"	"8473"	"497"	"36"	"478"	"8943"	"478"	"8898"	"0.0"	"13276.0"	11676	"acc-NEIGHBOR-K02083.1-Human"	19	100.0	99.87	0.0	"NODE_1_length_9245_cov_18.389230,NODE_2_length_9050_cov_17.470806,k141_0,k141_10,k141_12,k141_13,k141_14,k141_15,k141_16,k141_17,k141_18,k141_19,k141_2,k141_20,k141_21,k141_3,k141_4,k141_6,k141_8"	954.0	9.69	"9687.25"	949956.0	301.0	32.6	0.06247921	58039.0	0.0	3156.0	100.0	0.0	0.0	0.0	0.0	3156.0	100.0	3060.0	96.95817490494296	0.0	0.0	0.0	41.0	45.0	1532.0	973.7	1206.4	949956.0	928933.0	0.0	0.0	0.0	0.0	0.0	""	0.0	41.0	1578.0	0.0	0.0	"Unknown Library"	949956.0	301.0	32.6	0.06247921	58039.0	0.0	3156.0	100.0	0.0	0.0	0.0	0.0	3156.0	100.0	3060.0	96.95817490494296	0.0	0.0	0.0	41.0	45.0	1532.0	973.7	1206.4	949956.0	928933.0	0.0	0.0	4.0	1179.0	32.0	36.0	1.0	1179.0	0.0	0.0	1215.0	0.0	0.0	0.0	73.0	73.0	176.0	176.0	2.41	2.41	35.0	15.0	17.0	8.0	7.0	31.0	5.0	15.0	2.0	4.0	49.0	61.0	94.29	0.0	129.0	103.0	95.0	95.0	95.0	91.0	60.0	0.0	0.0	0.0	0.0
"KC156117.1.8484_cl2_it2"	"KC156117.1.8484"	"cl2"	"it2"	"KC156119:KC156119;"	"0.996"	"9237"	"9738"	"2601"	"10"	"0"	"3"	"2603"	"2484"	"5084"	"0.0"	"1797"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"28.16"	"acc|NEIGHBOR|KC156117.1|HIV-1"	"acc|NEIGHBOR|KC156117.1|HIV-1 isolate CH200_TFa from Malawi, complete genome|Human immunodeficiency virus 1|VRL|18-FEB-2013"	"100.0"	"9237"	"9732"	"7251"	"0"	"0"	"1"	"7251"	"2482"	"9732"	"0.0"	"13391.0"	11676	"k141_1"	0	0.0	50.47	0.0	""	0.0	0.0	"0.00"	948150.0	301.0	32.6	0.05192198	42308.0	2.0	3132.0	99.42857142857143	18.0	0.5714285714285714	0.0	0.0	3150.0	100.0	3094.0	98.22222222222223	0.0	0.0	0.0	106.0	101.0	1459.0	1197.5	1792.2	942732.0	814838.0	0.0	0.0	10.0	0.0	18.0	""	3.0	106.0	1561.0	0.0	0.000958	"Unknown Library"	947247.0	301.0	32.6	0.05189948	42270.0	2.0	3129.0	99.4280266920877	18.0	0.5719733079122974	0.0	0.0	3147.0	100.0	3094.0	98.31585637114712	0.0	0.0	0.0	106.0	101.0	1459.0	1197.5	1792.2	941829.0	814459.0	0.0	0.0	10.0	847.0	8.0	18.0	1.0	847.0	0.0	0.0	865.0	0.0	0.0	0.0	265.0	265.0	582.0	582.0	2.2	2.2	121.0	46.0	49.0	20.0	45.0	114.0	25.0	43.0	22.0	15.0	183.0	164.0	88.05	9.0	128.0	95.0	100.0	100.0	100.0	93.0	41.0	0.0	0.0	0.0	0.0
"KC156117.1.8484_cl3_it2"	"KC156117.1.8484"	"cl3"	"it2"	"MN090192:MN090192;"	"1.0"	"9232"	"9089"	"3036"	"0"	"0"	"1598"	"4633"	"1418"	"4453"	"0.0"	"2091"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"32.89"	"acc|NEIGHBOR|MN090277.1|HIV-1"	"acc|NEIGHBOR|MN090277.1|HIV-1 isolate 9242_wk-2_11_B24 from USA, complete genome|Human immunodeficiency virus 1|VRL|28-OCT-2022"	"99.867"	"9232"	"9232"	"9051"	"10"	"2"	"180"	"9229"	"180"	"9229"	"0.0"	"16646.0"	11676	"acc-NEIGHBOR-MN090277.1-HIV-1"	2	48.83	48.8	0.0	"NODE_2_length_9050_cov_17.470806,k141_7"	180.0	1.96	"1960.57"	948150.0	301.0	32.6	0.05474494	44153.0	0.0	3115.0	98.88888888888889	35.0	1.1111111111111112	0.0	0.0	3150.0	100.0	3004.0	95.36507936507937	0.0	0.0	0.0	95.0	34.0	1512.0	893.4	1070.4	937615.0	806522.0	0.0	0.0	21.0	0.0	35.0	""	1.0	95.0	1547.0	0.0	0.000321	"Unknown Library"	947849.0	301.0	32.6	0.05473571	44138.0	0.0	3114.0	98.88853604318831	35.0	1.1114639568116862	0.0	0.0	3149.0	100.0	3004.0	95.39536360749445	0.0	0.0	0.0	95.0	34.0	1512.0	893.4	1070.4	937314.0	806384.0	0.0	0.0	7.0	848.0	10.0	17.0	1.0	848.0	0.0	0.0	865.0	0.0	0.0	0.0	269.0	269.0	579.0	579.0	2.15	2.15	110.0	51.0	43.0	28.0	44.0	123.0	19.0	45.0	16.0	23.0	161.0	185.0	87.24	0.0	129.0	96.0	98.0	98.0	98.0	93.0	42.0	0.0	0.0	0.0	0.0
"KC156117.1.8484_cl4_it2"	"KC156117.1.8484"	"cl4"	"it2"	"KC156119:KC156119;"	"0.992"	"9223"	"9738"	"3009"	"24"	"0"	"5634"	"2626"	"2076"	"5084"	"0.0"	"2059"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"32.62"	"acc|NEIGHBOR|KC156117.1|HIV-1"	"acc|NEIGHBOR|KC156117.1|HIV-1 isolate CH200_TFa from Malawi, complete genome|Human immunodeficiency virus 1|VRL|18-FEB-2013"	"100.0"	"9223"	"9732"	"7709"	"0"	"0"	"1"	"7709"	"7709"	"1"	"0.0"	"14236.0"	11676	"NODE_1_length_9223_cov_18.323769"	0	51.17	0.0	0.0	""	0.0	0.0	"0.00"	948150.0	301.0	32.6	0.0522096	42562.0	12.0	3119.0	99.01587301587301	31.0	0.9841269841269842	0.0	0.0	3150.0	100.0	2942.0	93.3968253968254	0.0	0.0	0.0	106.0	63.0	1484.0	1025.9	1440.2	938819.0	815214.0	0.0	0.0	23.0	0.0	31.0	""	5.0	106.0	1548.0	0.0	0.001603	"Unknown Library"	946645.0	301.0	32.6	0.0521562	42471.0	12.0	3114.0	99.01430842607313	31.0	0.985691573926868	0.0	0.0	3145.0	100.0	2942.0	93.54531001589825	0.0	0.0	0.0	106.0	63.0	1484.0	1025.9	1440.2	937314.0	814304.0	0.0	0.0	10.0	843.0	7.0	17.0	1.0	843.0	0.0	0.0	860.0	0.0	0.0	0.0	262.0	262.0	581.0	581.0	2.22	2.22	168.0	25.0	20.0	49.0	43.0	186.0	44.0	44.0	15.0	22.0	110.0	117.0	88.16	15.0	128.0	95.0	100.0	100.0	100.0	92.0	41.0	0.0	0.0	0.0	0.0
"KU168259.1.8888_cl2_it2"	"KU168259.1.8888"	"cl2"	"it2"	"KU168259:KU168259;"	"0.999"	"9322"	"9686"	"3006"	"3"	"0"	"674"	"3679"	"2070"	"5075"	"0.0"	"2078"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"32.25"	"acc|NEIGHBOR|KU168259.1|HIV-1"	"acc|NEIGHBOR|KU168259.1|HIV-1 isolate LA04GuFu, complete genome|Human immunodeficiency virus 1|VRL|15-JAN-2016"	"99.976"	"9322"	"9686"	"8287"	"1"	"1"	"4"	"8289"	"1400"	"9686"	"0.0"	"15293.0"	11676	"k141_7"	1	0.0	50.98	0.0	"k141_2"	25.0	0.28	"278.91"	945742.0	301.0	32.6	0.04933751	43902.0	0.0	3141.0	99.96817313812858	1.0	0.031826861871419476	0.0	0.0	3142.0	100.0	3128.0	99.55442393380012	0.0	0.0	0.0	28.0	91.0	1478.0	1170.6	1696.2	945441.0	889830.0	0.0	0.0	1.0	0.0	1.0	""	1.0	28.0	1570.0	0.0	0.000318	"Unknown Library"	945441.0	301.0	32.6	0.04933945	43902.0	0.0	3140.0	99.9681630054123	1.0	0.03183699458771092	0.0	0.0	3141.0	100.0	3128.0	99.58611907035976	0.0	0.0	0.0	28.0	91.0	1478.0	1170.6	1696.2	945140.0	889795.0	0.0	0.0	11.0	780.0	10.0	21.0	1.0	780.0	0.0	0.0	801.0	0.0	0.0	0.0	246.0	246.0	532.0	532.0	2.16	2.16	94.0	48.0	51.0	18.0	26.0	97.0	26.0	41.0	15.0	21.0	185.0	156.0	95.27	0.0	128.0	101.0	100.0	100.0	100.0	95.0	53.0	0.0	0.0	0.0	0.0
"KU168259.1.8888_cl3_it2"	"KU168259.1.8888"	"cl3"	"it2"	"MN090192:MN090192;"	"1.0"	"9233"	"9089"	"3036"	"0"	"0"	"1598"	"4633"	"1418"	"4453"	"0.0"	"2091"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"32.88"	"acc|NEIGHBOR|MN090277.1|HIV-1"	"acc|NEIGHBOR|MN090277.1|HIV-1 isolate 9242_wk-2_11_B24 from USA, complete genome|Human immunodeficiency virus 1|VRL|28-OCT-2022"	"99.746"	"9233"	"9232"	"9051"	"22"	"1"	"180"	"9230"	"180"	"9229"	"0.0"	"16585.0"	11676	"acc-NEIGHBOR-MN090277.1-HIV-1"	3	48.95	48.86	0.0	"NODE_2_length_9050_cov_17.470806,k141_1,k141_8"	181.0	1.96	"1960.36"	945742.0	301.0	32.6	0.05130166	45624.0	0.0	3142.0	100.0	0.0	0.0	0.0	0.0	3142.0	100.0	3034.0	96.56269891788669	0.0	0.0	0.0	46.0	47.0	1523.0	970.7	1237.8	945742.0	889328.0	0.0	0.0	0.0	0.0	0.0	""	0.0	46.0	1571.0	0.0	0.0	"Unknown Library"	945742.0	301.0	32.6	0.05130166	45624.0	0.0	3142.0	100.0	0.0	0.0	0.0	0.0	3142.0	100.0	3034.0	96.56269891788669	0.0	0.0	0.0	46.0	47.0	1523.0	970.7	1237.8	945742.0	889328.0	0.0	0.0	9.0	770.0	13.0	22.0	1.0	770.0	0.0	0.0	792.0	0.0	0.0	0.0	244.0	244.0	526.0	526.0	2.16	2.16	93.0	50.0	48.0	27.0	40.0	96.0	18.0	27.0	19.0	15.0	159.0	178.0	96.25	0.0	130.0	102.0	98.0	98.0	98.0	96.0	56.99999999999999	0.0	0.0	0.0	0.0
"KU168259.1.8888_cl4_it2"	"KU168259.1.8888"	"cl4"	"it2"	"KU168259:KU168259;"	"1.0"	"9196"	"9686"	"3006"	"0"	"0"	"4923"	"1918"	"2070"	"5075"	"0.0"	"2081"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"32.69"	"acc|NEIGHBOR|KU168259.1|HIV-1"	"acc|NEIGHBOR|KU168259.1|HIV-1 isolate LA04GuFu, complete genome|Human immunodeficiency virus 1|VRL|15-JAN-2016"	"100.0"	"9196"	"9686"	"6992"	"0"	"0"	"1"	"6992"	"6992"	"1"	"0.0"	"12912.0"	11676	"NODE_1_length_9196_cov_18.251516"	1	51.05	0.03	0.0	"k141_6"	0.0	0.0	"0.00"	945742.0	301.0	32.6	0.04914733	43636.0	1.0	3141.0	99.96817313812858	1.0	0.031826861871419476	0.0	0.0	3142.0	100.0	3134.0	99.74538510502865	0.0	0.0	0.0	29.0	87.0	1482.0	1154.4	1660.0	945441.0	887861.0	0.0	0.0	1.0	0.0	1.0	""	1.0	29.0	1570.0	0.0	0.000318	"Unknown Library"	945441.0	301.0	32.6	0.04914927	43636.0	1.0	3140.0	99.9681630054123	1.0	0.03183699458771092	0.0	0.0	3141.0	100.0	3134.0	99.77714103788603	0.0	0.0	0.0	29.0	87.0	1482.0	1154.4	1660.0	945140.0	887826.0	0.0	0.0	11.0	770.0	10.0	21.0	1.0	770.0	0.0	0.0	791.0	0.0	0.0	0.0	247.0	247.0	523.0	523.0	2.12	2.12	157.0	26.0	18.0	52.0	42.0	179.0	49.0	26.0	20.0	14.0	95.0	92.0	96.36	11.0	128.0	102.0	100.0	100.0	100.0	96.0	54.0	0.0	0.0	0.0	0.0
"MK457885.1.8080_cl0_it2"	"MK457885.1.8080"	"cl0"	"it2"	"MN090192:MN090192;"	"1.0"	"9232"	"9089"	"3036"	"0"	"0"	"1598"	"4633"	"1418"	"4453"	"0.0"	"2091"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"32.89"	"acc|NEIGHBOR|MN090277.1|HIV-1"	"acc|NEIGHBOR|MN090277.1|HIV-1 isolate 9242_wk-2_11_B24 from USA, complete genome|Human immunodeficiency virus 1|VRL|28-OCT-2022"	"99.956"	"9232"	"9232"	"8991"	"4"	"0"	"180"	"9170"	"180"	"9170"	"0.0"	"16582.0"	11676	"acc-NEIGHBOR-MN090277.1-HIV-1"	2	51.43	51.43	0.0	"NODE_1_length_9050_cov_17.470806,k141_1"	239.0	2.6	"2599.65"	899990.0	301.0	32.6	0.04586099	30260.0	2.0	2790.0	93.31103678929766	200.0	6.688963210702341	0.0	0.0	2990.0	100.0	2696.0	90.16722408026756	0.0	0.0	0.0	19.0	0.0	1352.0	714.0	108.2	839790.0	659820.0	0.0	0.0	84.0	0.0	200.0	""	9.0	19.0	1353.0	0.0	0.003226	"Unknown Library"	897281.0	301.0	32.6	0.04574661	30137.0	2.0	2781.0	93.29084199932909	200.0	6.709158000670916	0.0	0.0	2981.0	100.0	2696.0	90.43944984904394	0.0	0.0	0.0	19.0	0.0	1352.0	714.0	108.2	837081.0	658781.0	0.0	0.0	2.0	776.0	5.0	7.0	1.0	776.0	0.0	0.0	783.0	0.0	0.0	0.0	173.0	173.0	603.0	603.0	3.49	3.49	79.0	32.0	25.0	21.0	31.0	84.0	10.0	34.0	13.0	7.0	347.0	93.0	71.35	0.0	128.0	67.0	97.0	97.0	97.0	80.0	23.0	0.0	0.0	0.0	0.0
"MK457885.1.8080_cl1_it2"	"MK457885.1.8080"	"cl1"	"it2"	"MK457885:MK457885;"	"1.0"	"9015"	"8764"	"1086"	"0"	"0"	"5906"	"6991"	"5655"	"6740"	"5.767e-237"	"728"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"12.05"	"acc|NEIGHBOR|MK457885.1|HIV-1"	"acc|NEIGHBOR|MK457885.1|HIV-1 isolate 074-A-105-1-3_w8_121 from Botswana, complete genome|Human immunodeficiency virus 1|VRL|08-JAN-2020"	"100.0"	"9015"	"8764"	"8677"	"0"	"0"	"314"	"8990"	"63"	"8739"	"0.0"	"16024.0"	11676	"acc-NEIGHBOR-MK457849.1-HIV-1"	2	48.57	48.57	0.0	"NODE_2_length_8757_cov_17.447277,k141_0"	338.0	3.75	"3749.31"	899990.0	301.0	32.6	0.04750577	30436.0	2.0	2759.0	92.27424749163879	231.0	7.725752508361204	0.0	0.0	2990.0	100.0	2650.0	88.62876254180601	0.0	0.0	0.0	10.0	0.0	1328.0	703.5	114.7	830459.0	640680.0	0.0	0.0	103.0	0.0	231.0	""	12.0	10.0	1328.0	0.0	0.004349	"Unknown Library"	896378.0	301.0	32.6	0.04729478	30219.0	2.0	2747.0	92.2431161853593	231.0	7.756883814640698	0.0	0.0	2978.0	100.0	2650.0	88.98589657488247	0.0	0.0	0.0	10.0	0.0	1328.0	703.5	114.7	826847.0	638950.0	0.0	0.0	6.0	781.0	3.0	9.0	1.0	781.0	0.0	0.0	790.0	0.0	0.0	0.0	171.0	171.0	610.0	610.0	3.57	3.57	87.0	28.0	29.0	10.0	34.0	79.0	18.0	32.0	7.0	13.0	93.0	351.0	70.83	0.0	130.0	69.0	96.0	96.0	95.0	76.0	22.0	0.0	0.0	0.0	0.0
"MK457977.1.8282_cl1_it2"	"MK457977.1.8282"	"cl1"	"it2"	"MN090192:MN090192;"	"1.0"	"9232"	"9089"	"3036"	"0"	"0"	"1598"	"4633"	"1418"	"4453"	"0.0"	"2091"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"32.89"	"acc|NEIGHBOR|MN090277.1|HIV-1"	"acc|NEIGHBOR|MN090277.1|HIV-1 isolate 9242_wk-2_11_B24 from USA, complete genome|Human immunodeficiency virus 1|VRL|28-OCT-2022"	"99.967"	"9232"	"9232"	"8987"	"3"	"0"	"180"	"9166"	"180"	"9166"	"0.0"	"16580.0"	11676	"acc-NEIGHBOR-MN090277.1-HIV-1"	2	50.66	50.66	0.0	"NODE_1_length_9050_cov_17.470806,k141_3"	243.0	2.64	"2642.98"	913836.0	301.0	32.5	0.05280498	38082.0	4.0	2985.0	98.3201581027668	51.0	1.6798418972332017	0.0	0.0	3036.0	100.0	2936.0	96.70619235836627	0.0	0.0	0.0	45.0	0.0	1477.0	716.2	108.9	898485.0	721182.0	0.0	0.0	29.0	0.0	51.0	""	8.0	45.0	1478.0	0.0	0.00268	"Unknown Library"	911428.0	301.0	32.5	0.05272395	37971.0	4.0	2977.0	98.31571994715983	51.0	1.6842800528401585	0.0	0.0	3028.0	100.0	2936.0	96.96169088507266	0.0	0.0	0.0	45.0	0.0	1477.0	716.2	108.9	896077.0	720185.0	0.0	0.0	9.0	915.0	7.0	16.0	1.0	915.0	0.0	0.0	931.0	0.0	0.0	0.0	238.0	238.0	677.0	677.0	2.84	2.84	112.0	40.0	43.0	21.0	51.0	111.0	13.0	39.0	17.0	14.0	300.0	154.0	77.98	0.0	130.0	86.0	97.0	97.0	97.0	84.0	32.0	0.0	0.0	0.0	0.0
