seq1_id	seq2_id	alignment_length	comparable_sites	matches	mismatches	mismatch_rate	seq1_length	seq2_length	seq1_gaps	seq2_gaps	seq1_Ns	seq2_Ns
MN090741.1.8686_cl0_it2.consensus_bcftools	MN090277.1	9232	9228	9014	4	0.000433	9232	9232	0	0	214	0
MW006075.1.8485_cl3_it2.consensus_bcftools	MN090277.1	9233	9209	9144	22	0.002389	9232	9232	1	1	65	0
KC156117.1.8484_cl3_it2.consensus_bcftools	MN090277.1	9232	9218	9037	14	0.001519	9232	9232	0	0	181	0
HM215250.1.7474_cl2_it2.consensus_bcftools	HM215250.1	10125	7461	6395	1256	0.168342	9231	9611	894	509	218	1852
PV738262.1.8990_cl1_it2.consensus_bcftools	MN090277.1	9233	9228	9032	4	0.000433	9233	9232	0	1	196	0
MT929422.1.8888_cl1_it2.consensus_bcftools	MN090277.1	11521	6047	6047	792	0.130974	9128	9232	2393	2289	0	0
K02013.1.9293_cl1_it2.consensus_bcftools	K02013.1	18152	9212	9165	2	0.000217	18137	9229	15	8923	47	0
MT191024.1.8889_cl0_it2.consensus_bcftools	MN090277.1	9232	9230	9021	2	0.000217	9232	9232	0	0	209	0
MN090303.1.9697_cl1_it2.consensus_bcftools	MN090277.1	9235	9028	8819	151	0.016726	9182	9232	7	3	209	0
FJ670529.1.8687_cl1_it2.consensus_bcftools	FJ670529.1	9294	7874	7766	1061	0.134747	9232	8997	62	297	292	0
MW063100.1.8788_cl0_it2.consensus_bcftools	MW063100.1	9328	7963	7934	993	0.124702	9232	9052	96	276	197	0
MW006075.1.8485_cl4_it2.consensus_bcftools	_R_MN090277.1	13440	4449	4449	575	0.129243	9232	9232	4208	4208	0	0
KC156117.1.8484_cl3_it2.consensus_bcftools	KC156117.1	9848	7813	7632	1303	0.166773	9232	9732	616	116	181	0
MT191024.1.8889_cl1_it2.consensus_bcftools	MN090277.1	9367	8102	8064	873	0.107751	9110	9232	257	135	95	0
AF443074.1.8384_cl1_it2.consensus_bcftools	MN090277.1	10073	7798	7568	1312	0.168248	9951	9232	122	841	965	0
KC156117.1.8484_cl2_it2.consensus_bcftools	MN090277.1	11337	6065	6065	1067	0.175927	9237	9232	2100	2105	0	0
MN090741.1.8686_cl1_it2.consensus_bcftools	MN090741.1	9055	9025	8955	3	0.000332	9052	9031	3	24	94	0
MN090406.1.8586_cl0_it2.consensus_bcftools	MN090406.1	9304	7782	7730	1160	0.149062	9233	9013	71	291	218	0
MN090316.1.9899_cl0_it2.consensus_bcftools	MN090316.1	9298	9018	9003	18	0.001996	9237	9095	54	203	180	0
FJ670529.1.8687_cl1_it2.consensus_bcftools	MN090277.1	9232	9231	8939	1	0.000108	9232	9232	0	0	292	0
MW006075.1.8485_cl0_it2.consensus_bcftools	MW006075.1	9743	9742	9217	0	0.000000	9742	9743	0	0	525	0
U69588.1.9090_cl1_it2.consensus_bcftools	U69588.1	9252	9149	9084	0	0.000000	9230	9171	1	81	146	0
MN090277.1.100100_cl0_it2.consensus_bcftools	MN090277.1	9232	9231	9014	1	0.000108	9232	9232	0	0	217	0
MN090277.1.100100_cl0_it2.consensus_bcftools	MN090277.1	9232	9231	9014	1	0.000108	9232	9232	0	0	217	0
FJ670529.1.8687_cl0_it2.consensus_bcftools	FJ670529.1	9760	8994	8914	2	0.000222	9759	8997	1	763	843	0
MN187301.1.8686_cl5_it2.consensus_bcftools	MN090277.1	11769	5652	5652	915	0.161890	9104	9232	2665	2537	0	0
MW881692.1.9292_cl0_it2.consensus_bcftools	MW881692.1	9280	8055	8024	788	0.097827	9223	8900	44	380	292	0
MN090271.1.99100_cl0_it2.consensus_bcftools	MN090277.1	9238	9210	9017	15	0.001629	9231	9232	0	6	193	0
U69584.1.9091_cl1_it2.consensus_bcftools	U69584.1	9754	9177	9097	9	0.000981	9723	9217	0	537	617	0
MN090437.1.8484_cl1_it2.consensus_bcftools	MN090277.1	9299	7676	7608	1287	0.167665	9030	9232	269	67	68	0
AY835773.1.9090_cl2_it2.consensus_bcftools	AY835773.1	9755	9754	9633	0	0.000000	9755	9754	0	1	121	0
MK457885.1.8080_cl0_it2.consensus_bcftools	MK457885.1	9307	6968	6943	1721	0.246986	9232	8764	75	543	240	0
K02013.1.9293_cl1_it2.consensus_bcftools	MN090277.1	18316	9053	9050	0	0.000000	18137	9232	179	9084	47	0
KU168259.1.8888_cl4_it2.consensus_bcftools	_R_KU168259.1	11890	6992	6992	0	0.000000	9196	9686	2694	2204	0	0
HM215250.1.7474_cl2_it2.consensus_bcftools	MN090277.1	9232	9220	9002	11	0.001193	9231	9232	1	0	218	0
PV738262.1.8990_cl1_it2.consensus_bcftools	PV738262.1	9327	8191	8156	805	0.098279	9233	9090	94	237	196	0
KU168259.1.8888_cl3_it2.consensus_bcftools	MN090277.1	9233	9209	9028	23	0.002498	9233	9232	0	1	181	0
MN043582.1.9192_cl1_it2.consensus_bcftools	MN043582.1	9284	7952	7937	776	0.097586	9233	8779	51	504	292	0
MN090294.1.9696_cl2_it2.consensus_bcftools	MN090294.1	9232	8778	8690	202	0.023012	9148	9064	0	168	190	0
MN043582.1.9192_cl1_it2.consensus_bcftools	MN090277.1	9233	9231	8939	1	0.000108	9233	9232	0	1	292	0
AY835777.1.9394_cl3_it2.consensus_bcftools	AY835777.1	9703	9703	9631	0	0.000000	9703	9703	0	0	72	0
U69584.1.9091_cl2_it2.consensus_bcftools	MN090277.1	9992	8514	8514	0	0.000000	9238	9232	718	760	0	0
MN090316.1.9899_cl0_it2.consensus_bcftools	MN090277.1	9244	9202	9022	25	0.002717	9237	9232	0	12	180	0
MK457977.1.8282_cl2_it2.consensus_bcftools	MN090277.1	9332	7350	7288	1584	0.215510	9034	9232	298	100	62	0
AY835777.1.9394_cl6_it2.consensus_bcftools	AY835777.1	9790	8481	8300	664	0.078293	9232	9703	558	87	181	0
PV738262.1.8990_cl2_it2.consensus_bcftools	_R_PV738262.1	9090	9067	9038	2	0.000221	9069	9090	21	0	29	0
MT929422.1.8888_cl0_it2.consensus_bcftools	MN090277.1	9792	8961	8847	133	0.014842	9653	9232	0	560	164	0
MN090741.1.8686_cl1_it2.consensus_bcftools	MN090277.1	9297	7873	7784	1114	0.141496	9052	9232	245	65	94	0
KU168259.1.8888_cl4_it2.consensus_bcftools	_R_MN090277.1	11918	5866	5866	644	0.109785	9196	9232	2722	2686	0	0
MN187301.1.8686_cl2_it2.consensus_bcftools	MN090277.1	9675	7903	7701	1184	0.149817	9530	9232	144	443	241	0
U69588.1.9090_cl2_it2.consensus_bcftools	MN090277.1	9992	8514	8514	0	0.000000	9262	9232	718	760	0	0
MN187301.1.8686_cl4_it2.consensus_bcftools	MN090277.1	9232	9214	9094	17	0.001845	9231	9232	1	0	120	0
